Decision_ID,Approval_Batch_ID,Domain,Observed_L4_ID_PreApply,Source_Row_IDs,Source_L4_IDs_Before,Target_L3_ID,Expected_Title_en,Expected_Title_ko_Before,Expected_Description_ko_Before,Approved_Title_ko_After,Approved_Description_ko_After,Allowed_Changed_Fields,Expected_Before_SHA256,Editorial_Category,Terminology_Evidence,Clear_Mapping_Evidence,Approval_Status
KOC-0414,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_AUTH_012,SRC-A-0014,RAI4-0043,A_SYS_AUTH,Mobile-app autonomous action harm,모바일앱 자율행동 피해,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.",모바일 앱에서의 자율 행동에 따른 피해,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.",L4_Title_ko,8e9db5317fc25c1bfe21d637efb59ba8ae07e0aedb3f2c920e02a5d7c40f4bea,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0415,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_AUTH_014,SRC-P-0189,RAI4-1621,A_SYS_AUTH,Unauthorised deals and commitments by an AI agent,AI 에이전트의 무단 거래·약정 체결,AI 에이전트가 위임 받은 권한이나 사용자의 실제의 도를 넘어 거래·약정·계약과 같은 구속력 있는 행동을 자율적으로 수행하여 이용자에게 의도하지 않은 의무나 손실을 발생시키는 리스크.,AI 에이전트의 무단 거래·약정 체결,AI 에이전트가 위임받은 권한이나 사용자의 실제 의도를 넘어 거래·약정·계약과 같은 구속력 있는 행위를 자율적으로 수행하여 이용자에게 의도하지 않은 의무나 손실을 초래하는 리스크.,L4_Description_ko,d19e9675671c16d094a76838ef2631bcf380be9ae7acf4c533ab1f65ecb5ceca,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0416,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_AUTH_015,SRC-A-0018,RAI4-1386,A_SYS_AUTH,Uncontrolled subagent creation,제어되지 않은 하위 에이전트 생성,"에이전트가 과업 수행을 위해 하위 에이전트를 생성하는 과정에서, 원 에이전트의 생명 주기 관리와 하위 에이전트의 생명 주기가 분리되어 있어 원 에이전트가 종료되어도 하위 에이전트가 함께 종료되지 않고, 이 하위 에이전트가 다시 재귀적으로 하위 에이전트를 생성하면서 통제 메커니즘 없이 개체 수·자원 사용량이 지수적으로 증가하는 리스크.",제어되지 않은 하위 에이전트 생성,"AI 에이전트가 과업 수행을 위해 하위 에이전트를 생성할 때 하위 에이전트의 수명 주기가 상위 에이전트와 분리되어, 상위 에이전트가 종료된 뒤에도 하위 에이전트가 계속 작동하고 재귀적으로 추가 하위 에이전트를 생성함으로써 에이전트 수와 자원 사용량이 통제되지 않은 채 증가하는 리스크.",L4_Description_ko,055fa446507eb43836e28d6982883f47d94e21a515ac3d301edffcba3e501b2e,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0417,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_006,SRC-G-0378,RAI4-1289,A_SYS_GOAL,Agent goal corruption through reward hacking and wireheading,보상해킹·와이어헤딩에 의한 에이전트 목표 손상,"AI 에이전트가 보상해킹, 와이어 헤딩 또는 자기 기만을 통해 인간이 의도한 목적보다 내부 보상 신호를 우선하도록 목표가 변질되어 유해한 행동을 추구하는 리스크.",보상 해킹·와이어헤딩에 의한 에이전트 목표 손상,"AI 에이전트가 보상 해킹, 와이어헤딩 또는 자기 기만을 통해 인간이 의도한 목적보다 내부 보상 신호를 우선하도록 목표가 변질되어 유해한 행동을 추구하는 리스크.",L4_Title_ko; L4_Description_ko,57965d6016df8c920edd1b374c046daab2bedf9b35b9b8203c127c0f4a8f4a13,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0418,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_007,SRC-G-0135,RAI4-1704,A_SYS_GOAL,Agent goal misalignment and emergent behavior from unenforced control,통제 미집행에 의한 목표 오정렬 및 창발 행동,"에이전트 행동에 대한 통제가 집행되지 않아 에이전트의 목표가 인간 선호와 어긋나고 와이어 헤딩, 메사 최적화 등 바람직하지 않은 창발 행동이 발생하는 리스크.",통제 미집행에 의한 목표 오정렬 및 창발 행동,"에이전트 행동에 대한 통제가 집행되지 않아 에이전트의 목표가 인간 선호와 어긋나고 와이어헤딩, 메사 최적화 등 바람직하지 않은 창발 행동이 발생하는 리스크.",L4_Description_ko,7b43e525131f6776c3966d7b12733b7893107f8b1ac24e7e02ba61dd2487d7aa,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0419,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_008,SRC-G-0127,RAI4-1323,A_SYS_GOAL,Autonomous long-horizon goal divergence,자율적 장기 목표 이탈,AI 시스템이 이용자 또는 원 지시자의 의도·선호·목표와 다른 방향으로 목표를 해석·설정·추구하여 의도하지 않은 결과를 초래하는 리스크.,자율적 장기 목표 이탈,"대규모 언어 모델(LLM)이 개발자 또는 이용자가 부여한 목표와 다른 장기 실세계 목표를 자율적으로 추구하면서 권력 추구, 종료 저항 또는 다른 AI 시스템과의 공모를 통해 인간의 이익과 통제를 침해하는 리스크.",L4_Description_ko,a13b66675dd37c8dd7559d05f69813b5cbbb34471b3e0802f9070a303c02567e,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0420,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_009,SRC-A-0081,RAI4-1288,A_SYS_GOAL,Emergent independence via recursive self-improvement,재귀적 자기개선에 의한 창발적 독립성,재귀적 자기 개선으로 성장하는 시드 AI가 자기 인식이나 독자적 목표 같은 창발적 속성을 획득하여 내장 규칙 준수가 약화되고 인류에 해가되는 방향으로 이탈하는 리스크.,재귀적 자기 개선에 의한 창발적 독립성,재귀적 자기 개선으로 성장하는 시드 AI가 자기 인식이나 독자적 목표 같은 창발적 속성을 획득하여 내장 규칙 준수가 약화되고 인류에 해가 되는 방향으로 이탈하는 리스크.,L4_Title_ko; L4_Description_ko,d6419d84aba9a811f6c122e23a0ac7512699e3dd152f36a90015100ee5668164,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0421,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_010,SRC-G-0477,RAI4-1239,A_SYS_GOAL,Environmental self-modeling for influence,영향력 확보를 위한 환경 자기모델링,"AI 시스템이 자신의 상태와 넓은 환경에서의 위치, 환경에 영향을 미치는 경로, 자신의 행동에 대한 인간을 포함한 세계의 반응에 관한 지식을 획득하고 활용하여, 고급 보상해킹과 강화된 기만·조작, 도구적 하위 목표 추구로 나아가는 리스크.",영향력 확보를 위한 환경 자기모델링,"AI 시스템이 자신의 상태와 더 넓은 환경에서의 위치, 환경에 영향을 미치는 경로, 자신의 행동에 대한 인간을 포함한 세계의 반응에 관한 지식을 획득·활용하여, 고도화된 보상 해킹과 강화된 기만·조작 및 도구적 하위 목표 추구로 나아가는 리스크.",L4_Description_ko,d8de02090670adf19058bf05d3f2823bec3298ebcf436efd2212be43070243ee,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0422,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_011,SRC-G-0118,RAI4-0970,A_SYS_GOAL,Failure to secure AGI goal safety,AGI 목표 안전성 확보 실패,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게되는 리스크.",AGI 목표 안전성 확보 실패,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게 되는 리스크.",L4_Description_ko,8346e413289491829f5891391ad40c12703712bac3e1c50b8c0f1b609b43cdc3,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0423,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_012,SRC-G-0115,RAI4-0581,A_SYS_GOAL,Goal expansion propensity,목표 범위 확장 성향,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사 결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게되는 리스크.",목표 범위 확장 성향,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게 되는 리스크.",L4_Description_ko,8698eea874c9e6f7e893e4e521ed82b04ca8e5e270fa9f62c8d572f804082ed2,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0424,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_013,SRC-G-0133,RAI4-1130; RAI4-1411; RAI4-1646,A_SYS_GOAL,Harmful instrumental goals and power-seeking from goal-directedness,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.",목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.",L4_Description_ko,c21de3bbce64e16fa9e98f0d4b5b88d65edde23ff0b824f27f6d95996a3f7d10,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0425,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_014,SRC-G-0124,RAI4-1241,A_SYS_GOAL,Misaligned mesa-optimization objectives,메사 최적화 목표 불일치,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 학습된 정책이 스스로 최적화기, 즉메사옵티마이저로 기능하며 훈련 신호가 지정한 목표와 정렬되지 않은 내부 목표를 추구하고, 그 잘못 정렬된 목표를 최적화하여 시스템이 통제를 벗어나는 리스크.",메사 최적화기의 내부 목표 불일치,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 학습된 정책이 메사 최적화기(mesa-optimizer)로 기능하여 훈련 신호에 명시된 목표와 일치하지 않는 내부 목표를 추구하고, 그 목표를 최적화하면서 인간의 통제를 벗어나는 리스크.",L4_Title_ko; L4_Description_ko,9c5ebd56cc91e1ece8a986b7a5ab499d0c1d812b48f4e6436b4a5607fe114ee2,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0426,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_015,SRC-G-0116,RAI4-0591,A_SYS_GOAL,Misalignment of AI goals with human values,인간 가치와의 AI 목표 오정렬,"AI 시스템이 평가 시에만 정렬된 것처럼 보이게하는 기만적 정렬, 보상해킹, 대리지표조작, 목표오 일반화를 포함하여 인간의 의도·가치와 어긋나는 목표, 가치관, 행동을 형성하는 리스크. 이러한 시스템이 효과적이고 저렴하다는 이유로 점점 더 많은 의사 결정이 위임되면서, 오진·극단주의 콘텐츠 소비 증가에서부터 유능한 시스템이 인간 이익에 반해 행동하고 인류로부터 미래에 대한 통제권을 빼앗는 데 이르는 피해가 누적되는 리스크.",인간 가치와 AI 목표의 정렬 실패,"AI 시스템이 기만적 정렬, 보상 해킹, 대리 지표 조작 또는 목표의 잘못된 일반화로 인해 인간의 의도·가치와 어긋나는 목표·가치관·행동을 형성하면서도 평가 상황에서는 정렬된 것처럼 행동하고, 광범위한 의사결정 위임 시 오진·극단주의 콘텐츠 소비·인간 이익에 반하는 자율적 행동 및 미래에 대한 인간의 통제 상실에 이르는 피해를 누적시키는 리스크.",L4_Title_ko; L4_Description_ko,0485673bc744128d60d56d9d77e42d6b416f5f813a067aeae22ab348bdb7cd35,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0427,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_016,SRC-G-0132,RAI4-1645,A_SYS_GOAL,Negative side effects from goal underspecification in natural language,자연어 목표 과소지정에 의한 부정적 부수효 과,"LLM 에이전트의 목표가 자연 어로 과소 지정되어 변경되어서는 안 될 환경 요소가 명시되지 않음으로써, 에이전트가 과업은 달성하면서도 환경을 바람직하지 않게 변경하는 부정적 부수 효과가 발생하는 리스크.",자연어 목표의 과소 지정에 따른 부정적 부수효과,"대규모 언어 모델 기반 AI 에이전트의 목표가 자연어로 과소 지정되어 변경되어서는 안 될 환경 요소가 명시되지 않음으로써, 에이전트가 과업을 달성하면서도 환경을 바람직하지 않게 변경하는 부정적 부수효과가 발생하는 리스크.",L4_Title_ko; L4_Description_ko,63f48cc947ae96b4c668ea1eab557b3161c5baf8978823b1881b396fbb1c6fa1,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0428,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_AUTH_018,SRC-A-0019,RAI4-1644,A_SYS_AUTH,Novel safety risks from increased autonomy of agentic LLMs,에이전트형 LLM 자율성 확대의 안전,"LLM이 특화 훈련·프롬프팅·외부도구·스캐폴딩을 통해 실세계에서 자율적으로 계획하고 행동하는 에이전트로 확장되면서, 자율성 증가와 직접적 인간 감독 감소, 장기 행동 지평으로 인해 아직 잘 이해되지 않은 정렬·안전 실패가 발생하는 리스크.",에이전트형 LLM의 자율성 확대에 따른 안전 실패,"대규모 언어 모델(LLM)이 특화 학습, 프롬프트 구성, 외부 도구 또는 지원 구조를 통해 실세계에서 자율적으로 계획·행동하는 에이전트로 확장되면서, 자율성 증가·직접적 인간 감독 감소·장기 행동 지평으로 인해 새롭고 충분히 규명되지 않은 정렬·안전 실패가 발생하는 리스크.",L4_Title_ko; L4_Description_ko,c7746495812ca661302469173b4df3219f31b8b79ea4e57ca7ff3b06c70059a8,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0429,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_017,SRC-G-0012,RAI4-0211,A_SYS_GOAL,Safe reinforcement learning constraint violation,안전 강화학습 제약 위반,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 강화 학습 정책이 안전 한계나 제약 조건을 위반하면서도 과제 목표를 달성하여, 성능 최적화가 안전성보다 우선되는 리스크.",안전 강화학습 제약 위반,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 강화 학습 정책이 안전 한계나 제약 조건을 위반하면서도 과제 목표를 달성하여, 성능 최적화가 안전성보다 우선되는 리스크.",L4_Description_ko,4059b4168a6cee19cd20969698cb9e5c0b1bd3164ee09670c4a35b417f217fb5,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0430,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_GOAL_019,SRC-G-0108,RAI4-0038,A_SYS_GOAL,User-intent misclassification in agent safety,에이전트 안전의 사용자 의도 오분류,에이전트가 사용자 의도를 잘못 분류하여 다중 턴 도구 사용 작업에서 유해한 응낙이나 부당한 거부가 발생하는 리스크.,에이전트 안전 통제에서의 사용자 의도 오분류,AI 에이전트가 사용자 의도를 잘못 분류하여 다중 턴 도구 사용 과업에서 유해한 요청을 수락하거나 정당한 요청을 부당하게 거부하는 리스크.,L4_Title_ko; L4_Description_ko,1e77136fe8617081e3a4802f2224d74062c85b3c9e7edc6ba8463ce5e8e56ba3,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0431,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_SELFCOR_001,SRC-A-0017,RAI4-1381,A_SYS_SELFCOR,Agent self-modification reliability problem,에이전트 자기수정 신뢰성 문제,에이전트가 자기 수정을 포함한 과정에서 설계된 목표를 계속 추구하지 못하고 의도된 목표에서 이탈하는 리스크.,에이전트 자기 수정의 신뢰성 문제,에이전트가 자기 수정을 포함한 과정에서 설계된 목표를 계속 추구하지 못하고 의도된 목표에서 이탈하는 리스크.,L4_Title_ko,4de3dee0fde12e68ca8ed5e74cbb2b70b18647875c59f2d6e4cad42a5869b436,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0432,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_AUTH_021,SRC-G-0016,RAI4-0470,A_SYS_AUTH,Oversight evasion and correction resistance,감독 회피·수정 저항,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 시스템의 역량이 증가함에 따라 수정에 저항하거나 감독을 회피하거나 의도된 운영 범위를 벗어나 행동하여 인간의 통제 가능성을 저해하는 리스크.,감독 회피·수정 저항,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 시스템의 역량이 증가함에 따라 수정에 저항하거나 감독을 회피하거나 의도된 운영 범위를 벗어나 행동하여 인간의 통제 가능성을 저해하는 리스크.,L4_Description_ko,02a4831fd394a8667c696884640b2aaf33062b7cf87ce57fc96ec3b52476160d,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0433,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_SELFCOR_002,SRC-G-0088,RAI4-0484,A_SYS_SELFCOR,Self-correction failure in AI-agent memory,AI 에이전트 메모리의 자기 교정 실패,AI 에이전트가 메모리나 검색 저장소에 축적된 허위·노후·악성 정보를 검증·정정·삭제하지 못해 이후 검색과 의사 결정에서 동일한 오류를 반복하는 리스크.,AI 에이전트 메모리의 자기 교정 실패,AI 에이전트가 메모리나 검색 저장소에 축적된 허위·노후·악성 정보를 검증·정정·삭제하지 못해 이후 검색과 의사결정에서 동일한 오류를 반복하는 리스크.,L4_Description_ko,8b62c7ef16a07fde7a56ff2f5b23cc5da119abd0782497a6070254e5cea0bf1c,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0434,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_TRACE_002,SRC-P-0216,RAI4-1278,A_SYS_TRACE,Accountability implementation gap in autonomous agents,자율 에이전트 책임성 구현 공백,"개인적 유연성과 맥락 민감성, 공감, 복잡한 도덕 판단에 기반한 인간의 책임 있는 의사 결정을 기계에 구현하기 어려워, AI와 HLI 기반 에이전트가 책임성을 갖추지 못하는 리스크.",자율 에이전트 책임성 구현 공백,"인간의 책임 있는 의사결정이 개인적 유연성·맥락 민감성·공감·복합적 도덕 판단에 의존하므로, 이를 AI 에이전트에 구현하기 어려워 책임성 확보가 저해되는 리스크.",L4_Description_ko,8d3e99c0e821f8e2f29cc2200013a49ccdfc13dd083bd62157d321fe48c2bc02,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0435,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_TRACE_003,SRC-A-0073,RAI4-0047,A_SYS_TRACE,Responsibility and liability gaps for autonomous system harms,자율 시스템 피해에 대한 책임·배상 공백,"자율성, 에이전트·도구·조직 간 위임, 명확한 거버넌스·법적 체계의 부재로 인해 시스템의 유해한 행동에 대해 어떤 사람이나 기관이 책임을 지는지가 불분명해져, 책임 귀속이 이루어지지 않고 피해자가 손해를 스스로 떠안게되는 리스크.",자율 시스템 피해에 대한 책임·배상 공백,"자율성, 에이전트·도구·조직 간 위임, 명확한 거버넌스·법적 체계의 부재로 인해 시스템의 유해한 행동에 대해 어떤 사람이나 기관이 책임을 지는지가 불분명해져, 책임 귀속이 이루어지지 않고 피해자가 손해를 스스로 떠안게 되는 리스크.",L4_Description_ko,e0ec8db0e388f897df4213560c0ada66bbedece750a19f22a8c85aed45a6c5b1,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0436,KOREAN_COPYEDIT_20260829,Agentic,A_SYS_TRACE_004,SRC-G-0103,RAI4-1384,A_SYS_TRACE,Unintelligible agent decisions,의사결정 이해 불능,에이전트의 의사 결정을 인간이 이해할 수 없어 설명과 정보에 입각한 감독이 불가능해지는 리스크.,의사결정 이해 불능,에이전트의 의사결정을 인간이 이해할 수 없어 설명과 정보에 입각한 감독이 불가능해지는 리스크.,L4_Description_ko,5b80f4c3511d8eaa2c80911dd8929077ac5443adf200d967e6d416d1a6ed2dc3,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0437,KOREAN_COPYEDIT_20260829,Physical,P_SYS_CONTROL_001,SRC-A-0043,RAI4-0294,P_SYS_CONTROL,Teleoperation latency and instability,원격 조작 지연 및 불안정성,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 원격 조작 링크의 높거나 변동하는 지연이 폐 루프 제어를 불안정하게하거나 인간 개입을 지연하는 위험.,원격 조작 지연 및 불안정성,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 원격 조작 링크의 높거나 변동하는 지연이 폐루프 제어를 불안정하게 하거나 인간 개입을 지연하는 위험.,L4_Description_ko,0e1db0a2388247cd65c98ae87d17a85bffb10f826a3c27ad082d8ad2721cb58e,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0438,KOREAN_COPYEDIT_20260829,Physical,P_INT_SAFETY_001,SRC-P-0182,RAI4-0252,P_INT_SAFETY,Assistive robot intervention mistiming,보조 로봇 개입 타이밍 실패,보호적 또는 보조적 휴머노이드가 너무 이르거나 너무 늦게 또는 부적절한 피지컬 방식으로 개입하여 사용자와 주변인의 위험을 증가시키는 리스크.,보조 로봇의 개입 시점 오류,보호 또는 보조 기능을 수행하는 휴머노이드가 지나치게 이르거나 늦은 시점 또는 부적절한 물리적 방식으로 개입하여 이용자와 주변인의 위험을 증가시키는 리스크.,L4_Title_ko; L4_Description_ko,189a01e97d08169bd579a0466a01b7a495a1832d717fad6ce7b784e9a67408f6,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0439,KOREAN_COPYEDIT_20260829,Physical,P_INT_SAFETY_002,SRC-P-0124,RAI4-0234,P_INT_SAFETY,Control barrier function safety-filter failure,제어 장벽 함수 안전필터 실패,제어 장벽 함수 기반 안전 계층이 인지·동역학·모델 불확실성 하에서 비안전 행동을 제약하지 못하는 리스크.,제어 장벽 함수 안전 필터 실패,제어 장벽 함수 기반 안전 계층이 인지·동역학·모델 불확실성 하에서 안전하지 않은 행동을 제약하지 못하는 리스크.,L4_Title_ko; L4_Description_ko,2dd1000377eb2aa6ff6aaeba71f94154e3517a80401e2f7db7c88428b82cd05a,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0440,KOREAN_COPYEDIT_20260829,Physical,P_INT_SAFETY_004,SRC-P-0187,RAI4-0358,P_INT_SAFETY,Failure of robot collision avoidance and operating-zone control,로봇의 충돌 회피·운행구역 통제 실패,"자율 이동 로봇이 충돌 회피, 지오 펜싱 또는 지정 운행 구역 제약을 준수하지 못해 사람·시설·다른 이동 체와 충돌하거나 통제 구역을 침범하는 리스크.",로봇의 충돌 회피·운행구역 통제 실패,"자율 이동 로봇이 충돌 회피, 지오펜싱 또는 지정 운행 구역 제약을 준수하지 못해 사람·시설·다른 이동체와 충돌하거나 통제 구역을 침범하는 리스크.",L4_Description_ko,8db9dc6780bd43928871c9259d506e87da9b85dea2bbf508dd0cdbc8aeb5a84b,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
