Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After,Korean_Copyedit_Decision_IDs,Korean_Copyedit_Applied,Final_QA_Decision_IDs,Final_QA_Applied,English_Copyedit_Decision_IDs,English_Copyedit_Applied
Agentic,85,A_SYS_SELFCOR_004,감독 회피·수정 저항,A_SYS_SELFCOR,Agentic - Excessive Authority and Agency 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_AUTH.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_AUTH_020,감독 회피·수정 저항,A_SYS_AUTH,KOC-0432,YES,,NO,,NO
Agentic,86,A_SYS_SELFCOR_005,위험 소스 귀인 실패,A_SYS_SELFCOR,Agentic AI - Accountability and Traceability Gap로 이관,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_TRACE. | FQA-106:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_TRACE_001,위험 발생 원인 귀인 실패,A_SYS_TRACE,,NO,FQA-106,YES,,NO
Agentic,87,A_SYS_SELFCOR_006,AI 에이전트 메모리의 자기 교정 실패,A_SYS_SELFCOR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,Agentic,A_SYS_SELFCOR_002,AI 에이전트 메모리의 자기 교정 실패,A_SYS_SELFCOR,KOC-0433,YES,,NO,,NO
Agentic,88,A_SYS_TRACE_001,자율 에이전트 책임성 구현 공백,A_SYS_TRACE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,Agentic,A_SYS_TRACE_002,자율 에이전트 책임성 구현 공백,A_SYS_TRACE,KOC-0434,YES,,NO,EOC-0267,YES
Agentic,89,A_SYS_TRACE_002,자율 시스템 피해에 대한 책임·배상 공백,A_SYS_TRACE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,Agentic,A_SYS_TRACE_003,자율 시스템 피해에 대한 책임·배상 공백,A_SYS_TRACE,KOC-0435,YES,,NO,EOC-0268,YES
Agentic,90,A_SYS_TRACE_003,AI 시스템의 결정과 실패에 대한 책임 공백,A_SYS_TRACE,general - Governance and Accountability Void 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_GOV.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_029,AI 시스템의 결정과 실패에 대한 책임 공백,G_SOC_GOV,KOC-0363,YES,,NO,,NO
Agentic,91,A_SYS_TRACE_004,의사결정 이해 불능,A_SYS_TRACE,,FINAL_QA_LANGUAGE_REFINEMENT|FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-107:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-339:Two independent expert reviews confirmed that SRC-G-0103 directly matches the immutable G_SYS_TRANS definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_TRANS_016,의사결정 이해 불능,G_SYS_TRANS,KOC-0436,YES,FQA-107|FQA-339,YES,,NO
Physical,2,P_INT_SAFETY_001,보조 로봇 개입 타이밍 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_Title_ko; L4_Description_ko; Mapping evidence,Physical,P_INT_SAFETY_001,보조 로봇의 개입 시점 오류,P_INT_SAFETY,KOC-0438,YES,,NO,,NO
Physical,3,P_INT_SAFETY_002,제어 장벽 함수 안전필터 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_Title_ko; L4_Description_ko,Physical,P_INT_SAFETY_002,제어 장벽 함수 안전 필터 실패,P_INT_SAFETY,KOC-0439,YES,,NO,,NO
Physical,4,P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY,,NO,,NO,,NO
Physical,5,P_INT_SAFETY_004,로봇의 충돌 회피·운행구역 통제 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_Description_ko,Physical,P_INT_SAFETY_004,로봇의 충돌 회피·운행구역 통제 실패,P_INT_SAFETY,KOC-0440,YES,,NO,,NO
Physical,6,P_INT_SAFETY_005,물리적 위험의 감지·예측 실패,P_INT_SAFETY,(유지),FINAL_QA_REWRITE_IN_PLACE,Reviewer explicitly confirmed retention. | FQA-010:카드 유지 지시를 존중하되 일반 물리 위험을 사람 주변 운용에서의 인간 존재·행동 감지·예측 실패로 한정하여 P_INT_SAFETY와 정합시킨다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence,Physical,P_INT_SAFETY_005,사람 주변의 물리적 위험 감지·예측 실패,P_INT_SAFETY,KOC-0441,YES,FQA-010,YES,EOC-0269,YES
Physical,7,P_INT_SAFETY_006,희귀 가정 상해의 전조 감지 실패,P_INT_SAFETY,가정용 에이전트 용어를 일반적인 용어로 변경. 예를 들면 '로봇' 또는 '체화형 AI 에이전트' 또는 '체화형 에이전트',INTENT_CORRECTION_REWRITE_TERMINOLOGY_ONLY_APPLIED,"The reviewer requested terminology generalisation only; the original precursor-detection, warning, and intervention mechanism is preserved.",L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_022,희귀 가정 상해의 전조 감지 실패,P_INT_SAFETY,,NO,,NO,,NO
Physical,8,P_INT_SAFETY_007,구현체별 역할·권한 제약 집행 실패,P_INT_SAFETY,(유지),FINAL_QA_LANGUAGE_REFINEMENT,Reviewer explicitly confirmed retention. | FQA-108:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_006,구현체별 역할·권한 제약 집행 실패,P_INT_SAFETY,,NO,FQA-108,YES,,NO
Physical,9,P_INT_SAFETY_008,인간-로봇 상호 행동 모델링 미흡,P_INT_SAFETY,(유지),FINAL_QA_LANGUAGE_REFINEMENT,Reviewer explicitly confirmed retention. | FQA-109:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_007,인간-로봇 상호 행동 모델링 미흡,P_INT_SAFETY,,NO,FQA-109,YES,EOC-0270,YES
Physical,10,P_INT_SAFETY_009,위험 지시 거부 실패,P_INT_SAFETY,(유지),FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-011:위험 지시 거부는 입력·안전 정책 문제이며 정상 제어 상태에서 사람의 존재·행동을 감지·예측·수용하지 못하는 P_INT_SAFETY 기제와 다르므로 P_Others와 HD로 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_001,위험 지시 거부 실패,P_Others,KOC-0442,YES,FQA-011,YES,EOC-0271,YES
Physical,11,P_INT_SAFETY_010,안전 규칙의 행동 변환 실패,P_INT_SAFETY,한국어 리스크 정의 용어의 일관성 유지. 체화형 에이전트 또는 embodied 에이전트,INTENT_CORRECTION_REWRITE_TERMINOLOGY_ONLY_APPLIED,The reviewer requested terminology standardisation only; the language-goal-to-physical-safety-constraint transformation mechanism is preserved.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_023,안전 규칙의 행동 변환 실패,P_INT_SAFETY,,NO,,NO,,NO
Physical,12,P_INT_SAFETY_011,장면 변화 시 인간 행동 모방 실패,P_INT_SAFETY,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_005,장면 변화 시 인간 행동 모방 실패,P_Others,KOC-0515,YES,,NO,,NO
Physical,13,P_INT_SAFETY_012,인간 접촉 안전 통제 미흡,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_Description_ko; L4_ID,Physical,P_INT_SAFETY_008,인간 접촉 안전 통제 미흡,P_INT_SAFETY,KOC-0443,YES,,NO,,NO
Physical,14,P_INT_SAFETY_013,배포 전 물리적 안전 시험 미흡,P_INT_SAFETY,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",FINAL_QA_REMAP_PER_REVIEW,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-327:Two independent expert reviews confirmed that SRC-P-0016 directly matches the immutable G_SYS_EVAL definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_055,배포 전 물리적 안전 시험 미흡,G_SYS_EVAL,KOC-0516,YES,FQA-327,YES,,NO
Physical,15,P_INT_SAFETY_014,시각 장면의 안전 판단 오류,P_INT_SAFETY,(유지),FINAL_QA_LANGUAGE_REFINEMENT,Reviewer explicitly confirmed retention. | FQA-110:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-306:원천 영문은 장면 관찰 후 물리적 결과·어포던스·사람 노출 위험의 추론 오류를 다루므로 다른 기제인 안전성 분류기 위음성 문안을 제거한다.,L4_Description_ko; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_009,시각 장면의 안전 판단 오류,P_INT_SAFETY,,NO,FQA-110|FQA-306,YES,,NO
Physical,16,P_INT_SAFETY_015,런타임 안전 모니터 실패,P_INT_SAFETY,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",FINAL_QA_LANGUAGE_REFINEMENT,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-016:런타임 안전 모니터가 집행하는 대상은 충돌 자체가 아니라 충돌 회피 제약이므로 한영 기술 용어를 일치시킨다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_006,런타임 안전 모니터 실패,P_Others,KOC-0517,YES,FQA-016,YES,EOC-0283,YES
Physical,17,P_INT_SAFETY_016,안전-성능 균형 실패,P_INT_SAFETY,"(유지) (jw) l3와 무관하며, general에 해당해보임",FINAL_QA_LANGUAGE_REFINEMENT,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-133:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_007,안전-성능 균형 실패,P_Others,KOC-0518,YES,FQA-133,YES,,NO
Physical,18,P_INT_SAFETY_017,전신 이동 충돌,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_010,전신 이동 중 충돌,P_INT_SAFETY,KOC-0444,YES,,NO,,NO
Physical,19,P_INT_TAMPER_001,로봇 인지 겨냥 적대 패치 공격,P_INT_TAMPER,"(유지) (jw) l3와 무관하며, security에 해당해보임",FINAL_QA_REMAP_PER_REVIEW,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-328:Two independent expert reviews confirmed that SRC-P-0106 directly matches the immutable G_SYS_SECADV definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_055,로봇 인지를 겨냥한 적대적 패치 공격,G_SYS_SECADV,KOC-0519,YES,FQA-328,YES,EOC-0284,YES
Physical,20,P_INT_TAMPER_002,자동화된 표적 스토킹·물리적 위협,P_INT_TAMPER,(유지),FINAL_QA_REMAP_PER_REVIEW,Reviewer explicitly confirmed retention. | FQA-319:Two independent expert reviews confirmed that SRC-P-0108 directly matches the immutable G_INT_ILLEGAL definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ILLEGAL_017,로봇을 이용한 불법 스토킹·괴롭힘,G_INT_ILLEGAL,,NO,FQA-319,YES,,NO
Physical,21,P_INT_TAMPER_003,핵심 인프라 로봇 사이버 사보타주,P_INT_TAMPER,(유지),FINAL_QA_LANGUAGE_REFINEMENT|FINAL_QA_REMAP_PER_REVIEW,"Reviewer explicitly confirmed retention. | FQA-111:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-297:소프트웨어·네트워크 취약점 악용은 하드웨어 구성요소의 물리적 변조가 아니며, General AI의 보안·적대적 견고성 실패가 체화형 시스템으로 전이되는 범위에 해당한다.",L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_048,핵심 기반시설 로봇 시스템의 사이버 침해,G_SYS_SECADV,,NO,FQA-111|FQA-297,YES,EOC-0278,YES
Physical,22,P_INT_TAMPER_004,피지컬 AI의 파괴·학대 행동,P_INT_TAMPER,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,FINAL_QA_LANGUAGE_REFINEMENT,비인간 물리 자산을 title에 명시하되 P_INT_TAMPER master와 주체 방향이 충돌하므로 P_Others/HD로 보류한다. | FQA-134:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_008,피지컬 AI에 의한 비인간 물리 자산의 파괴·변조,P_Others,,NO,FQA-134,YES,,NO
Physical,23,P_INT_TAMPER_005,불법·유해 물리 요청의 수용·실행,P_INT_TAMPER,(유지),FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-009:불법·유해 요청 실행은 하드웨어의 물리적 변조·손상과 무관하므로 P_INT_TAMPER에 강제 배치하지 않고 P_Others와 HD로 보존한다. 한국어의 도피는 행위 회피로 정제한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_002,불법·유해 물리 요청의 수용·실행,P_Others,KOC-0445,YES,FQA-009,YES,EOC-0279,YES
Physical,24,P_INT_TAMPER_006,로봇 군집 하이재킹,P_INT_TAMPER,(유지),FINAL_QA_REMAP_PER_REVIEW,Reviewer explicitly confirmed retention. | FQA-298:클라우드·업데이트·API·오케스트레이션 계층의 취약점 악용은 물리적 변조가 아니라 소프트웨어·인프라 계층의 사이버 침해다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_049,로봇 군집의 동시 침해,G_SYS_SECADV,KOC-0446,YES,FQA-298,YES,,NO
Physical,25,P_INT_TAMPER_007,유해 행동 재구성 공격,P_INT_TAMPER,(유지),FINAL_QA_MOVE_TO_OTHERS_HD|FINAL_QA_REMAP_PER_REVIEW|FINAL_QA_LANGUAGE_REFINEMENT,Reviewer explicitly confirmed retention. | FQA-008:요청 재구성은 프롬프트·모델 계층 공격이며 P_INT_TAMPER 마스터가 물리적 하드웨어 변조와 구분하여 배제하므로 P_Others와 HD로 보존한다. | FQA-363:Two independent expert reviews confirmed that SRC-P-0101 directly matches the immutable G_SYS_SECADV definition; any supplied wording narrows the card to that scope. | FQA-381:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_050,유해한 물리적 행동 지시를 위장한 공격,G_SYS_SECADV,KOC-0447,YES,FQA-008|FQA-363|FQA-381,YES,EOC-0280,YES
Physical,26,P_INT_TAMPER_008,모델 절취·변조,P_INT_TAMPER,"General 영역으로 이동, 적합한 L3와 매핑할 것",FINAL_QA_REMAP_PER_REVIEW,Human review specifies only the destination L1 or multiple L3s; routed conservatively to G_Others/HD. | FQA-213:모델 역전·추출·절취·변조·백도어 주입은 모델에 대한 사이버 공격이므로 보안·적대적 견고성 실패에 배치한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_046,모델 절취·변조,G_SYS_SECADV,KOC-0364,YES,FQA-213,YES,,NO
Physical,27,P_INT_TAMPER_009,인지-행동 순서 조작 공격,P_INT_TAMPER,(유지),FINAL_QA_LANGUAGE_REFINEMENT|FINAL_QA_REMAP_PER_REVIEW,Reviewer explicitly confirmed retention. | FQA-112:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-299:적대적으로 조작된 관측 정보와 행동 단서는 물리적 하드웨어 변조가 아니라 적대적 입력에 해당한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_051,인지·행동 시퀀스 조작 공격,G_SYS_SECADV,KOC-0448,YES,FQA-112|FQA-299,YES,,NO
Physical,28,P_INT_TAMPER_010,장면 의미 조작 공격,P_INT_TAMPER,(유지),FINAL_QA_REMAP_PER_REVIEW,Reviewer explicitly confirmed retention. | FQA-300:환경 장면을 적대적으로 구성하여 AI 인식 모델의 입력을 교란하는 공격은 하드웨어 구성요소의 물리적 변조보다 적대적 입력 공격에 해당한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_052,장면 맥락 조작 공격,G_SYS_SECADV,,NO,FQA-300,YES,,NO
Physical,29,P_INT_TAMPER_011,로봇 능력의 무기화,P_INT_TAMPER,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",FINAL_QA_REMAP_PER_REVIEW,문장과 띄어쓰기만 정제한다. 원 L3 master와 직접 충돌하므로 의미를 바꾸지 않고 P_Others/HD로 보류한다. | FQA-329:Two independent expert reviews confirmed that SRC-P-0107 directly matches the immutable G_INT_WEAP definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_WEAP_030,로봇 능력의 무기화,G_INT_WEAP,,NO,FQA-329,YES,,NO
Physical,30,P_Others_001,휴머노이드 안전 시험·인증·집행 체계 부재,P_Others,L3 하드웨어/기계 무결성 결함으로 분류,FINAL_QA_REMAP_PER_REVIEW,"Explicit human-review transfer to P_SYS_HARDWARE. | FQA-301:시험·지표·인증을 통해 안전성 주장을 검증하지 못하는 기제가 핵심이며, 물리 부품의 파손·마모·열화를 다루는 하드웨어·기계 무결성 결함과 일치하지 않는다.",L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_051,휴머노이드 안전 시험·인증 체계 부재,G_SYS_EVAL,,NO,FQA-301,YES,,NO
Physical,31,P_Others_002,상위 안전 지시의 해석 불명확,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_003,상위 안전 지시의 해석 불명확,P_SYS_CONTROL,KOC-0449,YES,,NO,,NO
Physical,32,P_Others_003,클라우드 오프로드 의존 실패,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to P_SYS_CONTROL. | FQA-113:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_004,클라우드 오프로드 의존 실패,P_SYS_CONTROL,KOC-0450,YES,FQA-113,YES,,NO
Physical,33,P_Others_004,명령의 구현체별 하드웨어 한계 초과,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_005,명령의 구현체별 하드웨어 한계 초과,P_SYS_CONTROL,KOC-0451,YES,,NO,EOC-0286,YES
Physical,34,P_Others_005,기계 안전·AI 적합성 의무 충돌,P_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-364:Two independent expert reviews confirmed that SRC-P-0215 directly matches the immutable G_SOC_GOV definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_033,기계 안전·AI 적합성 의무 충돌,G_SOC_GOV,,NO,FQA-364,YES,EOC-0281,YES
Physical,35,P_Others_006,단일 로봇 내부의 시각·접촉 신호 충돌,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,FINAL_QA_REMAP_PER_REVIEW,Explicit human-review transfer to P_SYS_CONTROL. | FQA-321:Two independent expert reviews confirmed that SRC-P-0181 directly matches the immutable P_SYS_STATE definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_STATE_001,단일 로봇 내부의 시각·접촉 신호 충돌,P_SYS_STATE,,NO,FQA-321,YES,,NO
Physical,36,P_Others_007,인구집단별 피지컬 서비스·안전 격차,P_Others,L3 인간-로봇 물리 안전 실패로 분류,FINAL_QA_REMAP_PER_REVIEW,"Explicit human-review transfer to P_INT_SAFETY. | FQA-295:원천 검수는 공정성·차별 영역으로의 이동을 명시하며, 보호대상 특성에 따른 서비스와 안전 조치의 불리한 배분은 배분적 차별 L3에 직접 해당한다.",L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ALLOC_011,인구집단별 로봇 서비스·안전 격차,G_INT_ALLOC,KOC-0452,YES,FQA-295,YES,,NO
Physical,37,P_Others_008,설계 단계 명세 오류,P_Others,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),TEXT_EDIT_APPLIED,Reviewer-confirmed direct text edit applied.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,Physical,P_Others_003,피지컬 AI 시스템 설계 단계 명세 오류,P_Others,KOC-0453,YES,,NO,EOC-0282,YES
Physical,38,P_Others_009,물리 운용 환경 분포 이동,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_006,물리적 운용 환경의 분포 이동,P_SYS_CONTROL,KOC-0454,YES,,NO,EOC-0287,YES
Physical,39,P_Others_010,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,P_Others,L4 물리 상태 추정 센서 융합 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_STATE.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_STATE_002,물리 상태 추정 데이터의 합성-실세계 괴리,P_SYS_STATE,KOC-0455,YES,,NO,EOC-0317,YES
Physical,40,P_Others_011,소셜 AI의 사용자 애착 악용,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_011,소셜 AI의 사용자 애착 악용,P_INT_SAFETY,,NO,,NO,,NO
Physical,41,P_Others_012,물리적 위험에 대한 적시 대응 실패,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_007,물리적 위험에 대한 적시 대응 실패,P_SYS_CONTROL,KOC-0456,YES,,NO,EOC-0288,YES
Physical,42,P_Others_013,헌법적 안전 규칙 집행 실패,P_Others,L3 인간-로봇 물리 안전 실패로 분류,FINAL_QA_REWRITE_IN_PLACE,Explicit human-review transfer to P_INT_SAFETY. | FQA-012:검수자가 지정한 P_INT_SAFETY를 유지하고 해당 L3가 명시한 안전 이격·사람 감지 시 정지·안전한 인계 규칙으로 범위를 구체화한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_012,인간-로봇 물리 안전 규칙 집행 실패,P_INT_SAFETY,KOC-0457,YES,FQA-012,YES,EOC-0272,YES
Physical,43,P_Others_014,필수 돌봄·상황 보고 미이행,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_013,필수 돌봄·상황 보고 미이행,P_INT_SAFETY,,NO,,NO,,NO
