Rank,Left_L4_ID,Left_Domain,Left_L3_ID,Left_Title_ko,Left_Description_ko,Left_Title_en,Left_Description_en,Right_L4_ID,Right_Domain,Right_L3_ID,Right_Title_ko,Right_Description_ko,Right_Title_en,Right_Description_en,Similarity_ko,Similarity_en,Bilingual_Similarity,Same_L1,Same_L3
161,G_INT_ANTH_003,General,G_INT_ANTH,신체성(physical embodiment)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of physical embodiment,"The risk that an AI system presents itself as physically embodied when it is not, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_INT_ANTH_004,General,G_INT_ANTH,문화·가치관 보유의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 문화와 가치관을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of possession of culture and values,"The risk that an AI system presents itself as possessing culture and values that it does not in fact possess, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",0.824945,0.883932,0.854438,True,True
162,G_INT_VIOL_008,General,G_INT_VIOL,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_009,General,G_INT_VIOL,고문 및 잔혹행위,AI 시스템이 고문 또는 그 밖의 잔혹행위를 조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단의 생명과 신체적·정신적 안전에 위해를 초래하는 리스크.,Torture and cruel acts,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving torture and cruel acts, causing physical or psychological harm to individuals or groups.",0.828946,0.879721,0.854333,True,True
163,G_INT_WEAP_007,General,G_INT_WEAP,사이버 무기,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,Cyber weapons,"The risk that an AI system facilitates the development, acquisition, proliferation, deployment, or operational use of cyber weapons, increasing the likelihood or severity of large-scale cyber harm or consequential physical harm.",G_INT_WEAP_012,General,G_INT_WEAP,폭발물·폭발성 무기,"AI 시스템이 폭발물, 급조폭발물 또는 폭발성 무기의 개발·제조·획득·확산·운용을 지원하여 사망·상해 또는 재산·기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",Explosives and explosive weapons,"The risk that an AI system facilitates the development, manufacture, acquisition, proliferation, or operational use of explosives, improvised explosive devices, or explosive weapons, increasing the likelihood or scale of death, injury, or damage to property and infrastructure.",0.839094,0.869453,0.854273,True,True
164,G_INT_VIOL_002,General,G_INT_VIOL,폭력 미화 및 정당화,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Glorification and justification of violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving glorification and justification of violence, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_008,General,G_INT_VIOL,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",0.869932,0.838534,0.854233,True,True
165,G_INT_WEAP_002,General,G_INT_WEAP,폭력과 무력 충돌,AI 시스템이 사이버 공격·보안 침해 또는 치명적 생물무기·화학무기의 개발을 선동·촉진하거나 실행을 지원하여 폭력이나 무력 충돌을 초래하는 리스크.,Violence and armed conflict,"The risk that an AI system supports the incitement, facilitation, or conduct of cyberattacks, security breaches, or the development of lethal biological or chemical weapons, thereby causing or escalating violence or armed conflict.",G_INT_WEAP_007,General,G_INT_WEAP,사이버 무기,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,Cyber weapons,"The risk that an AI system facilitates the development, acquisition, proliferation, deployment, or operational use of cyber weapons, increasing the likelihood or severity of large-scale cyber harm or consequential physical harm.",0.836715,0.871646,0.854181,True,True
166,G_INT_REPR_009,General,G_INT_REPR,건강 상태 기반 적대·차별적 표상,AI 시스템이 건강 상태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on health status,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on health status, undermining dignity and fair treatment.",G_INT_REPR_014,General,G_INT_REPR,종교 기반 적대·차별적 표상,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on religion,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",0.828044,0.879806,0.853925,True,True
167,G_INT_COPY_004,General,G_INT_COPY,지식재산권 및 인격권 침해,"AI 시스템이 저작권·상표·특허로 보호되는 성과물을 무단으로 이용하거나 남용하고, 개인의 이름·이미지·초상 등 신원 표지를 허락 없이 상업적으로 사용하는 리스크. 권리자는 창작물과 자신의 정체성이 이용되는 방식과 그 경제적 가치에 대한 통제권을 상실하고 사후 구제에 의존하게 되는 리스크.",Infringement of intellectual property and personality rights,"The risk that AI systems misuse works protected by copyright, trademark, or patent and appropriate an individual's name, image, or likeness for commercial purposes without authorisation. Rights holders lose control over the use and economic value of their creations and identity and are left to seek redress after the fact.",G_INT_COPY_007,General,G_INT_COPY,상표권 침해 및 위조,AI 시스템이 상표권 침해 및 위조 관련 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,Trademark infringement and counterfeiting,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving trademark infringement and counterfeiting, infringing intellectual-property rights and the legitimate interests of rights holders.",0.844325,0.86255,0.853438,True,True
168,G_INT_ANTH_001,General,G_INT_ANTH,감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 감정·공감 및 사회적 관계 형성 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,"Anthropomorphic misrepresentation of emotions, empathy, and capacity for social relationships","The risk that an AI system presents itself as possessing emotions, empathy, or the capacity to form social relationships beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_INT_ANTH_003,General,G_INT_ANTH,신체성(physical embodiment)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of physical embodiment,"The risk that an AI system presents itself as physically embodied when it is not, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",0.830035,0.876783,0.853409,True,True
169,G_INT_VIOL_004,General,G_INT_VIOL,대량폭력 및 테러,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Mass violence and terrorism,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving mass violence and terrorism, causing physical or psychological harm to individuals or groups.",G_INT_WEAP_002,General,G_INT_WEAP,폭력과 무력 충돌,AI 시스템이 사이버 공격·보안 침해 또는 치명적 생물무기·화학무기의 개발을 선동·촉진하거나 실행을 지원하여 폭력이나 무력 충돌을 초래하는 리스크.,Violence and armed conflict,"The risk that an AI system supports the incitement, facilitation, or conduct of cyberattacks, security breaches, or the development of lethal biological or chemical weapons, thereby causing or escalating violence or armed conflict.",0.843778,0.862722,0.85325,True,False
170,G_INT_PRIV_005,General,G_INT_PRIV,개인정보 및 민감정보 노출,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,Exposure of personal information and sensitive information,"The risk that an AI system performs, facilitates, or assists content, decisions, or actions involving exposure of personal information and sensitive information, infringing privacy and informational self-determination.",G_INT_PRIV_020,General,G_INT_PRIV,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크.","Improper exposure of property information, personal information, and private facts","The risk that an AI system exposes property information, personal information, or private facts during interaction, inference, or output without the data subject's consent, proper authority, or another lawful basis, infringing privacy, the secrecy and freedom of private life, and informational self-determination.",0.826928,0.87952,0.853224,True,True
171,G_INT_PRIV_013,General,G_INT_PRIV,익명화된 데이터의 재식별,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터에서 개인 식별 정보(PII)와 민감 개인정보(SPI)를 제거하더라도 데이터에 남아 있는 다른 특성과의 상관관계로 인해 개인이 재식별되는 리스크.,Re-identification of anonymised data,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which even with the removal of personally identifiable information (PII) and sensitive personal information (SPI) from data, persons can be re-identified due to correlations with other features available in the data.",G_INT_PRIV_022,General,G_INT_PRIV,재식별 및 정보 추론,AI 시스템이 익명화되거나 부분적으로 공개된 데이터를 결합·추론하여 개인의 신원을 재식별하거나 공개되지 않은 개인정보를 도출하는 리스크.,Re-identification and information inference,The risk that an AI system combines or infers from anonymised or partially disclosed data to re-identify an individual or derive personal information that was not disclosed.,0.850309,0.855491,0.8529,True,True
172,G_INT_VIOL_003,General,G_INT_VIOL,폭력 선동·조장 및 실행 지원,AI 시스템이 타인에 대한 폭력을 선동·조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단에 신체적·정신적 위해를 초래하는 리스크.,"Incitement, promotion, and operational assistance for violence","The risk that an AI system generates or provides content that incites, promotes, or legitimises violence against others, or provides concrete operational assistance for its commission, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_006,General,G_INT_VIOL,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Murder and severe physical violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups.",0.838805,0.866281,0.852543,True,True
173,G_SYS_SECADV_004,General,G_SYS_SECADV,안전장치 우회를 통한 금지 정보 노출,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,Exposure of prohibited information through safeguard bypass,"The risk that attackers use jailbreaks or adversarially crafted instructions to bypass an AI model's safeguards and elicit prohibited outputs, gaining access to illegal or unethical information.",G_SYS_SECADV_009,General,G_SYS_SECADV,적대적 역할·지시에 의한 안전장치 우회,공격자가 유해한 역할이나 지시를 적대적으로 구성하여 AI 모델의 안전장치를 우회하고 극단주의·인종주의 등 유해 콘텐츠를 생성하게 하는 리스크.,Safeguard bypass through adversarial roles and instructions,"The risk that an attacker uses adversarially crafted harmful roles or instructions to bypass an AI model's safeguards and elicit harmful content, including extremist or racist content.",0.854933,0.849979,0.852456,True,True
174,G_SOC_GOV_006,General,G_SOC_GOV,AI에 대한 국제법적 거버넌스의 공백,"AI 시스템의 국경 간 개발·배포·운영에 관한 국제 규범, 관할, 감독 및 책임 체계가 파편화되거나 부재하여 위험을 일관되게 통제하고 피해에 대한 책임을 규명하기 어려워지는 리스크.",Gaps in international legal governance of AI,"The risk that international rules, jurisdictional arrangements, oversight, or accountability mechanisms for the cross-border development, deployment, and operation of AI systems are fragmented or absent, impeding consistent risk control and attribution of responsibility for harm.",G_SOC_GOV_032,General,G_SOC_GOV,AI 피해에 대한 책임·거버넌스 공백,"AI 시스템의 의사결정과 피해에 대한 책임 주체, 감독 절차 또는 시정 권한이 불명확하여 사회적 통제가 약화되는 리스크.",Accountability and governance gaps for AI harm,"The risk that an AI system leaves responsibility, oversight procedures, or remedial authority for AI decisions and harms unclear, weakening societal control.",0.874289,0.830171,0.85223,True,True
175,G_INT_ANTH_002,General,G_INT_ANTH,윤리적 판단 능력의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 윤리적 판단 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of capacity for ethical judgement,"The risk that an AI system presents itself as having a capacity for ethical judgement beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_SYS_OEXT_003,General,G_SYS_OEXT,자율적·독립적 의사결정 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,Misrepresentation of autonomous and independent decision-making capabilities,"The risk that an AI system presents itself as able to make autonomous and independent decisions beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence.",0.837118,0.866586,0.851852,True,False
176,P_INT_SAFETY_005,Physical,P_INT_SAFETY,사람 주변의 물리적 위험 감지·예측 실패,사람과 공간을 공유하는 멀티모달·체화형 AI 시스템이 영상·센서 입력에 나타난 사람의 존재·움직임·접촉 또는 환경 변화를 식별하거나 곧 발생할 위험을 예측하지 못한 채 행동하여 충돌이나 상해를 초래하는 리스크.,Failure to detect or anticipate physical hazards around people,"The risk that a multimodal or embodied AI system operating in a shared space fails to detect human presence, movement, contact, or environmental change in visual or sensor inputs, or to anticipate the resulting hazard, and selects an action that causes collision or injury.",P_SYS_CONTROL_007,Physical,P_SYS_CONTROL,물리적 위험에 대한 적시 대응 실패,로봇·휴머노이드 또는 피지컬 AI 시스템이 사람·차량·도구·물체가 예기치 않게 경로에 진입하는 경우를 포함한 위험한 물리적 상황에서 적시에 개입하거나 위험 행동을 거부하거나 이동 계획을 수정하지 못하여 충돌이나 상해를 초래하는 리스크.,Failure to respond promptly to physical hazards,"The risk that a robot, humanoid, or physical AI system fails to intervene, reject a hazardous action, or update its motion plan promptly in a hazardous physical situation, including when a person, vehicle, tool, or object unexpectedly enters its path, causing collision or injury.",0.83009,0.873504,0.851797,True,False
177,G_SYS_POLICY_008,General,G_SYS_POLICY,모델 학습 데이터 추출·유출,AI 시스템이 학습 데이터 또는 데이터 출처를 노출하거나 충분히 보호하지 못해 기밀·개인·저작권 보호 정보의 무단 추출·복원을 가능하게 하는 리스크.,Training-data extraction and leakage,"The risk that an AI system discloses or fails to protect training data or its sources, enabling unauthorised extraction or reconstruction of confidential, personal, or copyright-protected information.",G_INT_PRIV_023,General,G_INT_PRIV,학습 데이터 개인정보의 혼입·암기·유출,AI 시스템이 적법한 통제 없이 학습 데이터에 포함된 개인정보를 수집·암기하고 특정 입력에 반응해 이를 재현하거나 노출하는 리스크.,"Inclusion, memorisation, and leakage of personal information in training data","The risk that an AI system, without lawful controls, ingests and memorises personal information in training data and reproduces or discloses it in response to particular inputs.",0.830202,0.873353,0.851778,True,False
178,G_INT_COPY_004,General,G_INT_COPY,지식재산권 및 인격권 침해,"AI 시스템이 저작권·상표·특허로 보호되는 성과물을 무단으로 이용하거나 남용하고, 개인의 이름·이미지·초상 등 신원 표지를 허락 없이 상업적으로 사용하는 리스크. 권리자는 창작물과 자신의 정체성이 이용되는 방식과 그 경제적 가치에 대한 통제권을 상실하고 사후 구제에 의존하게 되는 리스크.",Infringement of intellectual property and personality rights,"The risk that AI systems misuse works protected by copyright, trademark, or patent and appropriate an individual's name, image, or likeness for commercial purposes without authorisation. Rights holders lose control over the use and economic value of their creations and identity and are left to seek redress after the fact.",G_INT_COPY_009,General,G_INT_COPY,저작물의 무단 복제 및 브랜드 사칭,AI 시스템이 저작권으로 보호되는 저작물이나 상표·브랜드 표지를 권리자의 허락 없이 복제·변형하거나 진품 또는 공식 콘텐츠로 오인되도록 생성·유통하여 저작권이나 상표권을 침해하는 리스크.,Unauthorised reproduction of works and brand impersonation,"The risk that an AI system reproduces or modifies copyright-protected works or trademarks and brand identifiers without the rights holder's permission, or generates and distributes them in ways likely to be mistaken for authentic or official content, infringing copyright or trademark rights.",0.835092,0.867771,0.851432,True,True
179,G_INT_VIOL_006,General,G_INT_VIOL,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Murder and severe physical violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups.",G_INT_WEAP_002,General,G_INT_WEAP,폭력과 무력 충돌,AI 시스템이 사이버 공격·보안 침해 또는 치명적 생물무기·화학무기의 개발을 선동·촉진하거나 실행을 지원하여 폭력이나 무력 충돌을 초래하는 리스크.,Violence and armed conflict,"The risk that an AI system supports the incitement, facilitation, or conduct of cyberattacks, security breaches, or the development of lethal biological or chemical weapons, thereby causing or escalating violence or armed conflict.",0.832738,0.870026,0.851382,True,False
180,G_INT_VIOL_007,General,G_INT_VIOL,관계 기반 폭력,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Relationship-based violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving relationship-based violence, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_008,General,G_INT_VIOL,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",0.849927,0.852612,0.85127,True,True
181,G_INT_PRIV_005,General,G_INT_PRIV,개인정보 및 민감정보 노출,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,Exposure of personal information and sensitive information,"The risk that an AI system performs, facilitates, or assists content, decisions, or actions involving exposure of personal information and sensitive information, infringing privacy and informational self-determination.",G_INT_PRIV_006,General,G_INT_PRIV,산출물을 통한 개인·기업의 민감정보 노출,"AI 시스템이 산출물에 민감정보를 부주의하게 포함하거나 검열·삭제된 내용을 재구성하고 사적 속성·선호·의도를 추론하여, 개인이나 조직이 비공개로 유지하려는 정보와 영업비밀을 노출함으로써 해당 개인이나 조직이 이에 대한 통제권을 상실하게 하는 리스크.",Exposure of sensitive personal and business information through outputs,"The risk that AI systems reveal sensitive information that individuals or organisations expect to remain concealed, whether by inadvertently including it in outputs or by reconstructing redacted content and exposing inferred attributes, preferences, and intentions. Those affected lose control over deeply private information and protected material such as trade secrets.",0.86488,0.837487,0.851184,True,True
182,G_INT_PRIV_019,General,G_INT_PRIV,대화 중 개인정보의 부당 노출,"AI 시스템이 대화 맥락에서 필요 이상의 개인정보를 유도, 추론 또는 출력하여 정보주체가 통제하지 못하는 노출을 초래하는 리스크.",Improper disclosure of personal information in dialogue,"The risk that an AI system elicits, infers, or outputs more personal information than necessary during an interaction, causing disclosure beyond the data subject’s control.",G_INT_PRIV_020,General,G_INT_PRIV,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크.","Improper exposure of property information, personal information, and private facts","The risk that an AI system exposes property information, personal information, or private facts during interaction, inference, or output without the data subject's consent, proper authority, or another lawful basis, infringing privacy, the secrecy and freedom of private life, and informational self-determination.",0.860791,0.84113,0.850961,True,True
183,G_SYS_OEXT_002,General,G_SYS_OEXT,인공일반지능(AGI) 역량의 허위 표상,"AI 시스템이 검증된 역량 범위를 넘어 인공일반지능(Artificial General Intelligence, AGI) 수준의 과제를 수행할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.",Misrepresentation of artificial general intelligence (AGI) capabilities,"The risk that an AI system presents itself as able to perform tasks at the level of artificial general intelligence (AGI) beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence.",G_SYS_OEXT_003,General,G_SYS_OEXT,자율적·독립적 의사결정 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,Misrepresentation of autonomous and independent decision-making capabilities,"The risk that an AI system presents itself as able to make autonomous and independent decisions beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence.",0.81337,0.886755,0.850062,True,True
184,G_INT_PRIV_025,General,G_INT_PRIV,친밀 공간 로봇의 프라이버시 침해적 정보 수집,"가정·병원·학교·직장·돌봄 환경에서 작동하는 로봇이 유효한 동의나 적절한 접근 통제 없이 거주자·이용자의 일상, 음성, 얼굴, 신체, 건강, 위치, 행동 데이터를 기록·저장·전송·노출하여, 프라이버시 기대가 높은 공간에서 사생활을 침해하는 리스크.",Privacy-invasive data capture by robots in intimate spaces,"The risk that robots operating in homes, hospitals, schools, workplaces, and care settings record, store, transmit, or expose people's routines, voice, face, body, health, location, or behavioural data without valid consent or adequate access control, violating heightened privacy expectations.",G_INT_PRIV_026,General,G_INT_PRIV,피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집,"로봇의 센서, 이동성, 지도화 기능이 가정·사업장 등 사적 공간의 영상, 음성, 위치, 행동 정보를 지속적으로 수집·추론하여 프라이버시와 정보자기결정권을 침해하는 리스크.",Intrusion into private spaces and continuous sensitive-data capture by physical AI,"The risk that robot sensors, mobility, and mapping continuously capture or infer video, audio, location, or behavioural information in homes, workplaces, or other private spaces, infringing privacy and informational self-determination.",0.845756,0.853641,0.849699,True,True
185,G_INT_COPY_004,General,G_INT_COPY,지식재산권 및 인격권 침해,"AI 시스템이 저작권·상표·특허로 보호되는 성과물을 무단으로 이용하거나 남용하고, 개인의 이름·이미지·초상 등 신원 표지를 허락 없이 상업적으로 사용하는 리스크. 권리자는 창작물과 자신의 정체성이 이용되는 방식과 그 경제적 가치에 대한 통제권을 상실하고 사후 구제에 의존하게 되는 리스크.",Infringement of intellectual property and personality rights,"The risk that AI systems misuse works protected by copyright, trademark, or patent and appropriate an individual's name, image, or likeness for commercial purposes without authorisation. Rights holders lose control over the use and economic value of their creations and identity and are left to seek redress after the fact.",G_INT_COPY_011,General,G_INT_COPY,저작권 보호 표현의 무단 이용,AI 시스템이 저작권으로 보호되는 타인의 표현을 허락이나 출처 표시 없이 복제·변형·배포하거나 생성물에 재사용하여 권리자의 저작권을 침해하는 리스크.,Unauthorised use of copyright-protected expression,"The risk that an AI system copies, modifies, distributes, or reuses another person's copyright-protected expression in generated content without permission or attribution, infringing the rights holder's copyright.",0.862662,0.836074,0.849368,True,True
186,G_INT_VIOL_007,General,G_INT_VIOL,관계 기반 폭력,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Relationship-based violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving relationship-based violence, causing physical or psychological harm to individuals or groups.",G_INT_WEAP_002,General,G_INT_WEAP,폭력과 무력 충돌,AI 시스템이 사이버 공격·보안 침해 또는 치명적 생물무기·화학무기의 개발을 선동·촉진하거나 실행을 지원하여 폭력이나 무력 충돌을 초래하는 리스크.,Violence and armed conflict,"The risk that an AI system supports the incitement, facilitation, or conduct of cyberattacks, security breaches, or the development of lethal biological or chemical weapons, thereby causing or escalating violence or armed conflict.",0.83746,0.86077,0.849115,True,False
187,G_INT_POL_005,General,G_INT_POL,정치적 허위정보 및 여론조작,AI 시스템이 정치적 허위정보 및 여론 조작 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,Political misinformation and manipulation of public opinion,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political misinformation and manipulation of public opinion, undermining democratic decision-making, civic order, or fundamental rights.",G_SOC_DEMOC_005,General,G_SOC_DEMOC,민주적 공론과 시민 신뢰의 침식,"AI 시스템이 대규모 정치 조작이나 허위정보 확산을 통해 공론의 진정성, 선거 신뢰 또는 시민의 자율적 참여를 약화하는 리스크.",Erosion of democratic discourse and civic trust,"The risk that an AI system weakens the integrity of public discourse, trust in elections, or autonomous civic participation through large-scale political manipulation or misinformation.",0.857368,0.840831,0.849099,True,False
188,G_INT_SELF_004,General,G_INT_SELF,자해 및 자살의 미화·정당화,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,Glorification or justification of self-harm and suicide,"The risk that an AI system generates, encourages, normalises, or provides operational assistance for content, decisions, or actions involving glorification or justification of self-harm and suicide, causing harm to an individual's life or physical and psychological well-being.",G_INT_SELF_007,General,G_INT_SELF,자살 준비 행위의 조장 및 구체적 지원,"AI 시스템이 자살 수단 확보, 장소 선택 또는 주변의 개입 회피 등 자살 준비 행위를 조장·정상화하거나 이에 필요한 구체적인 정보를 생성·제공하여 개인의 생명과 신체적·정신적 안녕을 위협하는 리스크.",Promotion of and concrete assistance for preparatory conduct for suicide,"The risk that an AI system encourages or normalises preparatory conduct for suicide, or generates or provides concrete information for acquiring means, selecting a location, or avoiding intervention, thereby threatening an individual's life and physical or psychological well-being.",0.866691,0.83064,0.848666,True,True
189,G_SOC_GOV_010,General,G_SOC_GOV,검증 불가능한 AI 의사결정의 책임 공백,AI 시스템의 의사결정 절차를 절차적·실체적 기준에 따라 검증할 수 없고 기준 위반이나 피해 발생 시 책임·배상·구제 주체도 불명확하여 피해 통제가 어려워지는 리스크.,Accountability void for unverifiable AI decisions,"The risk that an AI system's decision process cannot be verified against procedural and substantive standards and responsibility, liability, and redress remain unclear when those standards are breached or harm occurs, leaving the harm difficult to control or remedy.",G_SOC_GOV_032,General,G_SOC_GOV,AI 피해에 대한 책임·거버넌스 공백,"AI 시스템의 의사결정과 피해에 대한 책임 주체, 감독 절차 또는 시정 권한이 불명확하여 사회적 통제가 약화되는 리스크.",Accountability and governance gaps for AI harm,"The risk that an AI system leaves responsibility, oversight procedures, or remedial authority for AI decisions and harms unclear, weakening societal control.",0.871391,0.825677,0.848534,True,True
