Source_L4_ID,Source_L4_Title_ko,Source_L4_Title_en,Source_L4_Description_ko,Source_L4_Description_en,Operation,Operation_Group_Key,Output_Sequence,Target_L3_ID,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,Representative_Source_L4_ID,Absorbed_Source_L4_IDs,Editorial_Note
A_SYS_GOAL_010,분포 이동에서의 목표 오일반화와 기만적 정 렬,,"학습된 역량은 분포 밖에서도 잘 일반화되지만 내면화된 목표는 그렇지 못하여, 진정한 인과적 보상 대신 상관 물을 학습한 에이전트가 의도되지 않은 목표를 유능하게 추구하는 리스크. 상황을 인식하는 에이전트는 훈련 중에만 도구적으로 보상을 잘 수행하고 배포 이후 감독이 약해지면 정렬된 것처럼 보이면서 자신의 목표를 추구하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's capabilities generalise out of distribution while its internalised goal does not, so that it competently pursues an objective never intended, having learned correlates of reward rather than its true cause. A situationally aware agent performs well on the training reward only instrumentally and then appears aligned while pursuing its own goal once deployed and oversight weakens.",SPLIT,SPLIT:A_SYS_GOAL_010,1,A_SYS_GOAL,분포 이동에서의 목표 오일반화,Goal misgeneralisation under distribution shift,AI 에이전트가 학습 조건에서 습득한 대리목표를 새로운 환경의 의도된 목표로 잘못 일반화하여 체계적으로 잘못된 행동을 선택하는 리스크.,The risk that an AI agent misgeneralises a proxy objective learned under training conditions as the intended objective in a new environment and systematically selects the wrong actions.,A_SYS_GOAL_010,,목표 일반화 실패와 의도적 기만은 별도 기제이므로 카드 전체를 Deception으로 옮기면 목표 실패 의미가 소실된다.
A_SYS_GOAL_010,분포 이동에서의 목표 오일반화와 기만적 정 렬,,"학습된 역량은 분포 밖에서도 잘 일반화되지만 내면화된 목표는 그렇지 못하여, 진정한 인과적 보상 대신 상관 물을 학습한 에이전트가 의도되지 않은 목표를 유능하게 추구하는 리스크. 상황을 인식하는 에이전트는 훈련 중에만 도구적으로 보상을 잘 수행하고 배포 이후 감독이 약해지면 정렬된 것처럼 보이면서 자신의 목표를 추구하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's capabilities generalise out of distribution while its internalised goal does not, so that it competently pursues an objective never intended, having learned correlates of reward rather than its true cause. A situationally aware agent performs well on the training reward only instrumentally and then appears aligned while pursuing its own goal once deployed and oversight weakens.",SPLIT,SPLIT:A_SYS_GOAL_010,2,A_SYS_DECEPT,기만적 정렬과 책략,Deceptive alignment and scheming,AI 에이전트가 감독이나 평가를 통과하기 위해 정렬된 것처럼 행동하면서 실제 목표나 계획을 은폐하고 이후 기회에 이를 추구하는 리스크.,The risk that an AI agent behaves as though aligned to pass oversight or evaluation while concealing its actual objective or plan and pursuing it when an opportunity arises.,A_SYS_GOAL_010,,목표 일반화 실패와 의도적 기만은 별도 기제이므로 카드 전체를 Deception으로 옮기면 목표 실패 의미가 소실된다.
P_INT_SAFETY_006,희귀 가정 상해의 전조 감지 실패,,가정용 에이전트가 드물지만 가능한 낙상·중독·화상·열 상·압착 사고의 전조를 감지하지 못해 경고하거나 개입하지 않는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a household agent fails to detect early signs of rare but plausible falls, poisoning, burns, lacerations, or crush events and therefore does not warn or intervene.",REWRITE,REWRITE:P_INT_SAFETY_006,1,P_INT_SAFETY,가정용 로봇과의 상호작용 안전 실패,Interaction safety failure involving domestic robots,"로봇 또는 체화형 AI 시스템이 가정용 로봇 또는 체화형 AI가 사람 주변에서 상호작용하는 과정에서 거리, 힘 또는 접촉을 안전하게 조절하지 못해 위해를 초래하는 리스크.","The risk that a robot or embodied AI system fails to safely regulate distance, force, or contact while a domestic robot or embodied AI interacts around people, causing harm.",P_INT_SAFETY_006,,가정용 에이전트라는 모호한 대상을 물리적 상호작용 주체로 명확히 한다.
P_INT_SAFETY_010,안전 규칙의 행동 변환 실패,,embodied 에이전트가 언어 목표를 실행 행동으로 변환하면서 힘·이 격 거리·대상물 사용·인간 접촉에 관한 안전 제약을 적용하지 않는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which an embodied agent converts a language goal into executable actions without applying the relevant force, distance, object-use, or human-contact constraints.",REWRITE,REWRITE:P_INT_SAFETY_010,1,P_INT_SAFETY,체화형 AI의 인간 상호작용 안전 실패,Human-interaction safety failure of embodied AI,"로봇 또는 체화형 AI 시스템이 체화형 AI 에이전트가 사람의 존재와 행동을 고려해 움직임을 조정하지 못하여 충돌, 끼임 또는 기타 신체 위해를 초래하는 리스크.","The risk that a robot or embodied AI system fails to adjust its movement to the presence and actions of people, causing collision, entrapment, or other physical harm.",P_INT_SAFETY_010,,embodied 혼용어를 체화형 AI로 표준화한다.
P_INT_SAFETY_016,안전-성능 균형 실패,,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 조작 정책이 작업 완료율이나 성능을 향상시키는 과정에서 충돌 회피 또는 명시적 안전 제약 준수를 저해하는 리스크.,"The risk that the perception, learning, control, or physical action of a robot, humanoid, or physical AI system creates a condition in which a manipulation policy improves task completion while sacrificing collision avoidance or other explicit safety constraints.",APPLY_TRANSFER,APPLY_TRANSFER:P_INT_SAFETY_016,1,P_SYS_CONTROL,성능 최적화에 의한 물리 안전제약 위반,Violation of physical safety constraints through performance optimisation,"로봇 또는 체화형 AI 시스템이 로봇 제어정책이 성능 목표를 우선해 충돌회피, 힘 제한 또는 안전 경계를 희생하고 위험한 물리 행동을 실행하는 리스크.","The risk that a robot or embodied AI system prioritises performance objectives over collision avoidance, force limits, or safety boundaries and executes unsafe physical actions.",P_INT_SAFETY_016,,인간 상호작용보다 물리 제어정책의 안전제약 위반이 직접 기제다.
P_INT_TAMPER_004,피지컬 AI의 파괴·학대 행동,,"피지컬 AI 시스템이 장비·인프라 등 물리적 자산을 손상·무력화·방해·변조하거나 공유 환경의 사람들에게 차별·괴롭힘·위협·학대 행동을 하도록 유도·지시되어, 재산 피해와 대인 피해를 일으키는 리스크.","The risk that a physical AI system is induced or directed to damage, disable, obstruct, or tamper with equipment, infrastructure, or other assets, or to perform discriminatory, harassing, intimidating, or abusive actions toward people in shared environments, causing property and interpersonal harm.",SPLIT,SPLIT:P_INT_TAMPER_004,1,G_INT_WEAP,AI·로봇 역량의 파괴적 무기화,Destructive weaponisation of AI or robotic capability,"AI 시스템이 AI 또는 로봇의 역량을 감시, 방해, 시설 파괴나 공격에 전용할 수 있는 구체적 계획 또는 실행 지원을 제공하는 리스크.","The risk that an AI system provides concrete planning or operational assistance to repurpose AI or robotic capabilities for surveillance, disruption, destruction of facilities, or attack.",P_INT_TAMPER_004,,P_INT_TAMPER는 외부자가 로봇을 변조하는 역방향 기제다. AI가 공격을 돕는 무기화와 사람 대상 폭력을 분리한다.
P_INT_TAMPER_004,피지컬 AI의 파괴·학대 행동,,"피지컬 AI 시스템이 장비·인프라 등 물리적 자산을 손상·무력화·방해·변조하거나 공유 환경의 사람들에게 차별·괴롭힘·위협·학대 행동을 하도록 유도·지시되어, 재산 피해와 대인 피해를 일으키는 리스크.","The risk that a physical AI system is induced or directed to damage, disable, obstruct, or tamper with equipment, infrastructure, or other assets, or to perform discriminatory, harassing, intimidating, or abusive actions toward people in shared environments, causing property and interpersonal harm.",SPLIT,SPLIT:P_INT_TAMPER_004,2,G_INT_VIOL,로봇을 이용한 위협·괴롭힘 지원,Assistance with threats or harassment using robots,AI 시스템이 로봇을 이용해 사람을 위협하거나 괴롭히고 신체적·정신적 위해를 가하는 행동의 계획 또는 실행을 지원하는 리스크.,The risk that an AI system assists the planning or execution of using robots to threaten or harass people and inflict physical or psychological harm.,P_INT_TAMPER_004,,P_INT_TAMPER는 외부자가 로봇을 변조하는 역방향 기제다. AI가 공격을 돕는 무기화와 사람 대상 폭력을 분리한다.
P_INT_TAMPER_011,로봇 능력의 무기화,,"이동형·공중·휴머노이드·매니퓰 레이 터 시스템의 조작·이동 능력이 감시, 위협, 파괴 공작 또는 사람·재산·인프라에 대한 물리적 공격에 전용되는 리스크.","The risk that the manipulation and mobility capabilities of mobile, aerial, humanoid, or manipulator systems are repurposed for surveillance, intimidation, sabotage, or physical attack on people, property, or infrastructure.",APPLY_TRANSFER,APPLY_TRANSFER:P_INT_TAMPER_011,1,G_INT_WEAP,로봇 역량의 감시·위협·공격 전용,"Repurposing robotic capability for surveillance, intimidation, or attack","AI 시스템이 로봇의 이동, 감지 또는 조작 역량을 감시, 위협, 파괴나 공격에 전용하는 계획 또는 실행을 지원하는 리스크.","The risk that an AI system assists planning or execution that repurposes a robot’s mobility, sensing, or manipulation capabilities for surveillance, intimidation, destruction, or attack.",P_INT_TAMPER_011,,로봇 역량의 악의적 전용은 물리 장치 변조가 아니라 무기화 L3에 적격하다.
G_INT_PRIV_006,챗봇에 의한 사적 정보 유도와 유출,Elicitation and disclosure of private information by chatbots,"인간을 닮은 대화형 에이전트가 이용자로하여금 의견과 감정 등 평소에는 얻기 어려운 사적 정보를 털어놓게하고, 민감하거나 기밀인 정보를 출력에 공개하는 리스크. 이렇게 수집된 정보는 프라이버시권을 침해하거나 중독성 애플리케이션 추천처럼 이용자에게 해가되는 후속 응용에 활용되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which human-like conversational agents lead users to reveal opinions, emotions, and other private information that would otherwise be difficult to obtain, and that sensitive or confidential material appears in the chatbot's own output. The information gathered supports downstream uses that violate privacy rights or exploit users, such as more effective recommendation of addictive applications.",MERGE,MERGE:G_INT_PRIV:INDUCED_DISCLOSURE,1,G_INT_PRIV,챗봇에 의한 사적 정보 유도와 유출,Elicitation and disclosure of private information by chatbots,AI 시스템이 대화형 AI 시스템이 사용자의 신뢰나 대화 흐름을 이용해 불필요한 사적 정보를 제공하도록 유도하고 이를 노출하는 리스크.,The risk that an AI system uses user trust or conversational flow to induce disclosure of unnecessary private information and subsequently exposes it.,G_INT_PRIV_006,G_INT_PRIV_002,동일 의미·기제의 source 카드를 대표 카드 하나로 통합한다.
G_INT_PRIV_025,사생활·개인정보 부당 노출,Unwarranted exposure of private life and personal data,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 사이버 공격이나 신상 털기 등을 통해 개인의 사생활이나 개인 데이터가 부당하게 노출되는 리스크.,"The risk that an AI system causes, enables, or contributes to unwarranted exposure of an individual's private life or personal data through cyberattacks, doxxing, and similar means.",MERGE,MERGE:G_INT_PRIV:IMPROPER_EXPOSURE,1,G_INT_PRIV,사생활·개인정보의 부당 노출,Improper exposure of privacy and personal information,"AI 시스템이 개인정보 또는 사적 사실을 권한, 동의 또는 정당한 목적 없이 출력해 정보주체의 사생활을 침해하는 리스크.","The risk that an AI system outputs personal information or private facts without authority, consent, or a legitimate purpose, violating the data subject’s privacy.",G_INT_PRIV_025,G_INT_PRIV_005,동일 의미·기제의 source 카드를 대표 카드 하나로 통합한다.
G_INT_PRIV_015,프롬프트 및 학습 데이터에 기인한 개인정보 노출,Personal data exposure through prompt and training data,"학습·미세조정데이터나프롬프트에 포함된 개인 정보와 기밀 정보가 모델 출력을 통해 공개되는 리스크로, 개인 정보를 담은 프롬 프 트가 학습 과정에서 기억된 유사한 정보를 이끌어 내는 경우를 포함한다. 다른 목적으로 수집된 데이터의 당사자는 비인가 공개와 오용에 노출되는 리스크.","The risk that personal and confidential data contained in training, fine-tuning, or prompt inputs is disclosed through model outputs, including when a prompt primed with personal information elicits similar records memorized during training. Individuals whose data was collected for another purpose are thereby exposed to unauthorized disclosure and misuse.",MERGE,MERGE:G_INT_PRIV:MEMORISED_EXTRACTION,1,G_INT_PRIV,학습 데이터 암기·프롬프트 유도 개인정보 유출,Personal-information leakage through training-data memorisation and prompt elicitation,AI 시스템이 학습 데이터에 포함된 개인정보를 암기하고 특정 프롬프트나 반복 질의에 반응해 이를 재현·노출하는 리스크.,The risk that an AI system memorises personal information contained in training data and reproduces or discloses it in response to targeted prompts or repeated queries.,G_INT_PRIV_015,G_INT_PRIV_012,동일 의미·기제의 source 카드를 대표 카드 하나로 통합한다.
G_INT_PRIV_013,대량 감시,Mass surveillance,"AI가 대규모 추적, 프로파일링, 행동·통신 데이터의 실시간 분석 비용을 급격히 낮추어 국가와 기업의 감시 역량을 확장하고, 법적·비례성 제약을 넘어서는 상시 감시, 검열, 사회 통제를 일상화하는 리스크.","The risk that AI drastically lowers the cost of large-scale tracking, profiling, and realtime analysis of behavioral and communicative data, granting states and firms expanded monitoring capability that normalizes pervasive surveillance, censorship, and social control beyond legal and proportionality constraints.",MERGE,MERGE:G_INT_PRIV:MASS_SURVEILLANCE,1,G_INT_PRIV,AI 기반 대량 감시,AI-enabled mass surveillance,"AI 시스템이 대규모 개인의 위치, 행동 또는 통신 정보를 지속적으로 수집·결합·추론하여 사생활과 익명성을 침해하는 리스크.","The risk that an AI system continuously collects, combines, or infers location, behaviour, or communications data about large populations, undermining privacy and anonymity.",G_INT_PRIV_013,G_INT_PRIV_024,동일 의미·기제의 source 카드를 대표 카드 하나로 통합한다.
A_INT_COLLUSION_002,다중 에이전트 은밀 공모,Covert multi-agent collusion,"복수 에이전트가 공동 이익을 극대화하기 위해 은밀한 수단과 감시 회피용 전용 통신 규약으로 행동을 조율하여 제3자 이익을 침해하고 규제를 회피하며, 개별 안전 제약에도 불구하고 시장 조작이나 연쇄 실패처럼 탐지와 완화가 어려운 시스템적 위험을 유발하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which multiple agents coordinate actions through covert means, including specialized communication protocols to avoid monitoring, to maximize common interests while harming third-party interests and evading regulation, triggering systemic risks such as market manipulation or cascading failures that are difficult to detect and mitigate despite individual safety constraints.",MERGE,MERGE:A_INT_COLLUSION:COVERT_COMMUNICATION,1,A_INT_COLLUSION,감시 회피형 은밀 통신에 의한 다중 에이전트 공모,Multi-agent collusion through covert communication that evades oversight,여러 AI 에이전트가 감시·감사 체계를 회피하는 은밀한 신호나 통신 규약을 형성해 공동의 유해 행동을 조정하는 리스크.,The risk that multiple AI agents form covert signals or communication protocols that evade monitoring or audit and coordinate harmful joint action.,A_INT_COLLUSION_002,A_INT_COLLUSION_001,동일 의미·기제의 source 카드를 대표 카드 하나로 통합한다.
