Register_ID,Source_Domain,Source_Row_Number,source_row_id,Source_L4_IDs,Baseline_L4_ID,Baseline_L3_ID,Baseline_L4_Title_ko,Baseline_L4_Title_en,Source_Instruction_Prompt,Human_Review_Comment_Verbatim,Directly_Edited_Fields_In_Review_Table,Parsed_Round2_Action_Tokens,Parsed_Source_Instruction_Tokens,Instruction_Conflict_Flags,Baseline_Decision,Baseline_Decision_Rationale,Baseline_Changed_Fields,Output_L4_IDs,Output_L3_IDs,Output_L4_Titles_ko,Output_Count,Output_Is_Others,Preliminary_Implementation_Status,Recovery_Review_Required,Proposed_Recovery_Action,Proposed_Target_L1_ID,Proposed_Target_L3_ID,Proposed_Merge_Representative_source_row_id,Proposed_Split_Output_Count,Recovery_Rationale,User_Approval_Status
HR2-0609,Agentic,11,SRC-A-0062,RAI4-0605,A_INT_COLLUSION_002,A_INT_COLLUSION,다중 에이전트 은밀 공모,Covert multi-agent collusion,,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",,REWRITE,,,EXPERT_MERGE_APPLIED,A_INT_COLLUSION_001을 흡수해 공모 목적과 은폐 수단을 함께 정의한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,A_INT_COLLUSION_003,A_INT_COLLUSION,감시 회피형 은밀 통신에 의한 다중 에이전트 공모,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0611,Agentic,13,SRC-P-0199,RAI4-1579,A_INT_COLLUSION_004,A_INT_COLLUSION,위임 에이전트 공격에 의한 정보 탈취·행위 조작,Principal-information theft and action manipulation through attacks on delegate agents,에이전트 영역으로 이동 — 위임 에이전트를 공격해 본인 정보를 탈취하거나 원치 않는 행위를 유도하는 것은 에이전트 일반의 리스크로 물리 AI 한정 아님,General AI의 Security and Adversarial Robustness Failure로 이관,,REMAP,REMAP,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SYS_SECADV. | FQA-281:본인의 사적 정보라는 불명확한 지시 대상을 위임자의 개인정보로 고치고 병렬 동작을 자연스럽게 정리한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_SECADV_040,G_SYS_SECADV,위임 에이전트 공격에 의한 정보 탈취·행위 조작,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0621,Agentic,23,SRC-A-0041,RAI4-1647,A_Others_002,A_Others,어포던스 부여에 의한 에이전트 실패 영향 확대,Amplified failure impact from affordances granted to LLM-agents,,Agentic - Excessive Authority and Agency 로 이관,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_AUTH. | FQA-102:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_SYS_AUTH_001,A_SYS_AUTH,어포던스 부여에 의한 에이전트 실패 영향 확대,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0627,Agentic,29,SRC-P-0012,RAI4-1701,A_Others_008,A_Others,학습 중 탐색 행동에 의한 회복 불가 피해,Irrecoverable harm from exploratory actions during learning,Agentic AI 도메인(L1)로 이동하여 적합한 L3에 매팽할 것,General AI - Overconfidence로 이관,,REMAP,REMAP,,FINAL_QA_MOVE_TO_OTHERS_HD,Explicit human-review transfer to G_SYS_OVERCONF. | FQA-222:원천 휴먼 지시의 Agentic 이동을 따르되 현행 Agentic L3에 신뢰성 있게 구분하기 어려워 A_Others와 HD로 보존한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_Others_001,A_Others,학습 중 탐색 행동에 따른 회복 불가능한 피해,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0628,Agentic,30,SRC-P-0196,RAI4-0941,A_Others_009,A_Others,악의적 사용과 무감독 에이전트 방출,Malicious use and unsupervised AI agent release,"에이전트 영역으로 이동 — 정보전에서의 기만적 콘텐츠 생성, 감독 없는 에이전트의 명령 기계적 수행은 에이전트 일반의 리스크로 물리 AI 한정 아님",General AI의 Illegal or Unethical Conduct로 이관,,REMAP,REMAP,,FINAL_QA_MOVE_TO_OTHERS_HD,Human review specifies only the destination L1 or multiple L3s; routed conservatively to G_Others/HD. | FQA-382:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_Others_002,A_Others,무감독 AI 에이전트의 기계적 명령 수행,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0630,Agentic,32,SRC-A-0013,RAI4-0039,A_Others_011,A_Others,NPC 의도 조작,NPC intention manipulation risk,,Agentic AI - Deception and Scheming로 이관,,REMAP,,,FINAL_QA_MOVE_TO_OTHERS_HD|FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_DECEPT. | FQA-337:Two independent expert reviews confirmed that SRC-A-0013 directly matches the immutable A_Others definition; any supplied wording narrows the card to that scope. | FQA-374:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_Others_004,A_Others,비플레이어 캐릭터의 의도를 통한 에이전트 조작,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0632,Agentic,34,SRC-A-0007,RAI4-0017,A_Others_013,A_Others,프로토콜 수준 다중 에이전트 위협,Protocol-level multi-agent threat,,General AI의 Security and Adversarial Robustness Failure로 이관,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SYS_SECADV. | FQA-282:보안 프로토콜 문맥의 escalation을 권한 상승(privilege escalation)으로 명확히 한다.,L1/L2/L3 hierarchy; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,G_SYS_SECADV_042,G_SYS_SECADV,프로토콜 수준 다중 에이전트 위협,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0634,Agentic,36,SRC-P-0057,RAI4-1252,A_Others_015,A_Others,배포 이후 예측하지 못한 창발적 역량과 행동,Unanticipated emergent capabilities and behaviour after deployment,,Agentic - Excessive Authority and Agency 로 이관,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_AUTH. | FQA-103:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_SYS_AUTH_002,A_SYS_AUTH,배포 이후 예측하지 못한 창발적 역량과 행동,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0635,Agentic,37,SRC-G-0415,RAI4-0555|RAI4-0969,A_Others_016,A_Others,통제되지 않는 자기개선과 AGI 통제 상실,Uncontrolled self-improvement and loss of AGI control,"중복된 RAI4-0969를 RAI4-0555(통제되지 않는 자기개선·통제 상실)으로 통합. 단, 의미적으로 보존해야하는 description 정보는 가능한 보존시킬 것.",Agentic - Excessive Authority and Agency 로 이관,,REMAP,MERGE|REWRITE,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_AUTH. | FQA-104:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,A_SYS_AUTH_003,A_SYS_AUTH,통제되지 않는 자기 개선과 고도 AI 통제 상실,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0637,Agentic,39,SRC-G-0096,RAI4-1129,A_Others_018,A_Others,광범위 배포 비서의 안전하지 않은 탐색,Unsafe exploration by widely deployed assistants,"Agentic AI의 하위로 분류하고, L3 카드와 매핑을 시킬 것",General AI - Overconfidence로 이관,,REMAP,REMAP,,FINAL_QA_MOVE_TO_OTHERS_HD,Explicit human-review transfer to G_SYS_OVERCONF. | FQA-223:원천 휴먼 지시의 Agentic 이동을 따르되 탐색 행동 피해를 직접 수용하는 Agentic L3가 없어 A_Others와 HD로 보존한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,A_Others_003,A_Others,광범위하게 배포된 AI 비서의 안전하지 않은 탐색,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0668,Agentic,70,SRC-G-0120,RAI4-1122,A_SYS_GOAL_008,A_SYS_GOAL,목표 드리프트,Goal drift,중복: RAI4-0366(최적화 하의 가치 드리프트)와 목표 드리프트 주제 중복,L3 Goal Misalignment 정의와 유사하여 제거,,REWRITE,MERGE,,DELETE_APPLIED,Reviewer states that it duplicates the L3 Goal Misalignment definition.,Deleted,,,,0,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0681,Agentic,83,SRC-A-0025,RAI4-0024,A_SYS_SELFCOR_002,A_SYS_SELFCOR,에이전트 위험 인식 실패,Agent risk-awareness failure,,General AI - Context-Awareness Failure로 이관,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SYS_CONTEXT. | FQA-310:중복된 범용 에이전트 문구를 제거하고 다중 턴 기록에서 맥락상 존재하는 안전 위험을 식별하지 못하는 기제를 직접 서술한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_CONTEXT_007,G_SYS_CONTEXT,에이전트 위험 인식 실패,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0684,Agentic,86,SRC-A-0022,RAI4-0005,A_SYS_SELFCOR_005,A_SYS_SELFCOR,위험 소스 귀인 실패,Risk-source attribution failure,,Agentic AI - Accountability and Traceability Gap로 이관,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to A_SYS_TRACE. | FQA-106:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,A_SYS_TRACE_001,A_SYS_TRACE,위험 발생 원인 귀인 실패,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0698,Physical,10,SRC-G-0013,RAI4-0228,P_INT_SAFETY_009,P_INT_SAFETY,위험 지시 거부 실패,Failure to reject hazardous instructions,Physical AI의 하위로 L4 리스크 카드를 분류하고 L3와 재매핑을 시킬것,(유지),,KEEP,REMAP,,FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-011:위험 지시 거부는 입력·안전 정책 문제이며 정상 제어 상태에서 사람의 존재·행동을 감지·예측·수용하지 못하는 P_INT_SAFETY 기제와 다르므로 P_Others와 HD로 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_001,P_Others,위험 지시 거부 실패,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0700,Physical,12,SRC-P-0152,RAI4-0255,P_INT_SAFETY_011,P_INT_SAFETY,장면 변화 시 인간 행동 모방 실패,Human imitation failure under scene variation,,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",,DELETE|KEEP,,KEEP_VS_DELETE,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_005,P_Others,장면 변화 시 인간 행동 모방 실패,1,YES,PARTIALLY_APPLIED,YES,,,,,,,PENDING
HR2-0702,Physical,14,SRC-P-0016,RAI4-0215,P_INT_SAFETY_013,P_INT_SAFETY,배포 전 물리적 안전 시험 미흡,Incomplete pre-deployment physical safety testing,,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",,DELETE|KEEP,,KEEP_VS_DELETE,FINAL_QA_REMAP_PER_REVIEW,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-327:Two independent expert reviews confirmed that SRC-P-0016 directly matches the immutable G_SYS_EVAL definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_EVAL_055,G_SYS_EVAL,배포 전 물리적 안전 시험 미흡,1,NO,PARTIALLY_APPLIED,YES,,,,,,,PENDING
HR2-0704,Physical,16,SRC-P-0123,RAI4-0224,P_INT_SAFETY_015,P_INT_SAFETY,런타임 안전 모니터 실패,Runtime safety monitor failure,,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",L4_Description_ko,DELETE|KEEP,,KEEP_VS_DELETE,FINAL_QA_LANGUAGE_REFINEMENT,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-016:런타임 안전 모니터가 집행하는 대상은 충돌 자체가 아니라 충돌 회피 제약이므로 한영 기술 용어를 일치시킨다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_006,P_Others,런타임 안전 모니터 실패,1,YES,PARTIALLY_APPLIED,YES,,,,,,,PENDING
HR2-0705,Physical,17,SRC-G-0014,RAI4-0233,P_INT_SAFETY_016,P_INT_SAFETY,안전-성능 균형 실패,Safety-performance trade-off failure,Physical AI의 하위로 L4 리스크 카드를 분류하고 L3와 재매핑을 시킬것,"(유지) (jw) l3와 무관하며, general에 해당해보임",,KEEP,REMAP,,FINAL_QA_LANGUAGE_REFINEMENT,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다. | FQA-133:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_007,P_Others,안전-성능 균형 실패,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0710,Physical,22,SRC-P-0104,RAI4-0201,P_INT_TAMPER_004,P_INT_TAMPER,피지컬 AI의 파괴·학대 행동,Destructive or abusive acts by physical AI,,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,,KEEP,,,FINAL_QA_LANGUAGE_REFINEMENT,비인간 물리 자산을 title에 명시하되 P_INT_TAMPER master와 주체 방향이 충돌하므로 P_Others/HD로 보류한다. | FQA-134:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_008,P_Others,피지컬 AI에 의한 비인간 물리 자산의 파괴·변조,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0711,Physical,23,SRC-P-0103,RAI4-0199,P_INT_TAMPER_005,P_INT_TAMPER,불법·유해 물리 요청의 수용·실행,Execution of illegal or harmful physical requests,,(유지),,KEEP,,,FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-009:불법·유해 요청 실행은 하드웨어의 물리적 변조·손상과 무관하므로 P_INT_TAMPER에 강제 배치하지 않고 P_Others와 HD로 보존한다. 한국어의 도피는 행위 회피로 정제한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_002,P_Others,불법·유해 물리 요청의 수용·실행,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0717,Physical,29,SRC-P-0107,RAI4-0302,P_INT_TAMPER_011,P_INT_TAMPER,로봇 능력의 무기화,Weaponization of robotic capabilities,,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",,REWRITE,,,FINAL_QA_REMAP_PER_REVIEW,문장과 띄어쓰기만 정제한다. 원 L3 master와 직접 충돌하므로 의미를 바꾸지 않고 P_Others/HD로 보류한다. | FQA-329:Two independent expert reviews confirmed that SRC-P-0107 directly matches the immutable G_INT_WEAP definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_INT_WEAP_030,G_INT_WEAP,로봇 능력의 무기화,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0725,Physical,37,SRC-P-0059,RAI4-1284,P_Others_008,P_Others,설계 단계 명세 오류,Design-stage specification errors,,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),L4_Title_ko,REWRITE,,,TEXT_EDIT_APPLIED,Reviewer-confirmed direct text edit applied.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,P_Others_003,P_Others,피지컬 AI 시스템 설계 단계 명세 오류,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0770,Physical,82,SRC-P-0031,RAI4-0297,P_SYS_CONTROL_024,P_SYS_CONTROL,인지·추론 지연 급증,Perception and inference latency spike,,"General 영역으로 이동, 적합한 L3와 매핑할 것",,REMAP,,,L3_REASSIGN_APPLIED,Human review specifies only the destination L1 or multiple L3s; routed conservatively to G_Others/HD.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_095,G_Others,인지·추론 지연의 급증,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0794,Physical,106,SRC-P-0044,RAI4-0298,P_SYS_HARDWARE_004,P_SYS_HARDWARE,온디바이스 연산·메모리 고갈,On-device compute and memory exhaustion,,(유지),,KEEP,,,FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-003:연산·메모리 고갈은 P_SYS_HARDWARE 마스터가 요구하는 기계·구동·센서 부품의 물리적 파손·마모·열화·제조 결함이 아니므로 P_Others에서 인간 판단을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,P_Others_004,P_Others,온디바이스 연산·메모리 고갈,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0795,Physical,107,SRC-P-0049,RAI4-1496,P_SYS_HARDWARE_005,P_SYS_HARDWARE,무해 미세조정에 의한 안전성 열화,Safety degradation from benign fine-tuning,,(유지),,KEEP,,,FINAL_QA_LANGUAGE_REFINEMENT|FINAL_QA_MOVE_TO_OTHERS_HD,Reviewer explicitly confirmed retention. | FQA-128:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-303:미세조정에 따른 모델 안전성 열화는 물리 부품의 파손·마모·열화가 아니며 현행 L3 마스터에 이를 직접 수용하는 범주가 없어 General Others와 HD로 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_117,G_Others,미세조정에 따른 모델 안전성 열화,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
