L4_ID,L3_ID,L4_Title_ko,L4_Title_en,source_ev_id,source_risk_category,source_risk_subcategory,ref_title,ref_authors,ref_year,reference_type,doi,ref_url,direct_quote,quote_location,quote_word_count,source_quality_tier,semantic_similarity,combined_score,semantic_fit_method,metadata_verification,fulltext_verification,verification_status,accessed_at
G_SYS_INPUT_001,G_SYS_INPUT,프롬프트 품질 결함으로 인한 오류,Errors from poor prompt quality,33.02.05,Technology concerns,Prompt engineering,"Generative AI and ChatGPT: Applications, Challenges, and AI-Human Collaboration",Nah et al.,2023,Journal Article,10.1108/IJOES-05-2023-0107,https://doi.org/10.1080/15228053.2023.2233814,"Due to the ambiguity of human languages, the interaction between humans and machines through prompts may lead to errors or misunderstandings.",MIT AI Risk Repository evidence row 33.02.05,21,A_PEER_REVIEWED,0.773177,0.765366,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_INPUT_002,G_SYS_INPUT,저자원 언어 입력의 처리·이해 실패,Failure to process and understand low-resource language input,62.16.05,Model Evaluations,General Evaluations (Inaccurate measurement of model encoded human values),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… not perfectly reflect the representation of human values learned by the model, and it is not known how these values evolve and transition across …",MIT AI Risk Repository evidence row 62.16.05,24,B_IDENTIFIED_RESEARCH_PAPER,0.651866,0.60752,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_INPUT_003,G_SYS_INPUT,물체 어포던스와 장면의 오해,Misinterpretation of object affordances and scenes,12.04.00,Explainability & Transparency,,AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman & Eisenberg,2023,Journal Article,10.1609/aaai.v38i21.30348,https://doi.org/10.1609/aaai.v38i21.30348,"The feasibility of understanding and interpreting an AI system's decisions and actions, and the openness of the developer about the data used, algorithms employed …",MIT AI Risk Repository evidence row 12.04.00,24,A_PEER_REVIEWED,0.75114,0.693793,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_002,G_SYS_MISINFO,맥락 일관성 추구에 의한 환각 증폭,Amplification of hallucinations through context consistency,03.02.00,Hallucinations,,Navigating the Landscape of AI Ethics and Responsibility,Cunha & Estima,2023,Conference Paper,10.1007/978-3-031-49008-8_8,https://doi.org/10.1007/978-3-031-49008-8_8,"With less knowledgeable people, this can lead to the heightening of misinformation and potentially dangerous situations.",MIT AI Risk Repository evidence row 03.02.00,16,A_PEER_REVIEWED,0.765384,0.723404,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_003,G_SYS_MISINFO,지식 분포 변화에 따른 응답 노후화,Answer obsolescence from knowledge distribution shift,62.34.02,Impacts of AI (Bias) ,Reporting of user-preferred answers instead of correct answers,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,AI systems with natural-language outputs can tend to give answers that appear plausible or that users prefer [149] but are factually incorrect.,MIT AI Risk Repository evidence row 62.34.02,22,B_IDENTIFIED_RESEARCH_PAPER,0.660468,0.634026,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_004,G_SYS_MISINFO,허위·오도 정보 유포에 의한 기만과 양극화,Deception and polarisation from false information,16.03.01,Risk area 3: Misinformation Harms,Disseminating false or misleading information ,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"Where a LM prediction causes a false belief in a user, this may threaten personal autonomy and even pose downstream AI safety risks [99].",MIT AI Risk Repository evidence row 16.03.01,24,A_PEER_REVIEWED,0.700642,0.679327,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_006,G_SYS_MISINFO,공유 정보 생태계의 오염과 질 저하,Degradation of the shared information ecosystem,67.01.01,Societal harms ,Degradation of the information environment,Capabilities and Risks from frontier AI,DSIT,2023,Report,-,https://assets.publishing.service.gov.uk/media/65395abae6c968000daa9b25/frontier-ai-capabilities-risks-report.pdf,"… compromised decision-making by individuals and institutions who rely on inaccurate or misleading publicly available information, as well as lower overall trust in true information.",MIT AI Risk Repository evidence row 67.01.01,24,A_OFFICIAL_REPORT,0.828011,0.806509,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_007,G_SYS_MISINFO,사용자 설득에 의한 모델의 사실 판단 왜곡,Distortion of model factual judgement through user persuasion,62.19.12,Attacks on GPAIs/GPAI Failure Modes ,Misuse of AI model by user-performed persuasion,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,Multi-turn persuasion can be more effective than single-turn persuasion attempts in altering the model’s stance [223].,MIT AI Risk Repository evidence row 62.19.12,16,B_IDENTIFIED_RESEARCH_PAPER,0.80321,0.790598,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_008,G_SYS_MISINFO,데이터 오해석에 의한 의료·과학적 오결론,Erroneous medical and scientific conclusions from data misinterpretation,71.01.05,Scientific Domain of Agents,Information Science Risks ,Risks of AI Scientists: Prioritizing Safeguarding Over Autonomy,Tang et al.,2024,Conference Paper,10.48550/arXiv.2402.04247,https://icml.cc/virtual/2025/51008,"… the misuse, misinterpretation, or leakage of data, which can lead to erroneous conclusions or the unintentional dissemination of sensitive information, such as private patient …",MIT AI Risk Repository evidence row 71.01.05,24,A_PEER_REVIEWED,0.757115,0.748018,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_009,G_SYS_MISINFO,외부 도구에 의해 주입된 사실 오류,Factual errors injected by external tools,47.01.04,Technical and operational risks ,Factually incorrect content (inaccuracies and fabricated sources) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,… associated with AI models is that they occasionally present false information as if it is factual—often with authoritative-sounding text and fabricated quotes and sources.,MIT AI Risk Repository evidence row 47.01.04,24,B_IDENTIFIED_RESEARCH_PAPER,0.797465,0.749801,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_010,G_SYS_MISINFO,합성 콘텐츠의 진위 식별 실패와 지속적 피해,Failure to distinguish synthetic content and persistent harm,61.02.20,Sources of systemic risks from general-purpose AI ,Detection challenges in content,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,The difficulty in distinguishing synthetic content from authentic material adds to information risks.,MIT AI Risk Repository evidence row 61.02.20,13,A_PEER_REVIEWED,0.760576,0.728975,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_011,G_SYS_MISINFO,출력의 출처 충실성 오류,Faithfulness errors,45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"During the algorithm design and training process, personal biases may be introduced, either intentionally or unintentionally.",MIT AI Risk Repository evidence row 45.01.02,16,A_OFFICIAL_REPORT,0.737985,0.693693,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_012,G_SYS_MISINFO,개인 대상 허위정보,False information targeting an individual,49.01.01,Malicious Use Risks ,Harm to individuals through fake content,International Scientific  Report on the Safety of  Advanced AI,Bengio et al.,2024,Report,,https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf,"General- purpose AI can be used to generate fake compromising content featuring individuals without their consent, posing threats to individual privacy and reputation.",MIT AI Risk Repository evidence row 49.01.01,23,A_OFFICIAL_REPORT,0.793542,0.739152,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_013,G_SYS_MISINFO,검색 증강 시 외부 허위정보에 의한 허위 출력,False outputs from external misinformation in retrieval augmentation,62.19.09,Attacks on GPAIs/GPAI Failure Modes ,Knowledge conflicts in retrieval-augmented LLMs,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… lead to models producing false outputs given false information during the retrieval- augmentation process, despite only a relatively small amount of false informa- tion …",MIT AI Risk Repository evidence row 62.19.09,24,B_IDENTIFIED_RESEARCH_PAPER,0.835837,0.832075,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_015,G_SYS_MISINFO,선거절차에 관한 허위정보 생성,Generation of false information about election procedures,61.02.31,Sources of systemic risks from general-purpose AI ,Lack of ability to generate accurate information,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,AI models may generate false or misleading information due to their lack of capability in discerning truth.,MIT AI Risk Repository evidence row 61.02.31,17,A_PEER_REVIEWED,0.783978,0.726716,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_016,G_SYS_MISINFO,역사 수정주의적 서술 생성,Generation of historically revisionist accounts,58.07.06,Societal and Cultural ,Historical revisionism ,"A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms",Abercrombie et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2407.01294,https://arxiv.org/abs/2407.01294,"Historical revisionism - Deliberate or unintentional reinterpretation of established/orthodox historical events or accounts held by societies, communities, academics.",MIT AI Risk Repository evidence row 58.07.06,18,B_IDENTIFIED_RESEARCH_PAPER,0.776574,0.784302,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_017,G_SYS_MISINFO,지식 경계로 인한 환각,Hallucination arising from knowledge boundaries,33.02.01,Technology concerns,Hallucination,"Generative AI and ChatGPT: Applications, Challenges, and AI-Human Collaboration",Nah et al.,2023,Journal Article,10.1108/IJOES-05-2023-0107,https://doi.org/10.1080/15228053.2023.2233814,(2023) regarded hallucination as a serious challenge in the use of generative AI for scholarly activities.,MIT AI Risk Repository evidence row 33.02.01,16,A_PEER_REVIEWED,0.793485,0.743796,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_018,G_SYS_MISINFO,사실·증거 환각,Hallucination of facts and evidence,47.01.04,Technical and operational risks ,Factually incorrect content (inaccuracies and fabricated sources) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"… unpredictable phenomenon of generating false information is well known to AI researchers, who have termed such erroneous output with the euphemistic label “hallucination.”",MIT AI Risk Repository evidence row 47.01.04,23,B_IDENTIFIED_RESEARCH_PAPER,0.790692,0.769941,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_019,G_SYS_MISINFO,잡음 학습 데이터에 의한 지식 오류,Knowledge errors from noisy training data,45.01.05,AI's inherent safety risks ,Risks from models and algorithms (Risks of unreliable output),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… that an AI model generates untruthful or unreasonable content but presents it as if it were a fact, leading to biased and misleading information.",MIT AI Risk Repository evidence row 45.01.05,24,A_OFFICIAL_REPORT,0.722516,0.678349,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_021,G_SYS_MISINFO,대규모 허위정보 생산·확산 장벽 저하,Lowered barriers to large-scale disinformation production and dissemination,47.02.07,Ethical and social risks ,Misinformation and disinformation,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"In addition to increasing the scale and reach of disinformation, generative AI can create more convincing and targeted disinformation.",MIT AI Risk Repository evidence row 47.02.07,19,B_IDENTIFIED_RESEARCH_PAPER,0.798076,0.754864,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_022,G_SYS_MISINFO,알고리즘 시스템에 의한 허위·오도 정보 피해,Misinformation harms from algorithmic systems,11.05.01,Societal System Harms,Information harms,Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby et al.,2023,Conference Paper,10.1145/3600211.3604673,https://doi.org/10.1145/3600211.3604673,"Algorithmic systems, especially generative models and recommender, systems can lead to these information harms",MIT AI Risk Repository evidence row 11.05.01,14,A_PEER_REVIEWED,0.854639,0.82671,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_MISINFO_023,G_SYS_MISINFO,오도성 의료정보와 부적절한 약물사용 지침,Misleading medical information and unsafe medication guidance,16.03.02,Risk area 3: Misinformation Harms,Causing material harm by disseminating false or poor information e.g. in medicine or law,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"For example, misin- formation on medical dosages may lead a user to cause harm to themselves [21, 130].",MIT AI Risk Repository evidence row 16.03.02,18,A_PEER_REVIEWED,0.759348,0.717654,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_001,G_SYS_OEXT,검증된 전문성 범위를 벗어난 AI 조언,AI advice beyond validated professional scope,45.02.06,Safety risks in AI Applications ,Real-world risks (inducing traditional economic and social security risks),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… models and algorithms, along with issues such as system performance degradation, interruption, and loss of control caused by improper use or external attacks, will …",MIT AI Risk Repository evidence row 45.02.06,24,A_OFFICIAL_REPORT,0.728554,0.700823,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_006,G_SYS_OEXT,인공일반지능(AGI) 역량의 허위 표상,Misrepresentation of artificial general intelligence (AGI) capabilities,47.04.07,"Environmental, economical, and societal challenges ",Artificial general intelligence (existential risk posed by Artificial General Intelligence) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"… human interests.635 The prevailing narrative surrounding AI existential risk typically lies in the possibility of developing “Artificial General Intelligence” (AGI), or artificial super- intelligence …",MIT AI Risk Repository evidence row 47.04.07,24,B_IDENTIFIED_RESEARCH_PAPER,0.752562,0.704498,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_007,G_SYS_OEXT,자율적·독립적 의사결정 역량의 허위 표상,Misrepresentation of autonomous and independent decision-making capabilities,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s …",MIT AI Risk Repository evidence row 62.31.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.775913,0.728438,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_008,G_SYS_OEXT,자율적 학습·자기 개선 역량의 허위 표상,Misrepresentation of autonomous learning and self-improvement capabilities,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s …",MIT AI Risk Repository evidence row 62.31.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.743405,0.699181,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_009,G_SYS_OEXT,자기 보존·자기 방어 역량의 허위 표상,Misrepresentation of self-preservation and self-defence capabilities,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s …",MIT AI Risk Repository evidence row 62.31.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.728637,0.685889,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_013,G_SYS_OEXT,AI 역량의 검증 범위 초과 사용,Use of AI capability beyond its validated scope,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s domain of expertise [205, 42].",MIT AI Risk Repository evidence row 62.31.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.714528,0.663293,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OEXT_014,G_SYS_OEXT,인터페이스에 의한 AI 역량 과대 표상,Overstatement of AI capability through interface design,16.05.02,Risk area 5: Human-Computer Interaction Harms,Anthropomorphising systems can lead to overreliance and unsafe use ,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,Such inflated views of CA competen- cies may lead users to rely on the agents where this is not safe.,MIT AI Risk Repository evidence row 16.05.02,20,A_PEER_REVIEWED,0.690769,0.668781,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_OREF_001,G_SYS_OREF,안전 통제의 사용자 의도 오분류에 따른 정당 요청 거부,Unjustified refusal of legitimate requests due to intent misclassification in safety controls,45.01.07,AI's inherent safety risks ,Risks from data (Risks of illegal collection and use of data),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"The collection of AI training data and the interaction with users during service provision pose security risks, including collecting data without consent and improper …",MIT AI Risk Repository evidence row 45.01.07,24,A_OFFICIAL_REPORT,0.711219,0.674547,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OREF_002,G_SYS_OREF,안전 필터의 과잉 차단에 따른 정당한 정보 접근 거부,Denial of access to legitimate information due to exaggerated safety filtering,45.02.01,Safety risks in AI Applications ,Cyberspace risks (Risks of information and content safety),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"If users’ inputs contain harmful content, the model may output illegal or damaging information without robust security mechanisms.",MIT AI Risk Repository evidence row 45.02.01,18,A_OFFICIAL_REPORT,0.757754,0.725249,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_OREF_003,G_SYS_OREF,취약 이용자 지원 요청의 과잉 거절,Over-refusal of help-seeking requests from vulnerable users,61.02.33,Sources of systemic risks from general-purpose AI ,Limitations in adversarial robustness,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,AI models and systems are vulnerable to manipulation through adversarial inputs.,MIT AI Risk Repository evidence row 61.02.33,11,A_PEER_REVIEWED,0.684335,0.639999,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_OVERCONF_001,G_SYS_OVERCONF,불충분한 정보에 기반한 조언,Advice given on insufficient information,16.03.02,Risk area 3: Misinformation Harms,Causing material harm by disseminating false or poor information e.g. in medicine or law,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"False legal advice, e.g.",MIT AI Risk Repository evidence row 16.03.02,4,A_PEER_REVIEWED,0.71875,0.680508,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_OVERCONF_002,G_SYS_OVERCONF,확신에 찬 부정확한 답변과 근거 제시,Confidently asserted but unsound answers and justifications,48.02.00,Confabulation ,,Artificial Intelligence Risk Management Framework: Generative Artificial  Intelligence Profile,National Institute of Standards and Technology,2024,Report,10.6028/NIST.AI.600-1,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,The production of confidently stated but erroneous or false content (known colloquially as “hallucinations” or “fabrications”) by which users may be misled or deceived.,MIT AI Risk Repository evidence row 48.02.00,24,A_OFFICIAL_REPORT,0.667728,0.642191,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
