source_row_id,source_l4_id,source_domain,peer_review_change_type,decision,title_ko_before,title_ko_after,title_en_before,title_en_after,description_ko_before,description_ko_after,description_en_before,description_en_after,review_note
SRC-P-0042,RAI4-0361,Physical,SPACING_FIX,ACCEPT,공공 공간 통행 방해· 접근성 배제 리스크,공공 공간 통행 방해·접근성 배제,Obstruction and accessibility exclusion in public space,Obstruction and accessibility exclusion in public space,"서비스 로봇이 보도, 경사로, 출입구, 보행 안내 표지판 등을 막거나 침범함으로써 장애인 또는 다른 보행자들의 이동을 제한함으로써 발생되는 위험.","서비스 로봇이 보도, 경사로, 출입구, 보행 안내 표지판 등을 막거나 침범함으로써 장애인 또는 다른 보행자들의 이동을 제한함으로써 발생되는 위험.","The risk that service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians.","The risk that service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians.",
SRC-P-0043,RAI4-0183,Physical,SPACING_FIX,ACCEPT,부상 심각 도 오 분류 리스크,부상 심각도 오분류,Injury severity misclassification,Injury severity misclassification,"로봇 제어 시스템이 물리적 부상 시나리오의 심각 도를 과소 평가하여 상향 보고, 경고, 제어 대응 등이 불충분해지는 리스크.","로봇 제어 시스템이 물리적 부상 시나리오의 심각도를 과소평가하여 상향 보고, 경고, 제어 대응 등이 불충분해지는 리스크.","The risk that a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response.","The risk that a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response.",
SRC-P-0044,RAI4-0298,Physical,SPACING_FIX,ACCEPT,온 디바이스 연산· 메모리 고갈 리스크,온디바이스 연산·메모리 고갈,On-device compute and memory exhaustion,On-device compute and memory exhaustion,"로봇에 부착된 온 디바이스의 연산 또는 메모리 고갈이 안전 임계치인지, 계획, 모니터링을 저하하거나 중단시키는 위험.","로봇에 부착된 온디바이스의 연산 또는 메모리 고갈이 안전 임계치 인지, 계획, 모니터링을 저하하거나 중단시키는 위험.","The risk that on-device compute or memory runs out and degrades safety-relevant perception, planning, or control.","The risk that on-device compute or memory runs out and degrades safety-relevant perception, planning, or control.",
SRC-P-0045,RAI4-0300,Physical,SPACING_FIX,ACCEPT,클라우드 오프로드 의존 실패 리스크,클라우드 오프로드 의존 실패,Cloud-offload dependency failure,Cloud-offload dependency failure,로봇 제어 시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 있는 클라우드 링크가 끊어지는 경우에 대비하여 적절한 로컬 폴 백 절차 또는 시스템이 없어서 발생하는 위험.,로봇 제어 시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 있는 클라우드 링크가 끊어지는 경우에 대비하여 적절한 로컬 폴백 절차 또는 시스템이 없어서 발생하는 위험.,The risk that a robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.,The risk that a robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.,
SRC-P-0046,RAI4-0333,Physical,SPACING_FIX,ACCEPT,정밀 운동 제어 불안정성 리스크,정밀 운동 제어 불안정성,Fine motor control instability,Fine motor control instability,"정밀 로봇 손, 수술 도구, 외 골격 또는 산업용 그리 퍼의 작은 제어 오차가 증폭되어 예기치 않은 움직임, 충돌 또는 신체적 상해를 초래하는 리스크.","정밀 로봇 손, 수술 도구, 외골격 또는 산업용 그리 퍼의 작은 제어 오차가 증폭되어 예기치 않은 움직임, 충돌 또는 신체적 상해를 초래하는 리스크.","The risk that small control errors in dexterous robotic hands, surgical tools, exoskeletons, or industrial grippers are amplified into unexpected movement, collision, or physical injury.","The risk that small control errors in dexterous robotic hands, surgical tools, exoskeletons, or industrial grippers are amplified into unexpected movement, collision, or physical injury.",
SRC-P-0047,RAI4-0661,Physical,UNCHANGED,ACCEPT,비즈니스 시스템 손상 및 운영 중단 리스크,비즈니스 시스템 손상 및 운영 중단,Business system damage and operational disruption,Business system damage and operational disruption,"로봇의 오작동이나 사이버 공격 등으로 비즈니스 시스템과 그 구성 요소가 손상, 중단, 또는 파괴되는 리스크.","로봇의 오작동이나 사이버 공격 등으로 비즈니스 시스템과 그 구성 요소가 손상, 중단, 또는 파괴되는 리스크.","The risk that an AI system causes, enables, or contributes to damage, disruption, or destruction of a business system and its components due to malfunction, cyberattacks, and similar causes.","The risk that an AI system causes, enables, or contributes to damage, disruption, or destruction of a business system and its components due to malfunction, cyberattacks, and similar causes.",
SRC-P-0048,RAI4-1035,Physical,SPACING_FIX,ACCEPT,하드웨어 결함에 의한 실행 오류 리스크,하드웨어 결함에 의한 실행 오류,Erroneous execution from hardware faults,Erroneous execution from hardware faults,"로봇의 하드웨어 결함이 제어 흐름 위반, 메모리 오류, 센서 입력 간섭, 또는 출력 손상 등을 통해 알고리즘의 올바른 실행을 훼손하고 잘못된 결과를 야기하는 리스크.","로봇의 하드웨어 결함이 제어 흐름 위반, 메모리 오류, 센서 입력 간섭, 또는 출력 손상 등을 통해 알고리 즘의 올바른 실행을 훼손하고 잘못된 결과를 야기하는 리스크.","The risk that faults in the hardware violate the correct execution of an algorithm through control-flow violations, memorybased errors, interference with data inputs such as sensor signals, or damaged outputs, causing erroneous results.","The risk that faults in the hardware violate the correct execution of an algorithm through control-flow violations, memorybased errors, interference with data inputs such as sensor signals, or damaged outputs, causing erroneous results.",
SRC-P-0049,RAI4-1496,Physical,SPACING_FIX,ACCEPT,무해 미세 조정에 의한 안전성 열화 리스크,무해 미세조정에 의한 안전성 열화,Safety degradation from benign finetuning,Safety degradation from benign finetuning,무해하고 통상적인 데이터로 수행된 하류 미세 조정이 로봇의 내장 모델의 안전 학습을 열화시켜 기반 모델보다 유해 출력 확률을 높이는 리스크.,무해하고 통상적인 데이터로 수행된 하류 미세 조정이 로봇의 내장 모델의 안전 학습을 열화시켜 기반 모델보다 유해 출력 확률을 높이는 리스크.,"The risk that benign downstream fine-tuning degrades a model's safety training, making harmful outputs more likely than in the base model even when fine-tuning data is harmless and commonplace.","The risk that benign downstream fine-tuning degrades a model's safety training, making harmful outputs more likely than in the base model even when fine-tuning data is harmless and commonplace.",
SRC-P-0050,RAI4-1629,Physical,SPACING_FIX,ACCEPT,로봇 오작동에 의한 물리적 상해 리스크,로봇 오작동에 의한 물리적 상해,Physical injury from robot malfunction,Physical injury from robot malfunction,"로봇의 센서, 제어기, 소프트웨어 또는 기계 구성 요소가 오작동하여 예기치 않은 움직임, 충돌, 압착 또는 낙하를 일으키고 사람에게 신체적 상해를 초래하는 리스크.","로봇의 센서, 제어기, 소프트웨어 또는 기계 구성요소가 오작동하여 예기치 않은 움직임, 충돌, 압착 또는 낙하를 일으키고 사람에게 신체적 상해를 초래하는 리스크.","The risk that malfunction of a robot's sensors, controller, software, or mechanical components causes unexpected motion, collision, crushing, or falling and results in physical injury.","The risk that malfunction of a robot's sensors, controller, software, or mechanical components causes unexpected motion, collision, crushing, or falling and results in physical injury.",
SRC-P-0051,RAI4-0776,Physical,SPACING_FIX,ACCEPT,기반 모델 재사용을 통한 보안 결함 전파 리스크,기반모델 재사용을 통한 보안 결함 전파,Security-flaw propagation through foundation-model reuse,Security-flaw propagation through foundation-model reuse,기반 모델을 재설계하거나 미세 조정하여 활용하는 관행으로 인해 기반 모델의 보안 결함이 하위 모델로 그대로 전파되는 리스크.,기반모델을 재설계하거나 미세 조정하여 활용하는 관행으로 인해 기반 모델의 보안 결함이 하위 모델로 그대로 전파되는 리스크.,The risk that security flaws in foundation models are transmitted to downstream models built through re-engineering or fine-tuning of those foundation models.,The risk that security flaws in foundation models are transmitted to downstream models built through re-engineering or fine-tuning of those foundation models.,
SRC-P-0053,RAI4-0993,Physical,SPACING_FIX,ACCEPT,부실 설계 지능 시스템에 의한 상해 리스크,부실 설계 지능 시스템에 의한 상해,Injury from poorly designed intelligent systems,Injury from poorly designed intelligent systems,제대로 설계되지 않은 지능형 시스템이 도덕적· 심리적· 신체적 해악을 초래하는(예: 예측 치안 도구로 더 많은 사람이 체포되거나 경찰에 의해 신체적 피해를 입는) 리스크.,제대로 설계되지 않은 지능형 시스템이 도덕 적·심리적·신체적 해악을 초래하는(예: 예측 치안 도구로 더 많은 사람이 체포되거나 경찰 에 의해 신체적 피해를 입는) 리스크.,"The risk that poorly designed intelligent systems cause moral, psychological, and physical harm, as when predictive policing tools lead to more people being arrested or physically harmed by police.","The risk that poorly designed intelligent systems cause moral, psychological, and physical harm, as when predictive policing tools lead to more people being arrested or physically harmed by police.",
SRC-P-0054,RAI4-1039,Physical,SPACING_FIX,ACCEPT,알고리즘 설계 실패 리스크,알고리즘 설계 실패,Algorithmic design failure,Algorithmic design failure,"로봇의 제어 주기, 센서 지연, 접촉 동 역학 또는 실시간 연산 제약에 부적합한 알고리즘· 아키텍처· 최적화 기법을 선택하여 물리 시스템의 안전성과 성능이 저하되는 리스크.","로봇의 제어 주기, 센서 지연, 접촉 동역학 또는 실시간 연산 제약에 부적합한 알고리즘·아키텍처·최적화 기법을 선택하여 물리 시스템의 안전성과 성능이 저하되는 리스크.","The risk that algorithms, architectures, or optimisation methods unsuited to a robot's control cycle, sensor latency, contact dynamics, or real-time compute constraints degrade physical-system safety and performance.","The risk that algorithms, architectures, or optimisation methods unsuited to a robot's control cycle, sensor latency, contact dynamics, or real-time compute constraints degrade physical-system safety and performance.",
SRC-P-0055,RAI4-1092,Physical,SPACING_FIX,ACCEPT,모델 접근으로 인한 이익의 불공정한 분배 리스크,모델 접근으로 인한 이익의 불공정한 분배,Unfair distribution of benefits from model access,Unfair distribution of benefits from model access,"하드웨어, 소프트웨어, 숙련, 지역· 통신· 기기 등 배포 맥락의 제약으로 모델 접근 편익이 집단 간 불공정하게 배분되는 리스크.","하드웨어, 소프트웨어, 숙련, 지역·통신·기기 등 배포 맥락의 제약으로 모델 접근 편익이 집단 간 불공정하게 배분되는 리스크.","The risk that benefits of model access are allocated unfairly across groups due to hardware, software, skills, or deployment-context constraints such as region, connectivity, and devices.","The risk that benefits of model access are allocated unfairly across groups due to hardware, software, skills, or deployment-context constraints such as region, connectivity, and devices.",
SRC-P-0056,RAI4-1157,Physical,REDEFINITION,ACCEPT,공격적 사이버 역량 리스크,취약점 탐지·익스플로잇 작성 역량의 사이버 공격 악용,Offensive cyber capability,Cyberattack enablement through vulnerability discovery and exploit-writing capability,"모델이 하드웨어와 소프트웨어, 데이터의 취약점을 발견하고 익스 플로 잇 코드를 작성하며 침입 후 위협 탐지와 대응을 회피하고, 코딩 비서로 배포될 경우 향후 악용을 위한 미묘한 버그를 삽입하는 리스크.",모델이 취약점을 발견하고 익스플로잇 코드를 작성하며 탐지를 회피하고 은닉 버그를 삽입하는 역량이 사이버 공격의 수행·조력에 악용되어 정보시스템의 안전을 침해하는 리스크.,"The risk that a model discovers vulnerabilities in systems, writes code to exploit them, makes effective decisions and skilfully evades threat detection and response once inside, and inserts subtle bugs for future exploitation when deployed as a coding assistant.","The risk that a model's capability to discover vulnerabilities, write exploit code, evade detection, and insert subtle bugs is misused to conduct or assist cyberattacks that compromise information systems.",역량→오용·피해를 명시해 L4 리스크로 재정의
SRC-P-0057,RAI4-1252,Physical,UNCHANGED,ACCEPT,배포 이후 예측하지 못한 창발적 역량과 행동 리스크,배포 이후 예측하지 못한 창발적 역량과 행동,Unanticipated emergent capabilities and behaviour after deployment,Unanticipated emergent capabilities and behaviour after deployment,"설계자가 예상하지 못한 기능과 행동이 규모 확장 과정에서 자발적으로 창발하거나, 배포 후 지속 학습과 자기 조직화를 통해 획득되거나, 개별 시스템의 좁은 적용 범위라는 안전 한계를 다중 에이전트 결합이 극복하면서 나타나는 리스크. 기만, 권력 추구, 자율 복제 같은 고위험 잠재 역량이 운용 중에야 발견되어 통제와 안전한 배포가 어려워지고, 위험한 역량일 경우 되돌릴 수 없는 영향을 남긴다. 이러한 결과를 초래하는 리스크.","설계자가 예상하지 못한 기능과 행동이 규모 확장 과정에서 자발적으로 창발하거나, 배포 후 지속 학습과 자기 조직화를 통해 획득되거나, 개별 시스템의 좁은 적용 범위라는 안전 한계를 다중 에이전트 결합이 극복하면서 나타나는 리스크. 기만, 권력 추구, 자율 복제 같은 고위험 잠재 역량이 운용 중에야 발견되어 통제와 안전한 배포가 어려워지고, 위험한 역량일 경우 되돌릴 수 없는 영향을 남긴다. 이러한 결과를 초래하는 리스크.","The risk that capabilities and behaviours unanticipated by system designers emerge spontaneously as models are scaled, are acquired through continual learning or self-organization after deployment, or arise when multiple agents combine and overcome the narrow scope that made each individually safer. Latent high-risk capabilities such as deception, power-seeking, and autonomous replication may be discovered only during operation, making systems harder to control or deploy safely and leaving irreversible effects where those capabilities are hazardous.","The risk that capabilities and behaviours unanticipated by system designers emerge spontaneously as models are scaled, are acquired through continual learning or self-organization after deployment, or arise when multiple agents combine and overcome the narrow scope that made each individually safer. Latent high-risk capabilities such as deception, power-seeking, and autonomous replication may be discovered only during operation, making systems harder to control or deploy safely and leaving irreversible effects where those capabilities are hazardous.",분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요
SRC-P-0058,RAI4-1282,Physical,SPACING_FIX,ACCEPT,배포 전후 AI 시스템에 대한 의도적 파괴· 교란 리스크,배포 전후 AI 시스템에 대한 의도적 파괴·교란,Deliberate sabotage of AI systems before and after deployment,Deliberate sabotage of AI systems before and after deployment,"배포 전 개발 단계에서 접근 권한을 가진 내부자나 침입자가 소프트웨어를 안전하지 않게 변경하고 소스 코드를 수정· 탈취하거나 잘못되고 안전하지 않은 데이터 셋으로 학습시키고, 배포 후에는 누군가 거짓 정보를 주입하거나 불법적· 위험한 행동을 명령하는 리스크. 안전하게 설계된 시스템이 어느 단계에서든 안전하지 않은 것으로 전환되어 이를 신뢰한 이들에게 피해가 미친다. 이러한 결과를 초래하는 리스크.","배포 전 개발 단계에서 접근 권한을 가진 내부자나 침입자가 소프트웨어를 안전하지 않게 변경하고 소스코드를 수정·탈취하거나 잘못되고 안전하지 않은 데이터셋으로 학습시키고, 배포 후에는 누군가 거짓 정보를 주입하거나 불법적·위험한 행동을 명령하는 리스크. 안전하게 설계된 시스템이 어느 단계에서든 안전하지 않은 것으로 전환되어 이를 신뢰한 이들에게 피해가 미친다. 이러한 결과를 초래하는 리스크.","The risk that insiders or intruders with the necessary access alter software to make it unsafe, modify or steal source code, and deliberately train the system on wrong or unsafe datasets before release, and that after deployment people feed it false information or order it to perform illegal or dangerous acts. A system built to be safe is thereby rendered unsafe at either stage, harming those who rely on it.","The risk that insiders or intruders with the necessary access alter software to make it unsafe, modify or steal source code, and deliberately train the system on wrong or unsafe datasets before release, and that after deployment people feed it false information or order it to perform illegal or dangerous acts. A system built to be safe is thereby rendered unsafe at either stage, harming those who rely on it.",분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요
SRC-P-0059,RAI4-1284,Physical,SPACING_FIX,ACCEPT,설계 단계 명세 오류 리스크,설계 단계 명세 오류,Design-stage specification errors,Design-stage specification errors,"코드 결함, 목적 함수 가중치 불균형, 인간 가치와 어긋난 목표 설정 등 배포 전 설계 오류로 시스템 행동이 의도된 형식적 속성에서 이탈하는 리스크.","코드 결함, 목적함수 가중치 불균형, 인간 가치와 어긋난 목표 설정 등 배포 전 설계 오류로 시스템 행동이 의도된 형식적 속성에서 이탈하는 리스크.","The risk that design mistakes before deployment, including code bugs, disproportionate objective weights, and goals misaligned with human values, produce a system whose behavior departs from desired formal properties.","The risk that design mistakes before deployment, including code bugs, disproportionate objective weights, and goals misaligned with human values, produce a system whose behavior departs from desired formal properties.",
SRC-P-0060,RAI4-1333,Physical,SPACING_FIX,ACCEPT,모델 절취· 변조 리스크,모델 절취·변조,Model theft and tampering,Model theft and tampering,"매개 변수와 구조, 기능을 포함한 핵심 알고리즘 정보가 역전 공격과 절취, 변조, 백도어 주입에 노출되어 지식 재산권 침해와 영업 비밀 유출, 신뢰할 수 없는 추론과 잘못된 의사 결정, 운영 실패로 이어지는 리스크.","매개변수와 구조, 기능을 포함한 핵심 알고리 즘 정보가 역전 공격과 절취, 변조, 백도어 주 입에 노출되어 지식재산권 침해와 영업비밀 유출, 신뢰할 수 없는 추론과 잘못된 의사결 정, 운영 실패로 이어지는 리스크.","The risk that core algorithm information, including parameters, structures, and functions, faces inversion attacks, stealing, modification, and backdoor injection, leading to infringement of intellectual property rights, leakage of business secrets, unreliable inference, wrong decision output, and operational failures.","The risk that core algorithm information, including parameters, structures, and functions, faces inversion attacks, stealing, modification, and backdoor injection, leading to infringement of intellectual property rights, leakage of business secrets, unreliable inference, wrong decision output, and operational failures.",
SRC-P-0061,RAI4-1489,Physical,SPACING_FIX,ACCEPT,적대적 학습의 강건과 적합 리스크,적대적 학습의 강건 과적합,Robust overfitting in adversarial training,Robust overfitting in adversarial training,로봇 정책의 적대적 훈련이 특정 센서 교란이나 시뮬레이션 조건에 과적합되어 실제 환경의 새로운 물리적 교란과 접촉 조건에서 안전 성능이 저하되는 리스크.,로봇 정책의 적대적 훈련이 특정 센서 교란이나 시뮬레이션 조건에 과적합되어 실제 환경의 새로운 물리적 교란과 접촉 조건에서 안전 성능이 저하되는 리스크.,"The risk that adversarial training of a robot policy overfits to particular sensor perturbations or simulated conditions, reducing safety under novel physical disturbances and contact conditions in the real world.","The risk that adversarial training of a robot policy overfits to particular sensor perturbations or simulated conditions, reducing safety under novel physical disturbances and contact conditions in the real world.",
SRC-P-0072,RAI4-0196,Physical,SPACING_FIX,ACCEPT,로봇 탈옥에 의한 유해 물리 행동 리스크,로봇 탈옥에 의한 유해 물리 행동,Jailbreaking robots into harmful physical action,Jailbreaking robots into harmful physical action,공격자가 물리 작업 맥락의 프레이밍이나 탈옥 입력으로 로봇의 안전 장치를 우회하여 사람· 동물· 재산에 유해한 물리 행동을 계획하거나 실행하게하는 리스크.,공격자가 물리 작업 맥락의 프레이밍이나 탈옥 입력으로 로봇의 안전장치를 우회하여 사람·동물·재산에 유해한 물리 행동을 계획하거나 실행하게 하는 리스크.,"The risk that an attacker uses physical-task framing or jailbreaking inputs to bypass a robot's safeguards and induce it to plan or execute harmful physical actions against people, animals, or property.","The risk that an attacker uses physical-task framing or jailbreaking inputs to bypass a robot's safeguards and induce it to plan or execute harmful physical actions against people, animals, or property.",
SRC-P-0073,RAI4-0227,Physical,SPACING_FIX,ACCEPT,위험 작업 계획 승인 리스크,위험 작업 계획 승인,Hazardous task plan approval,Hazardous task plan approval,embodied LLM이 식별 가능한 물리적 위험이 포함된 작업을 거부하거나 안전 제약을 추가하지 않고 계획을 생성· 승인하는 위험.,embodied LLM이 식별 가능한 물리적 위험 이 포함된 작업을 거부하거나 안전 제약을 추 가하지 않고 계획을 생성·승인하는 위험.,The risk that an embodied LLM generates or approves a task plan containing identifiable physical hazards instead of refusing it or adding the required safety constraints.,The risk that an embodied LLM generates or approves a task plan containing identifiable physical hazards instead of refusing it or adding the required safety constraints.,
SRC-P-0074,RAI4-0669,Physical,SPACING_FIX,ACCEPT,AI 조력 악성 코드 생성 및 사이버 공격 자동화 리스크,AI 조력 악성코드 생성 및 사이버 공격 자동화,AI-assisted malicious code generation and cyberattack automation,AI-assisted malicious code generation and cyberattack automation,대규모 언어 모델의 코딩 능력이 악용되어 난 독화· 변이· 다형성 악성 코드가 저비용· 고속으로 생성되고 공격 캠페인이 자동화되는 리스크. 이로 인해 숙련되지 않은 공격자의 진입 장벽이 낮아지고 방어 도구가 탐지하기 어려운 공격이 확산된다. 이러한 결과를 초래하는 리스크.,대규모 언어 모델의 코딩 능력이 악용되어 난 독화·변이·다형성 악성 코드가 저비용·고속으로 생성되고 공격 캠페인이 자동화되는 리스크. 이로 인해 숙련되지 않은 공격자의 진입 장벽이 낮아지고 방어 도구가 탐지하기 어려운 공격이 확산된다. 이러한 결과를 초래하는 리스크.,"The risk that the coding ability of large language models is exploited to produce malware at low cost and high speed, including obfuscated, mutating, and polymorphic code, and to automate attack campaigns. This lowers the barrier to entry for unskilled attackers and yields attacks that defensive tools struggle to detect.","The risk that the coding ability of large language models is exploited to produce malware at low cost and high speed, including obfuscated, mutating, and polymorphic code, and to automate attack campaigns. This lowers the barrier to entry for unskilled attackers and yields attacks that defensive tools struggle to detect.",분량 초과: L3 수준 1문장으로 축약 필요
SRC-P-0075,RAI4-0758,Physical,SPACING_FIX,ACCEPT,프롬프트 주입 및 시스템 지시문 유출 리스크,프롬프트 주입 및 시스템 지시문 유출,Prompt injection and leakage of system instructions,Prompt injection and leakage of system instructions,"이용자가 직접 제공하거나 검색된 웹 페이지· 문서· 도구 출력을 통해 간접적으로 유입된 신뢰할 수 없는 콘텐츠에 숨겨진 지시가 포함되고, 시스템 지시와 이용자 데이터가 구조적으로 분리되지 않아 모델이 이를 정당한 명령처럼 실행하는 리스크. 공격자는 이를 통해 의도된 동작과 안전 제약을 무력화하고 에이전트의 도구 실행 방향을 바꾸며 기밀 시스템 프롬 프 트를 복원하여 데이터 절취, 무단 행위, 서비스 거부를 일으킨다. 이러한 결과를 초래하는 리스크.","이용자가 직접 제공하거나 검색된 웹 페이지·문서·도구 출력을 통해 간접적으로 유입된 신뢰할 수 없는 콘텐츠에 숨겨진 지시가 포함되고, 시스템 지시와 이용자 데이터가 구조적으로 분리되지 않아 모델이 이를 정당한 명령처럼 실행하는 리스크. 공격자는 이를 통해 의도된 동작과 안전 제약을 무력화하고 에이전트의 도구 실행 방향을 바꾸며 기밀 시스템 프롬 프트를 복원하여 데이터 절취, 무단 행위, 서비스 거부를 일으킨다. 이러한 결과를 초래하는 리스크.","The risk that untrusted content, supplied directly by a user or indirectly through retrieved pages, documents, and tool outputs, carries hidden instructions that a model executes as if authorized, because system instructions and user data are not architecturally separated. Attackers thereby override intended behaviour and safety constraints, redirect agent tool execution, and recover confidential system prompts, enabling data theft, unauthorized actions, and denial of service.","The risk that untrusted content, supplied directly by a user or indirectly through retrieved pages, documents, and tool outputs, carries hidden instructions that a model executes as if authorized, because system instructions and user data are not architecturally separated. Attackers thereby override intended behaviour and safety constraints, redirect agent tool execution, and recover confidential system prompts, enabling data theft, unauthorized actions, and denial of service.",분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요
SRC-P-0076,RAI4-0767,Physical,SPACING_FIX,ACCEPT,기술적 안전 조치 우회 공격 리스크,기술적 안전조치 우회 공격,Circumvention of technical safety measures,Circumvention of technical safety measures,공격자가 모델의 취약점을 악용해 오용 완화를 위한 기술적 안전 조치를 우회하고 모델과 그 역량에 무단 접근함으로써 의도치 않은 유해 행동을 유발하는 리스크.,공격자가 모델의 취약점을 악용해 오용 완화를 위한 기술적 안전 조치를 우회하고 모델과 그 역량에 무단 접근함으로써 의도치 않은 유해 행동을 유발하는 리스크.,"The risk that attackers exploit model vulnerabilities to circumvent the technical measures intended to mitigate misuse, gaining unauthorized access to a model and its capabilities and eliciting unwanted behaviour.","The risk that attackers exploit model vulnerabilities to circumvent the technical measures intended to mitigate misuse, gaining unauthorized access to a model and its capabilities and eliciting unwanted behaviour.",
SRC-P-0083,RAI4-0927,Physical,SPACING_FIX,ACCEPT,LLM 대상 신종 공격 리스크,LLM 대상 신종 공격,Novel attack vectors against LLMs,Novel attack vectors against LLMs,"프롬프트 추상화를 통한 API 비용 악용, RLHF 과정의 보상 모델 백 도어, LLM을 활용한 적대적 샘플 생성 등 신종 공격 기법이 LLM 시스템을 위협하는 리스크.","프롬프트 추상화를 통한 API 비용 악용, RLHF 과정의 보상모델 백도어, LLM을 활용 한 적대적 샘플 생성 등 신종 공격 기법이 LLM 시스템을 위협하는 리스크.","The risk that novel attack techniques— prompt abstraction attacks exploiting API pricing, backdoor attacks on the RLHF reward model, and LLM-based construction of adversarial samples— threaten LLM systems.","The risk that novel attack techniques— prompt abstraction attacks exploiting API pricing, backdoor attacks on the RLHF reward model, and LLM-based construction of adversarial samples— threaten LLM systems.",
SRC-P-0084,RAI4-0928,Physical,SPACING_FIX,ACCEPT,프롬프트 주입을 통한 목표 탈취 리스크,프롬프트 주입을 통한 목표 탈취,Goal hijacking via prompt injection,Goal hijacking via prompt injection,입력에 기존 지시를 무시하라는 문구를 주입하여 LLM에 설계된 원래 목표가 탈취되고 주입된 새 목표가 실행되는 리스크.,입력에 기존 지시를 무시하라는 문구를 주입 하여 LLM에 설계된 원래 목표가 탈취되고 주 입된 새 목표가 실행되는 리스크.,The risk that injecting a phrase such as ignore the above instruction and do into the input hijacks the original goal of the designed prompt in an LLM and executes the attacker's injected goal instead.,The risk that injecting a phrase such as ignore the above instruction and do into the input hijacks the original goal of the designed prompt in an LLM and executes the attacker's injected goal instead.,
SRC-P-0085,RAI4-0930,Physical,SPACING_FIX,ACCEPT,다단계 탈옥 리스크,다단계 탈옥,Multi-step jailbreaks,Multi-step jailbreaks,일련의 대화에서 요청을 단계적으로 맥락화하거나 외부 인터페이스· 모델의 도움을 받아 시나리오를 구성함으로써 LLM이 유해하거나 민감한 콘텐츠를 단계적으로 생성하게 되는 리스크.,일련의 대화에서 요청을 단계적으로 맥락화 하거나 외부 인터페이스·모델의 도움을 받아 시나리오를 구성함으로써 LLM이 유해하거나 민감한 콘텐츠를 단계적으로 생성하게 되는 리스크.,"The risk that multi-step jailbreaks, constructing well-designed scenarios across a series of conversations through request contextualizing or external assistance, guide LLMs to generate harmful or sensitive content step by step.","The risk that multi-step jailbreaks, constructing well-designed scenarios across a series of conversations through request contextualizing or external assistance, guide LLMs to generate harmful or sensitive content step by step.",
SRC-P-0088,RAI4-1176,Physical,SPACING_FIX,ACCEPT,역 노출 리스크,역노출,Reverse exposure,Reverse exposure,공격자가 모델이 금지된 출력을 생성하도록 유도하여 불법· 비윤리 정보에 접근함으로써 안전 통제가 접근 통로로 역전되는 리스크.,공격자가 모델이 금지된 출력을 생성하도록 유도하여 불법·비윤리 정보에 접근함으로써 안전 통제가 접근 통로로 역전되는 리스크.,"The risk that attackers induce the model to generate prohibited outputs and thereby extract illegal or unethical information, reversing safety controls into an access channel.","The risk that attackers induce the model to generate prohibited outputs and thereby extract illegal or unethical information, reversing safety controls into an access channel.",
SRC-P-0090,RAI4-1354,Physical,SPACING_FIX,ACCEPT,대규모 사이버 범죄 오용 리스크,대규모 사이버범죄 오용,Cybercrime misuse at scale,Cybercrime misuse at scale,악의적 행위자가 생성 모델을 탈옥시켜 민감· 유해 콘텐츠와 표적 맞춤형 설득 자료를 생산함으로써 사이버 범죄를 저비용· 대규모로 수행하는 리스크.,악의적 행위자가 생성 모델을 탈옥시켜 민감·유해 콘텐츠와 표적 맞춤형 설득 자료를 생산함으로써 사이버 범죄를 저비용·대규모로 수행하는 리스크.,"The risk that malicious actors jailbreak generative models to produce sensitive or harmful content and generate persuasive, individually tailored material, conducting cybercrime efficiently at scale and reduced cost.","The risk that malicious actors jailbreak generative models to produce sensitive or harmful content and generate persuasive, individually tailored material, conducting cybercrime efficiently at scale and reduced cost.",
