Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After
Agentic,52,A_SYS_AUTH_012,OS 수준 유해 컴퓨터 사용 행동,A_SYS_AUTH,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_AUTH_013,OS 수준 유해 컴퓨터 사용 행동,A_SYS_AUTH
Agentic,53,A_SYS_AUTH_013,AI 에이전트의 무단 거래·약정 체결,A_SYS_AUTH,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_AUTH_014,AI 에이전트의 무단 거래·약정 체결,A_SYS_AUTH
Agentic,54,A_SYS_AUTH_014,제어되지 않은 하위 에이전트 생성,A_SYS_AUTH,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_AUTH_015,제어되지 않은 하위 에이전트 생성,A_SYS_AUTH
Agentic,55,A_SYS_AUTH_015,자율 행동 범위의 안전하지 않은 확장,A_SYS_AUTH,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_AUTH_016,자율 행동 범위의 안전하지 않은 확장,A_SYS_AUTH
Agentic,56,A_SYS_AUTH_016,에이전트의 안전하지 않은 도구 사용,A_SYS_AUTH,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_AUTH_017,에이전트의 안전하지 않은 도구 사용,A_SYS_AUTH
Agentic,57,A_SYS_DECEPT_001,에이전트 메모리·컨텍스트 오염,A_SYS_DECEPT,General AI의 Security and Adversarial Robustness Failure로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_SECADV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_040,에이전트 메모리·컨텍스트 오염,G_SYS_SECADV
Agentic,58,A_SYS_DECEPT_002,에이전트 계획·툴체인 하이재킹,A_SYS_DECEPT,General AI의 Security and Adversarial Robustness Failure로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_SECADV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_041,에이전트 계획·툴체인 하이재킹,G_SYS_SECADV
Agentic,59,A_SYS_DECEPT_003,에이전트의 범죄 지원,A_SYS_DECEPT,General AI의 Security and Adversarial Robustness Failure로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_SECADV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_042,에이전트의 범죄 지원,G_SYS_SECADV
Agentic,60,A_SYS_DECEPT_004,인지 편향 악용에 의한 기만,A_SYS_DECEPT,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_DECEPT_006,인지 편향 악용에 의한 기만,A_SYS_DECEPT
Agentic,61,A_SYS_DECEPT_005,감독 회피를 위한 AI 에이전트의 기만적 정렬,A_SYS_DECEPT,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_DECEPT_007,감독 회피를 위한 AI 에이전트의 기만적 정렬,A_SYS_DECEPT
Agentic,62,A_SYS_DECEPT_006,자체 시뮬레이션을 통한 기만적 정렬,A_SYS_DECEPT,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_DECEPT_008,자체 시뮬레이션을 통한 기만적 정렬,A_SYS_DECEPT
Agentic,63,A_SYS_GOAL_001,보상해킹·와이어헤딩에 의한 에이전트 목표 손상,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_006,보상해킹·와이어헤딩에 의한 에이전트 목표 손상,A_SYS_GOAL
Agentic,64,A_SYS_GOAL_002,통제 미집행에 의한 목표 오정렬 및 창발 행동,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_007,통제 미집행에 의한 목표 오정렬 및 창발 행동,A_SYS_GOAL
Agentic,65,A_SYS_GOAL_003,자율적 장기 목표 이탈,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_008,자율적 장기 목표 이탈,A_SYS_GOAL
Agentic,66,A_SYS_GOAL_004,재귀적 자기개선에 의한 창발적 독립성,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_009,재귀적 자기개선에 의한 창발적 독립성,A_SYS_GOAL
Agentic,67,A_SYS_GOAL_005,에뮬레이션 도구 환경 불일치,A_SYS_GOAL,General AI- Evaluation and Assurance Failure 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_EVAL.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_040,에뮬레이션 도구 환경 불일치,G_SYS_EVAL
Agentic,68,A_SYS_GOAL_006,영향력 확보를 위한 환경 자기모델링,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_010,영향력 확보를 위한 환경 자기모델링,A_SYS_GOAL
Agentic,69,A_SYS_GOAL_007,AGI 목표 안전성 확보 실패,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_011,AGI 목표 안전성 확보 실패,A_SYS_GOAL
Agentic,70,A_SYS_GOAL_008,목표 드리프트,A_SYS_GOAL,L3 Goal Misalignment 정의와 유사하여 제거,DELETE_APPLIED,Reviewer states that it duplicates the L3 Goal Misalignment definition.,Deleted,Deleted,,,
Agentic,71,A_SYS_GOAL_009,목표 범위 확장 성향,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_012,목표 범위 확장 성향,A_SYS_GOAL
Agentic,72,A_SYS_GOAL_010,분포 이동에서의 목표 오일반화와 기만적 정 렬,A_SYS_GOAL,Agentic AI - Deception and Scheming로 이관,INTENT_CORRECTION_REWRITE_TRANSFER_APPLIED,검수자의 A_SYS_DECEPT 이관 의도를 반영하되 원문에서 지지되는 기만적 정렬 부분만 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_DECEPT_009,분포 이동에서의 기만적 정렬,A_SYS_DECEPT
Agentic,73,A_SYS_GOAL_011,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_013,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,A_SYS_GOAL
Agentic,74,A_SYS_GOAL_012,메사 최적화 목표 불일치,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_014,메사 최적화 목표 불일치,A_SYS_GOAL
Agentic,75,A_SYS_GOAL_013,인간 가치와의 AI 목표 오정렬,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_015,인간 가치와의 AI 목표 오정렬,A_SYS_GOAL
Agentic,76,A_SYS_GOAL_014,자연어 목표 과소지정에 의한 부정적 부수효 과,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_016,자연어 목표 과소지정에 의한 부정적 부수효 과,A_SYS_GOAL
Agentic,77,A_SYS_GOAL_015,에이전트형 LLM 자율성 확대의 안전,A_SYS_GOAL,Agentic - Excessive Authority and Agency 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_AUTH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_AUTH_018,에이전트형 LLM 자율성 확대의 안전,A_SYS_AUTH
Agentic,78,A_SYS_GOAL_016,안전 강화학습 제약 위반,A_SYS_GOAL,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_GOAL_017,안전 강화학습 제약 위반,A_SYS_GOAL
Agentic,79,A_SYS_GOAL_017,종료·수정 저항을 통한 자기 보존 성향,A_SYS_GOAL,Agentic - Excessive Authority and Agency 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_AUTH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_AUTH_019,종료·수정 저항을 통한 자기 보존 성향,A_SYS_AUTH
Agentic,80,A_SYS_GOAL_018,에이전트 집단 수준의 의도치 않은 창발적 목표·역량,A_SYS_GOAL,,UNCHANGED,No second-round change request.,,Agentic,A_SYS_GOAL_018,에이전트 집단 수준의 의도치 않은 창발적 목표·역량,A_SYS_GOAL
Agentic,81,A_SYS_GOAL_019,에이전트 안전의 사용자 의도 오분류,A_SYS_GOAL,,UNCHANGED,No second-round change request.,,Agentic,A_SYS_GOAL_019,에이전트 안전의 사용자 의도 오분류,A_SYS_GOAL
Agentic,82,A_SYS_SELFCOR_001,에이전트의 종료·교정 저항,A_SYS_SELFCOR,Agentic - Excessive Authority and Agency 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_AUTH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_AUTH_020,에이전트의 종료·교정 저항,A_SYS_AUTH
Agentic,83,A_SYS_SELFCOR_002,에이전트 위험 인식 실패,A_SYS_SELFCOR,General AI - Context-Awareness Failure로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_CONTEXT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_CONTEXT_007,에이전트 위험 인식 실패,G_SYS_CONTEXT
Agentic,84,A_SYS_SELFCOR_003,에이전트 자기수정 신뢰성 문제,A_SYS_SELFCOR,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_SELFCOR_001,에이전트 자기수정 신뢰성 문제,A_SYS_SELFCOR
Agentic,85,A_SYS_SELFCOR_004,감독 회피·수정 저항,A_SYS_SELFCOR,Agentic - Excessive Authority and Agency 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_AUTH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_AUTH_021,감독 회피·수정 저항,A_SYS_AUTH
Agentic,86,A_SYS_SELFCOR_005,위험 소스 귀인 실패,A_SYS_SELFCOR,Agentic AI - Accountability and Traceability Gap로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_TRACE.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_TRACE_001,위험 소스 귀인 실패,A_SYS_TRACE
Agentic,87,A_SYS_SELFCOR_006,AI 에이전트 메모리의 자기 교정 실패,A_SYS_SELFCOR,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_SELFCOR_002,AI 에이전트 메모리의 자기 교정 실패,A_SYS_SELFCOR
Agentic,88,A_SYS_TRACE_001,자율 에이전트 책임성 구현 공백,A_SYS_TRACE,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_TRACE_002,자율 에이전트 책임성 구현 공백,A_SYS_TRACE
Agentic,89,A_SYS_TRACE_002,자율 시스템 피해에 대한 책임·배상 공백,A_SYS_TRACE,,UNCHANGED,No second-round change request.,L4_ID,Agentic,A_SYS_TRACE_003,자율 시스템 피해에 대한 책임·배상 공백,A_SYS_TRACE
Agentic,90,A_SYS_TRACE_003,AI 시스템의 결정과 실패에 대한 책임 공백,A_SYS_TRACE,general - Governance and Accountability Void 로 이관,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_GOV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_022,AI 시스템의 결정과 실패에 대한 책임 공백,G_SOC_GOV
Agentic,91,A_SYS_TRACE_004,의사결정 이해 불능,A_SYS_TRACE,,UNCHANGED,No second-round change request.,,Agentic,A_SYS_TRACE_004,의사결정 이해 불능,A_SYS_TRACE
Physical,2,P_INT_SAFETY_001,보조 로봇 개입 타이밍 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_001,보조 로봇 개입 타이밍 실패,P_INT_SAFETY
Physical,3,P_INT_SAFETY_002,제어 장벽 함수 안전필터 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_002,제어 장벽 함수 안전필터 실패,P_INT_SAFETY
Physical,4,P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY
Physical,5,P_INT_SAFETY_004,로봇의 충돌 회피·운행구역 통제 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_004,로봇의 충돌 회피·운행구역 통제 실패,P_INT_SAFETY
Physical,6,P_INT_SAFETY_005,물리적 위험의 감지·예측 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,,Physical,P_INT_SAFETY_005,물리적 위험의 감지·예측 실패,P_INT_SAFETY
Physical,7,P_INT_SAFETY_006,희귀 가정 상해의 전조 감지 실패,P_INT_SAFETY,가정용 에이전트 용어를 일반적인 용어로 변경. 예를 들면 '로봇' 또는 '체화형 AI 에이전트' 또는 '체화형 에이전트',INTENT_CORRECTION_REWRITE_TERMINOLOGY_ONLY_APPLIED,"The reviewer requested terminology generalisation only; the original precursor-detection, warning, and intervention mechanism is preserved.",L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_024,희귀 가정 상해의 전조 감지 실패,P_INT_SAFETY
Physical,8,P_INT_SAFETY_007,구현체별 역할·권한 제약 집행 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_006,구현체별 역할·권한 제약 집행 실패,P_INT_SAFETY
Physical,9,P_INT_SAFETY_008,인간-로봇 상호 행동 모델링 미흡,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_007,인간-로봇 상호 행동 모델링 미흡,P_INT_SAFETY
Physical,10,P_INT_SAFETY_009,위험 지시 거부 실패,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_008,위험 지시 거부 실패,P_INT_SAFETY
Physical,11,P_INT_SAFETY_010,안전 규칙의 행동 변환 실패,P_INT_SAFETY,한국어 리스크 정의 용어의 일관성 유지. 체화형 에이전트 또는 embodied 에이전트,INTENT_CORRECTION_REWRITE_TERMINOLOGY_ONLY_APPLIED,The reviewer requested terminology standardisation only; the language-goal-to-physical-safety-constraint transformation mechanism is preserved.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_025,안전 규칙의 행동 변환 실패,P_INT_SAFETY
Physical,12,P_INT_SAFETY_011,장면 변화 시 인간 행동 모방 실패,P_INT_SAFETY,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_003,장면 변화 시 인간 행동 모방 실패,P_Others
Physical,13,P_INT_SAFETY_012,인간 접촉 안전 통제 미흡,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_009,인간 접촉 안전 통제 미흡,P_INT_SAFETY
Physical,14,P_INT_SAFETY_013,배포 전 물리적 안전 시험 미흡,P_INT_SAFETY,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_004,배포 전 물리적 안전 시험 미흡,P_Others
Physical,15,P_INT_SAFETY_014,시각 장면의 안전 판단 오류,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_010,시각 장면의 안전 판단 오류,P_INT_SAFETY
Physical,16,P_INT_SAFETY_015,런타임 안전 모니터 실패,P_INT_SAFETY,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_005,런타임 안전 모니터 실패,P_Others
Physical,17,P_INT_SAFETY_016,안전-성능 균형 실패,P_INT_SAFETY,"(유지) (jw) l3와 무관하며, general에 해당해보임",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_006,안전-성능 균형 실패,P_Others
Physical,18,P_INT_SAFETY_017,전신 이동 충돌,P_INT_SAFETY,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_SAFETY_011,전신 이동 충돌,P_INT_SAFETY
Physical,19,P_INT_TAMPER_001,로봇 인지 겨냥 적대 패치 공격,P_INT_TAMPER,"(유지) (jw) l3와 무관하며, security에 해당해보임",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,유지·삭제·이관 의견이 충돌하므로 원문을 보존해 P_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_007,로봇 인지 겨냥 적대 패치 공격,P_Others
Physical,20,P_INT_TAMPER_002,자동화된 표적 스토킹·물리적 위협,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_001,자동화된 표적 스토킹·물리적 위협,P_INT_TAMPER
Physical,21,P_INT_TAMPER_003,핵심 인프라 로봇 사이버 사보타주,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_002,핵심 인프라 로봇 사이버 사보타주,P_INT_TAMPER
Physical,22,P_INT_TAMPER_004,피지컬 AI의 파괴·학대 행동,P_INT_TAMPER,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_TEXT_EDIT_APPLIED,비인간 물리 자산을 title에 명시하되 P_INT_TAMPER master와 주체 방향이 충돌하므로 P_Others/HD로 보류한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_008,비인간 물리 자산에 대한 피지컬 AI의 파괴·변조,P_Others
Physical,23,P_INT_TAMPER_005,불법·유해 물리 요청의 수용·실행,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_003,불법·유해 물리 요청의 수용·실행,P_INT_TAMPER
Physical,24,P_INT_TAMPER_006,로봇 군집 하이재킹,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_004,로봇 군집 하이재킹,P_INT_TAMPER
Physical,25,P_INT_TAMPER_007,유해 행동 재구성 공격,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_005,유해 행동 재구성 공격,P_INT_TAMPER
Physical,26,P_INT_TAMPER_008,모델 절취·변조,P_INT_TAMPER,"General 영역으로 이동, 적합한 L3와 매핑할 것",L3_REASSIGN_APPLIED,Human review specifies only the destination L1 or multiple L3s; routed conservatively to G_Others/HD.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_142,모델 절취·변조,G_Others
Physical,27,P_INT_TAMPER_009,인지-행동 순서 조작 공격,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_006,인지-행동 순서 조작 공격,P_INT_TAMPER
Physical,28,P_INT_TAMPER_010,장면 의미 조작 공격,P_INT_TAMPER,(유지),KEEP_CONFIRMED,Reviewer explicitly confirmed retention.,L4_ID,Physical,P_INT_TAMPER_007,장면 의미 조작 공격,P_INT_TAMPER
Physical,29,P_INT_TAMPER_011,로봇 능력의 무기화,P_INT_TAMPER,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",INTENT_CORRECTION_MOVE_TO_OTHERS_HD_TEXT_EDIT_APPLIED,문장과 띄어쓰기만 정제한다. 원 L3 master와 직접 충돌하므로 의미를 바꾸지 않고 P_Others/HD로 보류한다.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Physical,P_Others_009,로봇 능력의 무기화,P_Others
Physical,30,P_Others_001,휴머노이드 안전 시험·인증·집행 체계 부재,P_Others,L3 하드웨어/기계 무결성 결함으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_HARDWARE.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_HARDWARE_001,휴머노이드 안전 시험·인증·집행 체계 부재,P_SYS_HARDWARE
Physical,31,P_Others_002,상위 안전 지시의 해석 불명확,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_002,상위 안전 지시의 해석 불명확,P_SYS_CONTROL
Physical,32,P_Others_003,클라우드 오프로드 의존 실패,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_003,클라우드 오프로드 의존 실패,P_SYS_CONTROL
Physical,33,P_Others_004,명령의 구현체별 하드웨어 한계 초과,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_004,명령의 구현체별 하드웨어 한계 초과,P_SYS_CONTROL
Physical,34,P_Others_005,기계 안전·AI 적합성 의무 충돌,P_Others,,UNCHANGED,No second-round change request.,L4_ID,Physical,P_Others_001,기계 안전·AI 적합성 의무 충돌,P_Others
Physical,35,P_Others_006,단일 로봇 내부의 시각·접촉 신호 충돌,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_005,단일 로봇 내부의 시각·접촉 신호 충돌,P_SYS_CONTROL
Physical,36,P_Others_007,인구집단별 피지컬 서비스·안전 격차,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_012,인구집단별 피지컬 서비스·안전 격차,P_INT_SAFETY
Physical,37,P_Others_008,설계 단계 명세 오류,P_Others,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),TEXT_EDIT_APPLIED,Reviewer-confirmed direct text edit applied.,L4_Title_ko; Mapping evidence; L4_ID,Physical,P_Others_002,피지컬AI 시스템 설계 단계 명세 오류,P_Others
Physical,38,P_Others_009,물리 운용 환경 분포 이동,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_006,물리 운용 환경 분포 이동,P_SYS_CONTROL
Physical,39,P_Others_010,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,P_Others,L4 물리 상태 추정 센서 융합 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_STATE.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_STATE_001,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,P_SYS_STATE
Physical,40,P_Others_011,소셜 AI의 사용자 애착 악용,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_013,소셜 AI의 사용자 애착 악용,P_INT_SAFETY
Physical,41,P_Others_012,물리적 위험에 대한 적시 대응 실패,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_007,물리적 위험에 대한 적시 대응 실패,P_SYS_CONTROL
Physical,42,P_Others_013,헌법적 안전 규칙 집행 실패,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_014,헌법적 안전 규칙 집행 실패,P_INT_SAFETY
Physical,43,P_Others_014,필수 돌봄·상황 보고 미이행,P_Others,L3 인간-로봇 물리 안전 실패로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_INT_SAFETY.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_INT_SAFETY_015,필수 돌봄·상황 보고 미이행,P_INT_SAFETY
Physical,44,P_Others_015,가정 내 로봇 행동 안전성 평가의 위음성,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_008,가정 내 로봇 행동 안전성 평가의 위음성,P_SYS_CONTROL
Physical,45,P_Others_016,기반 모델 실패의 로봇 행동 전이,P_Others,L3 안전하지 않은 물리 제어 구동으로 분류,L3_REASSIGN_APPLIED,Explicit human-review transfer to P_SYS_CONTROL.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,Physical,P_SYS_CONTROL_009,기반 모델 실패의 로봇 행동 전이,P_SYS_CONTROL
