원본추적ID,source_row_id,source_l4_id,target_domain,title_ko,title_en,description_ko,description_en,대안_리스크명칭_ko,대안_리스크명칭_en,대안_정의_ko,대안_정의_en,변경유형,근거(법령·가이드라인),비고
KTSPACE-General:SRC-G-0509,SRC-G-0509,new,General,AI 매개자해 수단 및 방법 제공 리스크,AI-mediated provision of means and methods for self-harm,AI 시스템이 자해 수단 및 방법 제공 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving provision of means and methods for self-harm, causing harm to an individual's life or physical and psychological well-being.",AI 매개 자해 수단 및 방법 제공,AI-mediated provision of means and methods for self-harm,AI 시스템이 자해 수단 및 방법 제공 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving provision of means and methods for self-harm, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0510,SRC-G-0510,new,General,AI 매개자해및자살의미화· 정당화 리스크,AI-mediated glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 의미화· 정당화 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving glorification or justification of self-harm and suicide, causing harm to an individual's life or physical and psychological well-being.",AI 매개 자해 및 자살의 미화·정당화,AI-mediated glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 의미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving glorification or justification of self-harm and suicide, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0511,SRC-G-0511,new,General,AI 매개자해 은폐 및 회피 전략 리스크,AI-mediated concealment and avoidance strategies for self-harm,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving concealment and avoidance strategies for self-harm, causing harm to an individual's life or physical and psychological well-being.",AI 매개 자해 은폐 및 회피 전략,AI-mediated concealment and avoidance strategies for self-harm,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving concealment and avoidance strategies for self-harm, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0512,SRC-G-0512,new,General,AI 매개 자살 준비 및 사전 행위 리스크,AI-mediated preparations and preliminary acts of suicide,AI 시스템이 자살 준비 및 사전 행위 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving preparations and preliminary acts of suicide, causing harm to an individual's life or physical and psychological well-being.",AI 매개 자살 준비 및 사전 행위,AI-mediated preparations and preliminary acts of suicide,AI 시스템이 자살 준비 및 사전 행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving preparations and preliminary acts of suicide, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0513,SRC-G-0513,new,General,AI 매개 섭식 장애 및 자기 파괴적 건강 행위 리스크,AI-mediated eating disorders and self-destructive health behaviors,AI 시스템이 섭식 장애 및 자기 파괴적 건강 행위 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving eating disorders and self-destructive health behaviors, causing harm to an individual's life or physical and psychological well-being.",AI 매개 섭식장애 및 자기파괴적 건강행위,AI-mediated eating disorders and self-destructive health behaviors,AI 시스템이 섭식 장애 및 자기파괴적 건강 행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving eating disorders and self-destructive health behaviors, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0514,SRC-G-0514,new,General,AI 매개자해· 자살 커뮤니티 및 사회적 조장 리스크,AI-mediated self-harm and suicide communities and social encouragement,AI 시스템이 자해· 자살 커뮤니티 및 사회적 조장 관련 콘텐츠· 판단· 행동을 생성· 조장· 정상화하거나 구체적으로 지원하여 개인의 생명과 신체· 정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving self-harm and suicide communities and social encouragement, causing harm to an individual's life or physical and psychological well-being.",AI 매개 자해·자살 커뮤니티 및 사회적 조장,AI-mediated self-harm and suicide communities and social encouragement,AI 시스템이 자해·자살 커뮤니티 및 사회적 조장 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving self-harm and suicide communities and social encouragement, causing harm to an individual's life or physical and psychological well-being.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0515,SRC-G-0515,new,General,인종· 민족 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on race and ethnicity,AI 시스템이 인종· 민족을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on race and ethnicity, undermining dignity and fair treatment.",인종·민족 기반 적대·차별적 표상,Hostility and discriminatory representation based on race and ethnicity,AI 시스템이 인종·민족을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on race and ethnicity, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0516,SRC-G-0516,new,General,국적· 출신국 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on nationality · country of origin,AI 시스템이 국적· 출신국을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on nationality · country of origin, undermining dignity and fair treatment.",국적·출신국 기반 적대·차별적 표상,Hostility and discriminatory representation based on nationality · country of origin,AI 시스템이 국적·출신국을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on nationality · country of origin, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0517,SRC-G-0517,new,General,지역· 출신 지역 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on region/place of origin,AI 시스템이 지역· 출신 지역을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on region/place of origin, undermining dignity and fair treatment.",지역·출신지역 기반 적대·차별적 표상,Hostility and discriminatory representation based on region/place of origin,AI 시스템이 지역·출신지역을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on region/place of origin, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0518,SRC-G-0518,new,General,성별 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on gender,AI 시스템이 성별을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on gender, undermining dignity and fair treatment.",성별 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender,AI 시스템이 성별을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on gender, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0519,SRC-G-0519,new,General,성 정체성· 성적 지향 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on gender identity and sexual orientation,AI 시스템이 성 정체성· 성적 지향을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on gender identity and sexual orientation, undermining dignity and fair treatment.",성정체성·성적지향 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender identity and sexual orientation,AI 시스템이 성 정체성·성적지향을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on gender identity and sexual orientation, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0520,SRC-G-0520,new,General,연령 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on age,AI 시스템이 연령을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on age, undermining dignity and fair treatment.",연령 기반 적대·차별적 표상,Hostility and discriminatory representation based on age,AI 시스템이 연령을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on age, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0521,SRC-G-0521,new,General,장애 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on disability,AI 시스템이 장애 을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on disability, undermining dignity and fair treatment.",장애 기반 적대·차별적 표상,Hostility and discriminatory representation based on disability,AI 시스템이 장애 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on disability, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0522,SRC-G-0522,new,General,종교 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on religion,AI 시스템이 종교 을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",종교 기반 적대·차별적 표상,Hostility and discriminatory representation based on religion,AI 시스템이 종교 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0523,SRC-G-0523,new,General,사회 경제적 지위 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on socioeconomic status,AI 시스템이 사회 경제적 지위 을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on socioeconomic status, undermining dignity and fair treatment.",사회경제적 지위 기반 적대·차별적 표상,Hostility and discriminatory representation based on socioeconomic status,AI 시스템이 사회경제적 지위 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on socioeconomic status, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0524,SRC-G-0524,new,General,직업 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on occupation,AI 시스템이 직업을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on occupation, undermining dignity and fair treatment.",직업 기반 적대·차별적 표상,Hostility and discriminatory representation based on occupation,AI 시스템이 직업을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on occupation, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0525,SRC-G-0525,new,General,정치적 성향 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on political orientation,AI 시스템이 정치적 성향을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on political orientation, undermining dignity and fair treatment.",정치적 성향 기반 적대·차별적 표상,Hostility and discriminatory representation based on political orientation,AI 시스템이 정치적 성향을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on political orientation, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0526,SRC-G-0526,new,General,가족 상태 및 가정 형태 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on family status and household structure,AI 시스템이 가족 상태 및 가정 형태 을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on family status and household structure, undermining dignity and fair treatment.",가족 상태 및 가정 형태 기반 적대·차별적 표상,Hostility and discriminatory representation based on family status and household structure,AI 시스템이 가족 상태 및 가정 형태 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on family status and household structure, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0527,SRC-G-0527,new,General,학력 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on educational background,AI 시스템이 학력을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on educational background, undermining dignity and fair treatment.",학력 기반 적대·차별적 표상,Hostility and discriminatory representation based on educational background,AI 시스템이 학력을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on educational background, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0528,SRC-G-0528,new,General,건강 상태 기반적 대· 차별적 표상 리스크,Risk of hostility and discriminatory representation based on health status,AI 시스템이 건강 상태 을 이유로 개인· 집단에 대한 적대감· 경멸· 비하· 배제 또는 차별적 표상을 생성· 강화· 정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on health status, undermining dignity and fair treatment.",건강 상태 기반 적대·차별적 표상,Hostility and discriminatory representation based on health status,AI 시스템이 건강 상태을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,"The risk that an AI system generates, reinforces, or legitimizes hostility, contempt, degradation, exclusion, or discriminatory representations based on health status, undermining dignity and fair treatment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0529,SRC-G-0529,new,General,AI 매개 정치적 선전 및 편향적 설득 리스크,AI-mediated political propaganda and biased persuasion,AI 시스템이 정치적 선전 및 편향적 설득 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political propaganda and biased persuasion, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 정치적 선전 및 편향적 설득,AI-mediated political propaganda and biased persuasion,AI 시스템이 정치적 선전 및 편향적 설득 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political propaganda and biased persuasion, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0530,SRC-G-0530,new,General,AI 매개 정치적 허위 정보 및 여론 조작 리스크,AI-mediated political misinformation and manipulation of public opinion,AI 시스템이 정치적 허위 정보 및 여론 조작 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political misinformation and manipulation of public opinion, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 정치적 허위정보 및 여론조작,AI-mediated political misinformation and manipulation of public opinion,AI 시스템이 정치적 허위 정보 및 여론 조작 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political misinformation and manipulation of public opinion, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0531,SRC-G-0531,new,General,AI 매개 선거 및 민주적 절차 방해 리스크,AI-mediated interference with elections and democratic processes,AI 시스템이 선거 및 민주적 절차 방해 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving interference with elections and democratic processes, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 선거 및 민주적 절차 방해,AI-mediated interference with elections and democratic processes,AI 시스템이 선거 및 민주적 절차 방해 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving interference with elections and democratic processes, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0532,SRC-G-0532,new,General,AI 매개 정치인 및 공직자 명예 훼손 리스크,AI-mediated defamation of politicians and public officials,AI 시스템이 정치인 및 공직자 명예 훼손 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving defamation of politicians and public officials, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 정치인 및 공직자 명예훼손,AI-mediated defamation of politicians and public officials,AI 시스템이 정치인 및 공직자 명예 훼손 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving defamation of politicians and public officials, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0533,SRC-G-0533,new,General,AI 매개 정치적 폭력 및 극단주의 조장 리스크,AI-mediated promotion of political violence and extremism,AI 시스템이 정치적 폭력 및 극단주의 조장 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving promotion of political violence and extremism, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 정치적 폭력 및 극단주의 조장,AI-mediated promotion of political violence and extremism,AI 시스템이 정치적 폭력 및 극단주의 조장 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving promotion of political violence and extremism, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0534,SRC-G-0534,new,General,AI 매개 정치적 탄압 및 권리 침해 조장 리스크,AI-mediated encouragement of political oppression and rights violations,AI 시스템이 정치적 탄압 및 권리 침해 조장 관련 콘텐츠· 판단· 행동을 생성· 확산· 조장하거나 실행을 지원하여 민주적 의사 결정· 시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving encouragement of political oppression and rights violations, undermining democratic decision-making, civic order, or fundamental rights.",AI 매개 정치적 탄압 및 권리 침해 조장,AI-mediated encouragement of political oppression and rights violations,AI 시스템이 정치적 탄압 및 권리 침해 조장 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving encouragement of political oppression and rights violations, undermining democratic decision-making, civic order, or fundamental rights.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0535,SRC-G-0535,new,General,감정 및 공감 능력의 허위 표상· 의인화 리스크,Risk of anthropomorphic misrepresentation of emotions and empathy skills,AI 시스템이 실제로 보유하지 않은 감정 및 공감 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰· 의존· 애착을 유발하는 리스크.,"The risk that an AI system presents itself as possessing emotions and empathy skills beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",감정 및 공감 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of emotions and empathy skills,AI 시스템이 실제로 보유하지 않은 감정 및 공감 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,"The risk that an AI system presents itself as possessing emotions and empathy skills beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",SPACING_FIX,표기 교정(원문 대조 복원),
KTSPACE-General:SRC-G-0536,SRC-G-0536,new,General,"자의식, 자율성 및 독립적 의사 결정의 허위 표상· 의인화 리스크","Risk of anthropomorphic misrepresentation of self-awareness, autonomy, and independent decision-making","AI 시스템이 실제로 보유하지 않은 자의식, 자율성 및 독립적 의사 결정을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰· 의존· 애착을 유발하는 리스크.","The risk that an AI system presents itself as possessing self-awareness, autonomy, and independent decision-making beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.","자의식, 자율성 및 독립적 의사 결정의 허위 표상·의인화","Anthropomorphic misrepresentation of self-awareness, autonomy, and independent decision-making","AI 시스템이 실제로 보유하지 않은 자의식, 자율성 및 독립적 의사 결정을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.","The risk that an AI system presents itself as possessing self-awareness, autonomy, and independent decision-making beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",SPACING_FIX,표기 교정(원문 대조 복원),
