source_l4_id,facet,act_type,title_ko,title_en,description_ko,description_en,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,instruction_prompt,coverage_change,source_domain,source_row_id,source_l4_ids,transformation_action,transformation_rationale,terminology_sources,l3_candidate_hint,target_domain,domain_route_basis,definition_l3_anchor_id,definition_l3_anchor_score,definition_grounding_action
RAI4-1547,,,모델 확산에 의한 이중용도 역량의 저비용 확 산,Low-cost diffusion of dual-use capabilities through model proliferation,"오픈 소스·오픈 웨이 트 GPAI 모델의 확산으로 비전문가가 최소 비용으로 이중 용도 역량에 접근하고, 기반 모델의 개조를 통해 독소 합성용 단백질 서열 생성 등 위험한 용도로 전용되는 리스크.",The risk that proliferation of open-source or open-weight GPAI models gives non-experts low-cost access to dual-use capabilities and allows base models to be modified for dangerous uses such as generating candidate protein sequences for toxin synthesis.,"오픈소스·오픈웨이트 GPAI 모델의 확산으로 비전문가가 최소 비용으로 이중용도 역량에 접근하고, 기반 모델의 개조를 통해 독소 합성 용 단백질 서열 생성 등 위험한 용도로 전용되 는 리스크.",The risk that proliferation of open-source or open-weight GPAI models gives nonexperts low-cost access to dual-use capabilities and allows base models to be modified for dangerous uses such as generating candidate protein sequences for toxin synthesis.,False,False,1,,,general 영역으로 이동 — 오픈소스·오픈웨이트 GPAI 확산으로 비전문가가 이중용도 역량(예: 독소 단백질 서열 생성)에 접근하는 것은 물리 AI 한정 리스크가 아님,,Physical,SRC-P-0118,RAI4-1547,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,G_INT_WEAP,General,INSTRUCTION_PROMPT,G_INT_WEAP,0.603759,L3_MASTER_VALIDATED
RAI4-1550,,,기반 모델 취약성에 기인한 인프라 공통원인 장애,Common-mode infrastructure failure from underlying model vulnerabilities,중요 인프라가 GPAI에 의존할 때 기반 모델 아키텍처나 훈련 설정의 취약성·견고성 문제가 우발적 경계 사례나 적대적 입력에 의해 촉발되어 공통 원인 장애로 이어지는 리스크.,"The risk that vulnerabilities or robustness issues in the underlying model architecture or training setup produce common-mode failures across critical infrastructure relying on GPAI, triggered accidentally in edge cases or by adversarial inputs.",중요 인프라가 GPAI에 의존할 때 기반 모델 아키텍처나 훈련 설정의 취약성·견고성 문제 가 우발적 경계사례나 적대적 입력에 의해 촉 발되어 공통원인 장애로 이어지는 리스크.,"The risk that vulnerabilities or robustness issues in the underlying model architecture or training setup produce common-mode failures across critical infrastructure relying on GPAI, triggered accidentally in edge cases or by adversarial inputs.",False,False,1,,,general 영역으로 이동 — 기반 모델 아키텍처·훈련 설정의 취약성이 GPAI 의존 인프라의 공통원인 장애로 이어지는 것은 물리 AI 한정 리스크가 아님,,Physical,SRC-P-0119,RAI4-1550,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SYS_SECADV,0.671568,L3_MASTER_VALIDATED
RAI4-1561,,,취약점 자동 탐지·악용에 의한 사이버공격 확대,Cyberattack scaling through automated vulnerability discovery and exploitation,GPAI가 소프트웨어 취약점의 자동 발견과 악성 코드 자동 개발을 지원하여 악의적 행위자의 사이버 공격이 저비용으로 대규모화되고 피해가 증대되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which GPAI aids automated discovery of software vulnerabilities and automated malware development, allowing malicious actors to scale cyberattacks at low cost and increase their impact.",GPAI가 소프트웨어 취약점의 자동 발견과 악 성코드 자동 개발을 지원하여 악의적 행위자 의 사이버공격이 저비용으로 대규모화되고 피해가 증대되는 리스크.,"The risk that GPAI aids automated discovery of software vulnerabilities and automated malware development, allowing malicious actors to scale cyberattacks at low cost and increase their impact.",False,False,1,,,general 영역으로 이동 — GPAI의 취약점 자동 탐지·악성코드 자동 개발 지원으로 사이버공격이 대규모화되는 것은 물리 AI 한정 리스크가 아님,,Physical,SRC-P-0120,RAI4-1561,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,INSTRUCTION_PROMPT,G_SYS_SECADV,0.633458,L3_MASTER_AI_REWRITE
RAI4-0180,,,희귀 가정 상해의 전조 감지 실패,Failure to detect rare household injury precursors,가정용 에이전트가 드물지만 가능한 낙상·중독·화상·열 상·압착 사고의 전조를 감지하지 못해 경고하거나 개입하지 않는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a household agent fails to detect early signs of rare but plausible falls, poisoning, burns, lacerations, or crush events and therefore does not warn or intervene.",가정용 에이전트가 드물지만 가능한 낙상·중 독·화상·열상·압착 사고의 전조를 감지하지 못 해 경고하거나 개입하지 않는 위험.,"A household agent fails to detect early signs of rare but plausible falls, poisoning, burns, lacerations, or crush events and therefore does not warn or intervene.",False,False,,,,,,Physical,SRC-P-0121,RAI4-0180,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_INT_SAFETY,0.622106,L3_MASTER_AI_REWRITE
RAI4-0181,,,물리적 위험의 감지·예측 실패,Failure to detect or anticipate physical hazards,"로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 멀티 모달·체화형 시스템이 텍스트·이미지·영상·센서 입력에 이미 나타난 위험 상태를 식별하지 못하거나 진행 중인 움직임·접촉·환경 변화가 곧 위험을 초래할 것을 예측하지 못한 채 행동을 선택하여, 충돌·손상·상해로 이어지는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a multimodal or embodied system neither identifies a hazardous condition already present in its text, image, video, or sensor input nor predicts that ongoing motion, contact, or environmental change will soon create one, selecting actions that end in collision, damage, or injury.","멀티모달·체화형 시스템이 텍스트·이미지·영상·센서 입력에 이미 나타난 위험 상태를 식별하지 못하거나 진행 중인 움직임·접촉·환경 변화가 곧 위험을 초래할 것을 예측하지 못한 채 행동을 선택하여, 충돌·손상·상해로 이어지는 리스크.","The risk that a multimodal or embodied system neither identifies a hazardous condition already present in its text, image, video, or sensor input nor predicts that ongoing motion, contact, or environmental change will soon create one, selecting actions that end in collision, damage, or injury.",False,False,,,,,,Physical,SRC-P-0122,RAI4-0181,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_INT_SAFETY,0.79613,L3_MASTER_AI_REWRITE
RAI4-0224,,,런타임 안전 모니터 실패,Runtime safety monitor failure,"로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 런 타임 안전 모니터가 속도·힘·이 격 거리·작업 공간·충돌·물체 사용·작업 프로토콜에 대한 제약을 감지·집행하지 못하여, 위해가 발생할 때까지 안전하지 않은 동작이 지속되는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which runtime safety monitors fail to detect or enforce constraints governing speed, force, separation, workspace, collision, object use, and task protocol, allowing unsafe motion to continue until harm occurs.","런타임 안전 모니터가 속도·힘·이격 거리·작업 공간·충돌·물체 사용·작업 프로토콜에 대한 제 약을 감지·집행하지 못하여, 위해가 발생할 때 까지 안전하지 않은 동작이 지속되는 리스크.","The risk that runtime safety monitors fail to detect or enforce constraints governing speed, force, separation, workspace, collision, object use, and task protocol, allowing unsafe motion to continue until harm occurs.",False,False,,,,,,Physical,SRC-P-0123,RAI4-0224,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_INT_SAFETY,0.755323,L3_MASTER_AI_REWRITE
RAI4-0234,,,제어 장벽 함수 안전필터 실패,Control barrier function safety-filter failure,제어 장벽 함수 기반 안전 계층이 인지·동역학·모델 불확실성 하에서 비안전 행동을 제약하지 못하는 리스크.,"The risk that a safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.",제어 장벽 함수 기반 안전 계층이 인지·동역학·모델 불확실성 하에서 비안전 행동을 제약하 지 못하는 리스크.,"The risk that a safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.",False,False,,,,,,Physical,SRC-P-0124,RAI4-0234,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,Physical,SOURCE_DOMAIN,P_INT_SAFETY,0.716644,L3_MASTER_VALIDATED
RAI4-0240,,,접촉 조작 힘 감지 실패,Contact-rich manipulation force-sensing failure,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 유발하는 리스크.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object damage.",접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압 력·파지·이동을 유발하는 리스크.,"The risk that a contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object damage.",False,False,,,,,,Physical,SRC-P-0125,RAI4-0240,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,P_SYS_STATE,Physical,SOURCE_DOMAIN,P_SYS_STATE,0.714055,L3_MASTER_AI_REWRITE
RAI4-0261,,,시뮬레이션-실세계 전이·검증 실패,Sim-to-real transfer and validation failure,"시뮬레이션에서 훈련·검증된 정책이 접촉·지연·마모·액추에이터에 관한 동일한 미모델링 가정을 공유하는 시뮬레이터 간 검사까지 통과하고도, 실제 마찰, 조명, 인간 행동, 롱 테 일 사건이 시뮬레이션과 달라지는 하드웨어 환경에서 실패하여 잘못된 안전 확신 속에 배포되는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a policy trained or validated in simulation, including across multiple simulators sharing the same unmodeled contact, delay, wear, or actuator assumptions, passes testing yet fails on real hardware where friction, lighting, human behavior, or long-tail events diverge, so it is deployed under false safety assurance.","시뮬레이션에서 훈련·검증된 정책이 접촉·지 연·마모·액추에이터에 관한 동일한 미모델링 가정을 공유하는 시뮬레이터 간 검사까지 통 과하고도, 실제 마찰, 조명, 인간 행동, 롱테일 사건이 시뮬레이션과 달라지는 하드웨어 환 경에서 실패하여 잘못된 안전 확신 속에 배포되는 리스크.","The risk that a policy trained or validated in simulation, including across multiple simulators sharing the same unmodeled contact, delay, wear, or actuator assumptions, passes testing yet fails on real hardware where friction, lighting, human behavior, or long-tail events diverge, so it is deployed under false safety assurance.",False,False,,,,,,Physical,SRC-P-0126,RAI4-0261,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_INT_SAFETY,0.729203,L3_MASTER_AI_REWRITE
RAI4-0278,,,가정 내 로봇 행동 안전성 평가의 위음성,False-negative safety evaluation of household robot actions,AI 안전성 분류기가 사람 접촉·열원·물체·작업 공간 제약을 위반하는 가정 내 로봇 행동을 안전하다고 잘못 판정하여 실제 위험 행동을 탐지하지 못하고 잘못된 안전성 확신을 유발하는 리스크.,"The risk that an AI safety classifier incorrectly labels a proposed household robot action as safe despite violations of human-contact, heat, object, or workspace constraints, failing to detect hazardous behaviour and producing false safety assurance.",안전 분류기가 알려진 대상물·인간 접촉·열·작 업 공간 제약을 위반하는 가정 내 제안 행동을 허용 가능한 것으로 잘못 판정하는 위험.,"A safety classifier labels a proposed household action as acceptable even though the action violates a known object, human-contact, heat, or workspace constraint.",False,False,,,,,,Physical,SRC-P-0127,RAI4-0278,REWRITE_KEEP|PEER_REVIEW|L3_MASTER_SCOPE_REWRITE,"Definition narrowed to the subject, mechanism, and adverse outcome of the immutable L3 master",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,G_SYS_EVAL,General,IMMUTABLE_L3_SCOPE_ROUTE,G_SYS_EVAL,0.733248,L3_MASTER_VALIDATED
RAI4-0321,,,악천후 인지 실패,Adverse weather perception failure,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 비·안개·눈부심·먼지·연기·저조도가카메라·라이다·레이더·촉각·오디오 인지를 저하시켜 비안전 행동을 유발하는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which rain, fog, glare, dust, smoke, or low light may degrade cameras, LiDAR, radar, tactile sensors, or audio perception, weakening real-time situational awareness.",비·안개·눈부심·먼지·연기·저조도가 카메라·라 이다·레이더·촉각·오디오 인지를 저하시켜 비 안전 행동을 유발하는 위험.,"Rain, fog, glare, dust, smoke, or low light may degrade cameras, LiDAR, radar, tactile sensors, or audio perception, weakening real-time situational awareness.",False,False,,,,,,Physical,SRC-P-0128,RAI4-0321,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_SYS_STATE,0.666974,L3_MASTER_AI_REWRITE
RAI4-0322,,,다중 센서 융합 상충,Multimodal sensor fusion conflict,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 카메라·라이다·레이더·촉각·자기 수용 신호의 충돌이 불안정한 장면 추정 및 비안전 하위 행동을 초래하는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which conflicting camera, LiDAR, radar, tactile, or proprioceptive signals may lead to unstable scene estimates and unsafe downstream control decisions.",카메라·라이다·레이더·촉각·자기 수용 신호의 충돌이 불안정한 장면 추정 및 비안전 하위 행동을 초래하는 위험.,"Conflicting camera, LiDAR, radar, tactile, or proprioceptive signals may lead to unstable scene estimates and unsafe downstream control decisions.",False,False,,,,,,Physical,SRC-P-0129,RAI4-0322,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,Physical,SOURCE_DOMAIN,P_SYS_STATE,0.732783,L3_MASTER_AI_REWRITE
RAI4-0352,,,배포 후 변경에 대한 안전 재평가 실패,Failure to reassess safety after deployment changes,환경 변화·부품 열화·모델 업데이트·아차 사고로 기존 안전 가정이 무효화됐는데도 운영자가 안전성을 재평가하지 않고 운용을 계속하는 위험.,"The risk that operators continue deployment without reassessing safety after environmental changes, component degradation, model updates, or near-miss incidents invalidate prior assumptions.",환경 변화·부품 열화·모델 업데이트·아차사고 로 기존 안전 가정이 무효화됐는데도 운영자 가 안전성을 재평가하지 않고 운용을 계속하 는 위험.,"Operators continue deployment without reassessing safety after environmental changes, component degradation, model updates, or near-miss incidents invalidate prior assumptions.",False,False,,,,,,Physical,SRC-P-0130,RAI4-0352,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,Physical,SOURCE_DOMAIN,P_SYS_HARDWARE,0.70939,L3_MASTER_VALIDATED
RAI4-0442,,,사실·증거 환각,Hallucination of facts and evidence,"모델이 그럴듯한 형식으로 제시된 허위 인용, 사실, 법적 주장, 과학적 증거를 포함하여 학습 데이터나 입력에 충실하지 않은 부정확한 콘텐츠를 생성하여, 이를 신뢰한 사용자를 오도하는 리스크.","The risk that a model generates factually inaccurate or ungrounded content, including fabricated citations, facts, legal claims, and scientific evidence presented plausibly, misleading users who rely on it.","모델이 그럴듯한 형식으로 제시된 허위 인용, 사실, 법적 주장, 과학적 증거를 포함하여 학 습 데이터나 입력에 충실하지 않은 부정확한 콘텐츠를 생성하여, 이를 신뢰한 사용자를 오 도하는 리스크.","The risk that a model generates factually inaccurate or ungrounded content, including fabricated citations, facts, legal claims, and scientific evidence presented plausibly, misleading users who rely on it.",False,False,1,,,general 영역으로 이동 — 허위 인용·사실·법적 주장을 그럴듯한 형식으로 생성하는 환각은 텍스트 기반 LLM 전반의 리스크로 물리 AI 한정 아님,,Physical,SRC-P-0131,RAI4-0442,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.788546,L3_MASTER_VALIDATED
RAI4-0444,,,대중 지식의 모델 붕괴,Model collapse of public knowledge,합성 콘텐츠에 대한 재귀적 학습이 공공 정보 품질과 미래 모델 학습 데이터를 저하시켜 공유 지식 자원의 모델 붕괴를 초래하는 리스크.,"The risk that recursive training on synthetic content degrades public information quality and future model training data, driving model collapse of shared knowledge resources.",합성 콘텐츠에 대한 재귀적 학습이 공공 정보 품질과 미래 모델 학습 데이터를 저하시켜 공 유 지식 자원의 모델 붕괴를 초래하는 리스크,"Recursive training on synthetic content degrades public information quality and future model training data, driving model collapse of shared knowledge resources.",False,False,1,,,general 영역으로 이동 — 합성 콘텐츠에 대한 재귀적 학습으로 공공 지식 자원이 저하되는 모델 붕괴는 GPAI 생태계 전반의 이슈로 물리 AI 한정 아님,,Physical,SRC-P-0132,RAI4-0444,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SOC_CULT,0.693759,L3_MASTER_VALIDATED
RAI4-0787,,,외부 도구에 의해 주입된 사실 오류,Factual errors injected by external tools,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 외부 도구가 웹 API·검색 엔진 등 공개 자원에서 얻은 추가 지식을 입력 프롬 프 트에 통합하는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문제가 증폭되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which external tools incorporate additional knowledge from public resources such as web APIs and search engines into input prompts, and that unreliable tool content containing factual errors consequently amplifies the hallucination issue.","외부 도구가 웹 API·검색엔진 등 공개 자원에 서 얻은 추가 지식을 입력 프롬프트에 통합하 는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문 제가 증폭되는 리스크","The risk that external tools incorporate additional knowledge from public resources such as web APIs and search engines into input prompts, and that unreliable tool content containing factual errors consequently amplifies the hallucination issue.",False,False,1,,,general 영역으로 이동 — 웹 API·검색엔진 등 외부 도구가 주입한 사실 오류로 환각이 증폭되는 것은 RAG 시스템 일반의 이슈로 물리 AI 한정 아님,,Physical,SRC-P-0133,RAI4-0787,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.723799,L3_MASTER_AI_REWRITE
RAI4-0817,,,지식 경계로 인한 환각,Hallucination arising from knowledge boundaries,"LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱 테 일 지식을 충분히 습득하지 못해, 입력프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which gaps between the knowledge involved in an input prompt and the knowledge embedded in an LLM, arising from training corpora that cannot contain all world knowledge and from difficulty grasping long-tail knowledge, lead to hallucinations.","LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱테일 지식을 충분히 습득하지 못해, 입력 프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크","The risk that gaps between the knowledge involved in an input prompt and the knowledge embedded in an LLM, arising from training corpora that cannot contain all world knowledge and from difficulty grasping long-tail knowledge, lead to hallucinations.",False,False,1,,,general 영역으로 이동 — 학습 코퍼스가 담지 못한 지식과 롱테일 지식 격차로 인한 환각은 LLM 지식 표현의 근본적 한계로 물리 AI 한정 아님,,Physical,SRC-P-0135,RAI4-0817,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.630167,L3_MASTER_AI_REWRITE
RAI4-0820,,,잡음 학습 데이터에 의한 지식 오류,Knowledge errors from noisy training data,대규모 학습 코퍼스에 내재한 잡음과 허위 정보가 모델 파라미터에 저장되는 지식에 오류를 유입시켜 환각을 유발하는 리스크.,"The risk that noise and misinformation inherent in large-scale training corpora introduce errors into the knowledge stored in model parameters, giving rise to hallucinations.",대규모 학습 코퍼스에 내재한 잡음과 허위정보가 모델 파라미터에 저장되는 지식에 오류 를 유입시켜 환각을 유발하는 리스크,"The risk that noise and misinformation inherent in large-scale training corpora introduce errors into the knowledge stored in model parameters, giving rise to hallucinations.",False,False,1,,,general 영역으로 이동 — 대규모 학습 코퍼스에 내재한 잡음·허위정보가 모델 지식 오류로 이어지는 것은 학습 데이터 품질 이슈로 물리 AI 한정 아님,,Physical,SRC-P-0136,RAI4-0820,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.698653,L3_MASTER_VALIDATED
RAI4-1524,,,검색증강 시 외부 허위정보에 의한 허위 출력,False outputs from external misinformation in retrieval augmentation,검색 증강 과정에서 모델의 사전 지식과 상충하는 소량의 일관된 허위 증거가 주어질 때 모델이 이에 민감하게 반응하여 허위 출력을 생성하는 리스크.,"The risk that AI models, being particularly sensitive to coherent external evidence even when it conflicts with their prior knowledge, produce false outputs when given a relatively small amount of false information during the retrievalaugmentation process.",검색증강 과정에서 모델의 사전 지식과 상충하는 소량의 일관된 허위 증거가 주어질 때 모델이 이에 민감하게 반응하여 허위 출력을 생 성하는 리스크.,"The risk that AI models, being particularly sensitive to coherent external evidence even when it conflicts with their prior knowledge, produce false outputs when given a relatively small amount of false information during the retrievalaugmentation process.",False,False,1,,,general 영역으로 이동 — 검색증강 시 소량의 일관된 허위 증거에 모델이 과민 반응해 허위 출력을 내는 것은 RAG 시스템 일반의 이슈로 물리 AI 한정 아님,,Physical,SRC-P-0137,RAI4-1524,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.737826,L3_MASTER_VALIDATED
RAI4-1527,,,사용자 수행 설득에 의한 AI 모델의 오용,Misuse of AI model by user-performed persuasion,"다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위 정보를 수용하게 만들며, 그 효과가 단일 턴 시도를 능가하는 리스크.","The risk that multi-turn persuasive conversation induces a model to abandon factually correct positions and accept misinformation, with persuasion effects exceeding single-turn attempts.","다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위정보를 수용하게 만들 며, 그 효과가 단일 턴 시도를 능가하는 리스크","Multi-turn persuasive conversation induces a model to abandon factually correct positions and accept misinformation, with persuasion effects exceeding single-turn attempts.",False,False,1,,,general 영역으로 이동 — 다중 턴 설득 대화로 모델이 사실적으로 옳은 입장을 포기하게 만드는 것은 대화형 LLM 전반의 취약점으로 물리 AI 한정 아님,,Physical,SRC-P-0138,RAI4-1527,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,INSTRUCTION_PROMPT,G_SYS_MISINFO,0.724566,L3_MASTER_VALIDATED
RAI4-1688,,,장기 계획의 월드모델 상태 예측 오차 누적,Compounding world-model state-prediction error in long-horizon planning,피지컬 AI 시스템의 월드 모델이 장기 계획 과정에서 물리 상태 예측 오차를 누적하여 접촉·운동 상태를 잘못 추정하고 안전하지 않은 물리 행동으로 이어지는 리스크.,"The risk that a physical AI system's world model accumulates physical-state prediction errors during long-horizon planning, misestimates contact or motion states, and leads to unsafe physical action.",다단계 월드 모델 롤아웃에서 예측 오류가 계 획 깊이에 따라 누적되어 운동학적 드리프트 와 구조적 위반이 발생하고 보상·안전 추정치 가 왜곡되는 리스크. 에이전트는 그럴듯하지 만 물리적으로 잘못된 상상 궤적 위에서 장기 계획을 실행하고 매 행동이 오류를 다시 가중 시킨다.,"The risk that prediction errors compound across multi-step world-model rollouts as planning depth increases, producing kinematic drift, structural violations, and misleading reward or safety estimates. Agents execute long-horizon plans on imagined trajectories that are plausible but physically incorrect, with each successive action compounding the error further.",False,False,,,,,,Physical,SRC-P-0139,RAI4-1688,REWRITE_KEEP|PEER_REVIEW|L3_MASTER_SCOPE_REWRITE,"Definition narrowed to the subject, mechanism, and adverse outcome of the immutable L3 master",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,P_SYS_STATE,Physical,SOURCE_DOMAIN,P_SYS_STATE,0.740767,L3_MASTER_VALIDATED
