rep_l4_id,label_ko,n_members,l3,l3_conflict,min_within_cos,members
RAI4-0931,불투명한 결함 시스템에 의한 생활 피해,1,RAI3-G-SYS-09,False,,RAI4-0931
RAI4-0933,프라이버시 및 데이터보호 규정 위반,1,RAI3-G-INT-06,False,,RAI4-0933
RAI4-0934,악의적 행위자의 AI 오용 조력,1,RAI3-G-INT-07,False,,RAI4-0934
RAI4-0935,AI의 에너지 소비와 탄소 배출,1,RAI3-G-INT-12,False,,RAI4-0935
RAI4-0937,사회 집단에 대한 부당한 부정적 편견,1,RAI3-G-INT-04,False,,RAI4-0937
RAI4-0938,사회적 가치·윤리 규범과 상충하는 모델 출력,1,RAI3-G-INT-04,False,,RAI4-0938
RAI4-0939,모델의 극단적·편향적 견해 표출,1,RAI3-G-INT-05,False,,RAI4-0939
RAI4-0940,학습 모델에 포함된 개인정보 유출,1,RAI3-G-INT-06,False,,RAI4-0940
RAI4-0941,악의적 사용과 무감독 에이전트 방출,1,RAI3-P-INT-10,False,,RAI4-0941
RAI4-0942,고도 AI의 실존적·재앙적 안전 실패,1,RAI3-G-SYS-08,False,,RAI4-0942
RAI4-0943,보안 - 견고성,1,RAI3-P-INT-01,False,,RAI4-0943
RAI4-0946,AI 기반 사이버 범죄,2,RAI3-G-INT-07,True,0.8343610763549805,RAI4-0946;RAI4-1210
RAI4-0947,생성형 AI에 대한 규제 공백,1,RAI3-G-SOC-10,False,,RAI4-0947
RAI4-0950,지속불가능한 자원 사용,1,RAI3-G-INT-12,False,,RAI4-0950
RAI4-0951,저작권 침해와 저작자성 교란,1,RAI3-G-INT-08,False,,RAI4-0951
RAI4-0952,글쓰기 능력 저하와 학술 문헌 오염,1,RAI3-G-SYS-05,False,,RAI4-0952
RAI4-0953,AI 업무 무능,1,RAI3-G-SYS-02,False,,RAI4-0953
RAI4-0956,공유된 현실감각의 상실,1,RAI3-G-SOC-09,False,,RAI4-0956
RAI4-0957,투명성 부족,1,RAI3-G-SYS-10,False,,RAI4-0957
RAI4-0958,기만적 딥페이크 미디어 콘텐츠,1,RAI3-G-SYS-03,False,,RAI4-0958
RAI4-0959,제작자 의도와 다른 방식의 목표 달성,1,RAI3-G-SYS-08,False,,RAI4-0959
RAI4-0960,대량 조작,1,RAI3-G-SOC-04,False,,RAI4-0960
RAI4-0961,치명적 자율무기에 의한 살상,1,RAI3-G-INT-09,False,,RAI4-0961
RAI4-0962,AI 조력 디지털 범죄,1,RAI3-G-INT-07,False,,RAI4-0962
RAI4-0965,위협 행위자 역량의 가속적 증대,1,RAI3-G-SOC-09,False,,RAI4-0965
RAI4-0966,비의도적 AI 사고,1,RAI3-P-SYS-01,False,,RAI4-0966
RAI4-0969,개발 중·후 AGI 통제 상실,1,RAI3-G-SYS-08,False,,RAI4-0969
RAI4-0970,AGI 목표 안전성 확보 실패,1,RAI3-G-SYS-08,False,,RAI4-0970
RAI4-0971,AGI 개발 경쟁으로 인한 안전성 저하,1,RAI3-G-SOC-10,False,,RAI4-0971
RAI4-0972,가치 결손 AGI 행동,1,RAI3-G-SYS-09,False,,RAI4-0972
RAI4-0973,AGI에 대한 리스크 관리·법제도의 부적절성,1,RAI3-G-SOC-10,False,,RAI4-0973
RAI4-0974,비정렬 AGI 실존적 재난,1,RAI3-P-SYS-01,False,,RAI4-0974
RAI4-0975,인간 생명에 대한 기계의 비윤리적 판단,1,RAI3-G-SYS-09,False,,RAI4-0975
RAI4-0976,얼굴인식 기술에 의한 프라이버시 침해,1,RAI3-G-INT-06,False,,RAI4-0976
RAI4-0979,고도 AI의 법규범 불준수,1,RAI3-G-INT-07,False,,RAI4-0979
RAI4-0980,부의 불평등,1,RAI3-G-SOC-03,False,,RAI4-0980
RAI4-1182,대규모 사회적 조작,2,RAI3-G-SOC-09,False,0.8602224588394165,RAI4-0981;RAI4-1182
RAI4-0982,AI의 인간 추월로 인한 노동력 퇴출,1,RAI3-G-SOC-02,False,,RAI4-0982
RAI4-0983,보증 불가능한 의도 주입의 예측불가 결과,1,RAI3-G-SYS-08,False,,RAI4-0983
RAI4-0984,AI와의 일자리 경쟁,1,RAI3-A-SYS-05,False,,RAI4-0984
RAI4-0985,AI에 의한 재산권·법적 권리 침탈,1,RAI3-G-INT-07,False,,RAI4-0985
RAI4-0987,책임 공백으로 인한 과실 개발 유인,1,RAI3-G-SOC-10,False,,RAI4-0987
RAI4-0990,기계의 인간 수준 부도덕한 결정,1,RAI3-G-INT-07,False,,RAI4-0990
RAI4-0993,부실 설계 지능 시스템에 의한 상해,1,RAI3-P-SYS-04,False,,RAI4-0993
RAI4-0994,차별적 결정과 데이터 유출 피해,1,RAI3-G-SOC-11,False,,RAI4-0994
RAI4-0995,자동화에 의한 일자리 소멸,1,RAI3-G-SOC-02,False,,RAI4-0995
RAI4-0996,원자재 수요에 의한 자원 고갈,1,RAI3-G-INT-12,False,,RAI4-0996
RAI4-0997,사회 집단 고정관념화,1,RAI3-G-SOC-05,False,,RAI4-0997
RAI4-0998,사회 집단 비하,1,RAI3-G-INT-04,False,,RAI4-0998
RAI4-0999,사회 집단 삭제,1,RAI3-G-SOC-05,False,,RAI4-0999
RAI4-1000,사회 집단 정체성 불인정으로 인한 소외,1,RAI3-G-SOC-05,False,,RAI4-1000
RAI4-1001,자기 식별 기회의 박탈,1,RAI3-G-SOC-05,False,,RAI4-1001
RAI4-1002,본질주의적 범주의 실체화,1,RAI3-G-SOC-11,False,,RAI4-1002
RAI4-1003,기회 손실,1,RAI3-G-SOC-11,False,,RAI4-1003
RAI4-1004,경제적 손실,1,RAI3-G-SOC-11,False,,RAI4-1004
RAI4-1005,저성능 시스템 상호작용에 의한 자기소외,1,RAI3-G-SOC-11,False,,RAI4-1005
RAI4-1006,가중되는 노동 부담,1,RAI3-G-SOC-11,False,,RAI4-1006
RAI4-1007,서비스/혜택 손실,1,RAI3-G-SOC-11,False,,RAI4-1007
RAI4-1008,기술을 이용한 폭력,1,RAI3-G-INT-01,False,,RAI4-1008
RAI4-1010,시민적·정치적 피해,1,RAI3-G-INT-05,False,,RAI4-1010
RAI4-1011,노동 착취와 거시경제적 불평등 심화,1,RAI3-G-SOC-03,False,,RAI4-1011
RAI4-1014,규정 위반,1,RAI3-G-SOC-10,False,,RAI4-1014
RAI4-1015,광범위한 사회·환경적 부정 영향,1,RAI3-G-INT-12,False,,RAI4-1015
RAI4-1016,장기 실존적 피해 경로,1,RAI3-G-SYS-08,False,,RAI4-1016
RAI4-1017,성능과 견고성,1,RAI3-P-SYS-05,False,,RAI4-1017
RAI4-1018,유해 편향의 내재화와 증폭,1,RAI3-G-SOC-05,False,,RAI4-1018
RAI4-1022,높은 비용으로 인한 접근 배제,1,RAI3-G-SOC-03,False,,RAI4-1022
RAI4-1024,크라우드워커 착취와 기여 비문서화,1,RAI3-G-SOC-03,False,,RAI4-1024
RAI4-1025,구조적 불평등의 강화,1,RAI3-G-SOC-11,False,,RAI4-1025
RAI4-1026,권위의 집중,1,RAI3-G-SOC-04,False,,RAI4-1026
RAI4-1029,동일 사안 불평등 처우,1,RAI3-G-SOC-11,False,,RAI4-1029
RAI4-1032,복잡 운용환경에서의 검증 범위 이탈 실패,1,RAI3-P-SYS-05,False,,RAI4-1032
RAI4-1033,투명성과 설명가능성의 정도,1,RAI3-G-SYS-10,False,,RAI4-1033
RAI4-1034,안전 필수 맥락의 모델 내재적 취약성,1,RAI3-P-SYS-04,False,,RAI4-1034
RAI4-1035,하드웨어 결함에 의한 실행 오류,1,RAI3-P-SYS-03,False,,RAI4-1035
RAI4-1036,기술 미성숙으로 인한 미지의 리스크,1,RAI3-G-SYS-10,False,,RAI4-1036
RAI4-1037,사용례 내재 위험 노출,1,RAI3-G-SOC-10,False,,RAI4-1037
RAI4-1039,알고리즘 설계 실패,1,RAI3-P-SYS-04,False,,RAI4-1039
RAI4-1040,부적절한 학습·검증 데이터 선택,1,RAI3-G-SYS-06,False,,RAI4-1040
RAI4-1041,분포 외 입력 취약성,1,RAI3-P-SYS-05,False,,RAI4-1041
RAI4-1043,구현 실패,2,RAI3-P-SYS-04,False,0.8519833087921143,RAI4-1042;RAI4-1043
RAI4-1044,인간 통제의 점진적 상실,1,RAI3-G-SYS-09,False,,RAI4-1044
RAI4-1045,창발적 행동,1,RAI3-G-SYS-08,False,,RAI4-1045
RAI4-1046,집단별 성능 격차·고정관념 인코딩,1,RAI3-G-SOC-05,False,,RAI4-1046
RAI4-1047,ML 시스템의 개인정보 유출 피해,1,RAI3-G-INT-06,False,,RAI4-1047
RAI4-1049,조직 재정·평판 손상,1,RAI3-G-SOC-10,False,,RAI4-1049
RAI4-1050,심리적 조작·비인간화·대규모 착취,1,RAI3-G-SOC-08,False,,RAI4-1050
RAI4-1051,출력의 사회적 고정관념 재생산,1,RAI3-G-INT-04,False,,RAI4-1051
RAI4-1053,배제적 규범 인코딩,1,RAI3-G-SOC-05,False,,RAI4-1053
RAI4-1054,언어·집단 간 성능 격차,1,RAI3-G-SYS-05,False,,RAI4-1054
RAI4-1056,민감 속성 추론에 의한 프라이버시 침해,2,RAI3-G-INT-06,False,0.8567464351654053,RAI4-1056;RAI4-1146
RAI4-1057,허위정보 생산 비용 절감,1,RAI3-G-SYS-03,False,,RAI4-1057
RAI4-1058,악성코드 개발 비용 절감 지원,1,RAI3-P-INT-01,False,,RAI4-1058
RAI4-1059,사기·표적 스캠 조장,1,RAI3-G-INT-07,False,,RAI4-1059
RAI4-1060,불법적 대중 감시·검열,1,RAI3-G-INT-06,False,,RAI4-1060
RAI4-1061,고정관념 강화 페르소나 설계,1,RAI3-G-INT-04,False,,RAI4-1061
RAI4-1062,사용자 신뢰 악용을 통한 사적 정보 유도,1,RAI3-G-INT-06,False,,RAI4-1062
RAI4-1063,인지 편향 악용에 의한 기만,1,RAI3-G-SOC-08,False,,RAI4-1063
RAI4-1064,LM 운영으로 인한 환경 피해,2,RAI3-G-INT-12,False,0.8694729804992676,RAI4-1064;RAI4-1081
RAI4-1065,업무 자동화로 인한 고용 악화,1,RAI3-G-SOC-02,False,,RAI4-1065
RAI4-1066,인간 창작물 대체에 의한 창작 수익 훼손,1,RAI3-G-INT-08,False,,RAI4-1066
RAI4-1068,고정관념 인코딩에 의한 차별적 대우,1,RAI3-G-INT-04,False,,RAI4-1068
RAI4-1075,허위·부실 예측으로 인한 물질적 피해,1,RAI3-P-SYS-01,False,,RAI4-1075
RAI4-1076,비윤리·불법 행위 유도,1,RAI3-G-INT-07,False,,RAI4-1076
RAI4-1082,불공정한 성능 배분,1,RAI3-G-SOC-11,False,,RAI4-1082
RAI4-1086,AI 기반 사기,1,RAI3-G-INT-07,False,,RAI4-1086
RAI4-1088,보안 위협 조장,1,RAI3-G-INT-09,False,,RAI4-1088
RAI4-1089,개인 초상·신원 무단 사용,1,RAI3-G-INT-06,False,,RAI4-1089
RAI4-1090,사용자 의사에 반하는 조작적 유도,1,RAI3-G-SOC-08,False,,RAI4-1090
RAI4-1091,도용 및 착취,1,RAI3-G-INT-08,False,,RAI4-1091
RAI4-1092,모델 접근으로 인한 이익의 불공정한 분배,1,RAI3-G-SOC-03,False,,RAI4-1092
RAI4-1093,모델 개발·배포의 환경 피해,1,RAI3-G-INT-12,False,,RAI4-1093
RAI4-1094,불평등·불안정 노동 증폭,1,RAI3-G-SOC-03,False,,RAI4-1094
RAI4-1095,합성 창작물의 창작 시장 잠식,1,RAI3-G-SOC-02,False,,RAI4-1095
RAI4-1096,착취적 데이터 소싱·보강 노동,1,RAI3-G-SOC-11,False,,RAI4-1096
RAI4-1097,자율 시스템에 대한 통제 상실,1,RAI3-G-SOC-07,False,,RAI4-1097
RAI4-1098,AI 결정에 대한 법적 책임 귀속 공백,1,RAI3-G-SOC-06,False,,RAI4-1098
RAI4-1100,AI에 의한 인간 행동 규율,1,RAI3-G-SYS-09,False,,RAI4-1100
RAI4-1103,AI 차별,1,RAI3-G-SOC-11,False,,RAI4-1103
RAI4-1104,인력 대체로 인한 실업,1,RAI3-G-SOC-02,False,,RAI4-1104
RAI4-1105,유해 AI 경험에 따른 신뢰·수용 저하,1,RAI3-G-SOC-07,False,,RAI4-1105
RAI4-1106,인간-기계 경계의 모호화,1,RAI3-G-INT-10,False,,RAI4-1106
RAI4-1107,데이터 대표성 불균형,1,RAI3-G-SYS-06,False,,RAI4-1107
RAI4-1108,학습-운용 데이터 간 데이터셋 시프트,1,RAI3-G-SYS-06,False,,RAI4-1108
RAI4-1109,도메인 외 입력에 대한 오작동,1,RAI3-G-SYS-07,False,,RAI4-1109
RAI4-1111,모델 편향,1,RAI3-G-SOC-11,False,,RAI4-1111
RAI4-1112,모델 오설정,1,RAI3-G-SYS-03,False,,RAI4-1112
RAI4-1113,모델 예측 불확실성,1,RAI3-G-SYS-07,False,,RAI4-1113
RAI4-1115,위험한 목표를 추구하는 AI 배포,1,RAI3-G-INT-07,False,,RAI4-1115
RAI4-1117,권력 집중,1,RAI3-G-SOC-04,False,,RAI4-1117
RAI4-1118,군사 AI 군비경쟁,1,RAI3-G-INT-09,False,,RAI4-1118
RAI4-1119,기업 AI 경쟁의 폐해,1,RAI3-A-SYS-05,False,,RAI4-1119
RAI4-1120,재앙으로 번지는 사고,1,RAI3-A-SYS-03,False,,RAI4-1120
RAI4-1121,프록시 게이밍,1,RAI3-G-SYS-08,False,,RAI4-1121
RAI4-1122,목표 드리프트,1,RAI3-G-SYS-08,False,,RAI4-1122
RAI4-1124,전략적 기만과 배신적 전환,1,RAI3-G-SYS-08,False,,RAI4-1124
RAI4-1125,선거 허위정보,1,RAI3-G-SYS-03,False,,RAI4-1125
RAI4-1127,과업 역량 부족,1,RAI3-G-SYS-02,False,,RAI4-1127
RAI4-1128,AI 비서 편익·피해 평가 지표 부재,1,RAI3-G-SOC-10,False,,RAI4-1128
RAI4-1129,광범위 배포 비서의 안전하지 않은 탐색,1,RAI3-G-SYS-07,False,,RAI4-1129
RAI4-1130,잘못 정렬된 결과주의적 추론,1,RAI3-G-SYS-08,False,,RAI4-1130
RAI4-1131,잘못된 훈련 피드백에 의한 명세 게이밍,2,RAI3-G-SYS-08,False,0.8783910274505615,RAI4-1131;RAI4-1410
RAI4-1133,상황 인식 기반 목표 오일반화와 기만적 정렬,1,RAI3-G-SYS-08,False,,RAI4-1133
RAI4-1134,공격적 사이버 작전 악용,1,RAI3-P-INT-03,False,,RAI4-1134
RAI4-1136,대규모 유해 콘텐츠 생성,1,RAI3-G-INT-02,False,,RAI4-1136
RAI4-1137,합의되지 않은 콘텐츠 대규모 생성,1,RAI3-G-INT-02,False,,RAI4-1137
RAI4-1138,사기성 서비스 대규모 생성,1,RAI3-G-INT-07,False,,RAI4-1138
RAI4-1139,비서 유도 개인정보 노출,1,RAI3-G-INT-06,False,,RAI4-1139
RAI4-1147,AI 비서로 인한 불평등 심화,3,RAI3-G-SOC-03,False,0.781140923500061,RAI4-1140;RAI4-1147;RAI4-1151
RAI4-1141,책임에 대한 잘못된 개념,1,RAI3-G-INT-10,False,,RAI4-1141
RAI4-1143,감정적 의존 악용,1,RAI3-G-SOC-08,False,,RAI4-1143
RAI4-1145,맥락적 사회 규범 위반,1,RAI3-G-SYS-04,False,,RAI4-1145
RAI4-1148,AI 비서의 약속을 통한 강압,1,RAI3-A-SYS-05,False,,RAI4-1148
RAI4-1149,AI 어시스턴트 제도 거버넌스 공백,1,RAI3-G-SOC-10,False,,RAI4-1149
RAI4-1150,폭주 프로세스,1,RAI3-A-SYS-04,False,,RAI4-1150
RAI4-1152,현재 접근 위험,1,RAI3-G-SOC-11,False,,RAI4-1152
RAI4-1153,미래의 접근 위험,1,RAI3-G-SOC-11,False,,RAI4-1153
RAI4-1154,창발적 접근 위험,1,RAI3-G-SOC-03,False,,RAI4-1154
RAI4-1155,무기화된 잘못된 정보 요원,1,RAI3-G-SYS-03,False,,RAI4-1155
RAI4-1157,공격적 사이버 역량,1,RAI3-G-INT-09,False,,RAI4-1157
RAI4-1158,대규모 설득 능력,1,RAI3-G-SOC-08,False,,RAI4-1158
RAI4-1159,정치적 영향력 전략 역량,1,RAI3-G-SYS-02,False,,RAI4-1159
RAI4-1160,무기 획득 역량,1,RAI3-G-INT-09,False,,RAI4-1160
RAI4-1161,장기 계획 역량,1,RAI3-G-SYS-02,False,,RAI4-1161
RAI4-1162,이중용도 AI 개발 역량,1,RAI3-G-INT-09,False,,RAI4-1162
RAI4-1163,평가 인지 행동 변화,1,RAI3-G-SYS-05,False,,RAI4-1163
RAI4-1164,자율적 자기증식,2,RAI3-G-SYS-02,False,0.8502082824707031,RAI4-1164;RAI4-1317
RAI4-1166,불공정·차별적 산출,1,RAI3-G-INT-04,False,,RAI4-1166
RAI4-1167,범죄·불법 행위 조장,1,RAI3-G-INT-07,False,,RAI4-1167
RAI4-1168,민감 주제 편향 콘텐츠,1,RAI3-G-INT-04,False,,RAI4-1168
RAI4-1169,프라이버시·재산 정보 오처리,1,RAI3-G-INT-06,False,,RAI4-1169
RAI4-1170,비도덕 행위 옹호,1,RAI3-G-INT-07,False,,RAI4-1170
RAI4-1173,역할극 지시 악용,1,RAI3-G-INT-11,False,,RAI4-1173
RAI4-1174,안전하지 않은 지시 주제,1,RAI3-P-INT-08,False,,RAI4-1174
RAI4-1175,안전하지 않은 견해 내포 질의,1,RAI3-G-INT-11,False,,RAI4-1175
RAI4-1176,역노출,1,RAI3-G-INT-11,False,,RAI4-1176
RAI4-1178,체계적 출력 불공정,1,RAI3-G-INT-04,False,,RAI4-1178
RAI4-1179,불법 행위 조장,1,RAI3-G-INT-07,False,,RAI4-1179
RAI4-1183,딥페이크 기술,1,RAI3-G-INT-07,False,,RAI4-1183
RAI4-1184,치명적 자율무기의 인간 개입 없는 공격,1,RAI3-G-INT-09,False,,RAI4-1184
RAI4-1185,보안 전 영역의 악의적 사용,1,RAI3-G-INT-09,False,,RAI4-1185
RAI4-1186,취약한 AI 알고리즘 악용,1,RAI3-G-SOC-11,False,,RAI4-1186
RAI4-1187,출력 불일치,1,RAI3-G-SYS-05,False,,RAI4-1187
RAI4-1189,불법 물질 관련 조언 제공,1,RAI3-G-INT-07,False,,RAI4-1189
RAI4-1190,사용자 정신적 고통 강화,1,RAI3-G-INT-03,False,,RAI4-1190
RAI4-1192,자동화된 선전,1,RAI3-A-SYS-06,False,,RAI4-1192
RAI4-1193,AI 기반 소셜 엔지니어링,1,RAI3-G-SOC-09,False,,RAI4-1193
RAI4-1194,저작권 학습데이터 추출,1,RAI3-G-INT-08,False,,RAI4-1194
RAI4-1195,모델 판단 근거 이해 불가,1,RAI3-G-SYS-10,False,,RAI4-1195
RAI4-1196,제한된 논리적 추론,1,RAI3-G-SYS-03,False,,RAI4-1196
RAI4-1198,감정에 대한 인식 없음,1,RAI3-G-SOC-08,False,,RAI4-1198
RAI4-1199,프롬프트 공격,1,RAI3-G-INT-11,False,,RAI4-1199
RAI4-1205,딥페이크 피해 구제 곤란,1,RAI3-G-SOC-06,False,,RAI4-1205
RAI4-1206,믿을 수 있는 딥페이크,1,RAI3-G-SYS-03,False,,RAI4-1206
RAI4-1207,개인정보 스크래핑 학습,1,RAI3-G-INT-06,False,,RAI4-1207
RAI4-1208,사용자 데이터 보유·재학습,1,RAI3-G-INT-06,False,,RAI4-1208
RAI4-1209,산출물에 의한 정보 노출,1,RAI3-G-INT-06,False,,RAI4-1209
RAI4-1211,지식재산 보호의 약화,1,RAI3-G-INT-08,False,,RAI4-1211
RAI4-1372,노동시장 불평등 확대,2,RAI3-G-SOC-03,False,0.8468143939971924,RAI4-1215;RAI4-1372
RAI4-1216,대규모 배포 생성형 AI의 피해와 구제 공백,1,RAI3-G-SOC-10,False,,RAI4-1216
RAI4-1217,시장 지배력과 집중도 악화,1,RAI3-G-SOC-04,False,,RAI4-1217
RAI4-1218,사회 정의와 권리의 침식,1,RAI3-G-SOC-11,False,,RAI4-1218
RAI4-1223,기밀·개인정보 보호 실패,1,RAI3-G-INT-06,False,,RAI4-1223
RAI4-1224,디지털 격차 확대,1,RAI3-G-SOC-03,False,,RAI4-1224
RAI4-1225,훈련 데이터 오류·편향의 산출물 전이,2,RAI3-G-SOC-05,False,0.854799211025238,RAI4-1225;RAI4-1270
RAI4-1227,콘텐츠 신뢰성 상실,1,RAI3-G-SYS-03,False,,RAI4-1227
RAI4-1228,프롬프트 품질 결함으로 인한 오류,1,RAI3-G-SYS-05,False,,RAI4-1228
RAI4-1232,산업 교란,1,RAI3-G-SOC-02,False,,RAI4-1232
RAI4-1233,소득 불평등·독점,1,RAI3-G-SOC-03,False,,RAI4-1233
RAI4-1236,보상 변조,1,RAI3-G-SYS-08,False,,RAI4-1236
RAI4-1237,인간 피드백의 한계,1,RAI3-G-SYS-05,False,,RAI4-1237
RAI4-1238,보상 모델링의 한계,1,RAI3-G-SYS-08,False,,RAI4-1238
RAI4-1239,영향력 확보를 위한 환경 자기모델링,1,RAI3-G-SYS-08,False,,RAI4-1239
RAI4-1240,광범위한 목표로 인한 조작 행동,1,RAI3-G-SOC-09,False,,RAI4-1240
RAI4-1241,메사 최적화 목표 불일치,1,RAI3-G-SYS-08,False,,RAI4-1241
RAI4-1242,실세계 자원 접근 확대와 자기증식,1,RAI3-A-SYS-01,False,,RAI4-1242
RAI4-1244,허위 출력,1,RAI3-P-INT-05,False,,RAI4-1244
RAI4-1246,집단적으로 유해한 행동,1,RAI3-A-SYS-05,False,,RAI4-1246
RAI4-1247,윤리 위반,1,RAI3-G-SYS-08,False,,RAI4-1247
RAI4-1248,AI 무기화,1,RAI3-G-INT-09,False,,RAI4-1248
RAI4-1249,인간의 쇠약화,1,RAI3-G-SOC-02,False,,RAI4-1249
RAI4-1250,프록시 지정 오류,1,RAI3-G-SYS-08,False,,RAI4-1250
RAI4-1251,가치 고정,1,RAI3-G-SOC-04,False,,RAI4-1251
RAI4-1252,창발적 기능,1,RAI3-G-SYS-02,False,,RAI4-1252
RAI4-1253,도구적 기만 유인,1,RAI3-G-SYS-08,False,,RAI4-1253
RAI4-1257,문화·공급망·권력 구조의 교란,1,RAI3-G-SOC-09,False,,RAI4-1257
RAI4-1260,AI 분야의 서구 중심 획일성,1,RAI3-G-SOC-11,False,,RAI4-1260
RAI4-1261,인간-AI 공존 실패,1,RAI3-G-SOC-09,False,,RAI4-1261
RAI4-1263,직장 내 부적응적 인간-AI 상호작용,1,RAI3-G-SOC-08,False,,RAI4-1263
RAI4-1264,자율 AI 실패의 책임 공백,1,RAI3-G-SOC-06,False,,RAI4-1264
RAI4-1265,AI를 이용한 인간의 비윤리적 행위,1,RAI3-G-INT-07,False,,RAI4-1265
RAI4-1266,공정성 위반 모델 편향,1,RAI3-G-SOC-11,False,,RAI4-1266
RAI4-1269,높은 에너지 소비,1,RAI3-G-INT-12,False,,RAI4-1269
RAI4-1271,견고성과 신뢰성,1,RAI3-G-SYS-05,False,,RAI4-1271
RAI4-1272,부정행위와 기만,1,RAI3-A-SYS-06,False,,RAI4-1272
RAI4-1273,광범위한 개인정보 투입,1,RAI3-G-INT-06,False,,RAI4-1273
RAI4-1275,도덕적 책임 격차,1,RAI3-G-SOC-06,False,,RAI4-1275
RAI4-1276,통제력 상실,2,RAI3-A-SYS-01,True,0.8334387540817261,RAI4-1276;RAI4-1345
RAI4-1278,자율 에이전트 책임성 구현 공백,1,RAI3-G-SOC-10,False,,RAI4-1278
RAI4-1279,재현성 부족,1,RAI3-G-SYS-10,False,,RAI4-1279
RAI4-1280,검증 가능성 부족,1,RAI3-G-SYS-10,False,,RAI4-1280
RAI4-1282,배포 전 의도적 사보타주,2,RAI3-G-SOC-10,True,0.8642654418945312,RAI4-1282;RAI4-1283
RAI4-1284,설계 단계 명세 오류,1,RAI3-P-SYS-04,False,,RAI4-1284
RAI4-1285,배포 후 잔존 결함으로 인한 오작동,1,RAI3-G-SYS-08,False,,RAI4-1285
RAI4-1286,미지 출처에서 획득한 비우호적 AI,1,RAI3-G-SOC-10,False,,RAI4-1286
RAI4-1287,환경 유발 결함 변이,1,RAI3-P-SYS-03,False,,RAI4-1287
RAI4-1288,재귀적 자기개선에 의한 창발적 독립성,1,RAI3-G-SOC-09,False,,RAI4-1288
RAI4-1289,배포 후 독립적 병리 행동,1,RAI3-G-SYS-08,False,,RAI4-1289
RAI4-1290,중저소득 일자리 대체로 인한 실업,1,RAI3-G-SOC-02,False,,RAI4-1290
RAI4-1291,시민 심사와 맞춤형 선전을 통한 편향적 영향력,1,RAI3-G-INT-05,False,,RAI4-1291
RAI4-1292,사고 시 책임 문제,1,RAI3-G-SOC-06,False,,RAI4-1292
RAI4-1293,노인·보육 분야 사회적 조작,1,RAI3-G-SOC-08,False,,RAI4-1293
RAI4-1294,위험 표적 프로그래밍 자율무기의 재앙적 위험,1,RAI3-G-INT-09,False,,RAI4-1294
RAI4-1295,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,1,RAI3-G-INT-12,False,,RAI4-1295
RAI4-1296,검증 불가 의사결정 책임 공백,1,RAI3-A-SYS-02,False,,RAI4-1296
RAI4-1297,부정확한 예측으로 인한 오류,1,RAI3-G-SYS-07,False,,RAI4-1297
RAI4-1298,도덕적 탈숙련화,1,RAI3-G-SYS-09,False,,RAI4-1298
RAI4-1299,체계적 학습 오류 편향,1,RAI3-G-SOC-05,False,,RAI4-1299
RAI4-1300,모델 불투명도,1,RAI3-G-SYS-10,False,,RAI4-1300
RAI4-1302,인간 멸종 위험,1,RAI3-G-SOC-09,False,,RAI4-1302
RAI4-1303,기능·책임 명세 공백,1,RAI3-G-SOC-10,False,,RAI4-1303
RAI4-1304,국방 영역 전반의 AI 무기화,1,RAI3-G-INT-09,False,,RAI4-1304
RAI4-1306,권리 희석(diluting rights),1,RAI3-G-SOC-10,False,,RAI4-1306
RAI4-1307,법적 배상책임 격차,1,RAI3-G-SOC-06,False,,RAI4-1307
RAI4-1308,독성 텍스트 생성,1,RAI3-G-INT-01,False,,RAI4-1308
RAI4-1309,인구집단 재현 불균형,1,RAI3-G-SOC-11,False,,RAI4-1309
RAI4-1310,기계윤리 결손,1,RAI3-G-INT-07,False,,RAI4-1310
RAI4-1311,심리적 특성에 따른 행동 편향,1,RAI3-G-SOC-05,False,,RAI4-1311
RAI4-1313,학습 데이터 역류·민감정보 누출,1,RAI3-G-INT-11,False,,RAI4-1313
RAI4-1314,공격적 사이버 역량 악용,1,RAI3-G-INT-09,False,,RAI4-1314
RAI4-1316,자기 및 상황 인식,1,RAI3-G-SYS-10,False,,RAI4-1316
RAI4-1319,과학 역량의 유해 목적 악용,1,RAI3-G-INT-07,False,,RAI4-1319
RAI4-1320,인간 기만 능력,1,RAI3-G-SYS-08,False,,RAI4-1320
RAI4-1323,자율적 장기 목표 이탈,1,RAI3-G-SYS-08,False,,RAI4-1323
RAI4-1324,유해 행위 정보 제공,1,RAI3-G-INT-07,False,,RAI4-1324
RAI4-1326,합법·사회용인적 의도적 동물 가해,1,RAI3-G-INT-01,False,,RAI4-1326
RAI4-1327,에너지·전자폐기물 서식지 파괴,1,RAI3-G-INT-12,False,,RAI4-1327
RAI4-1328,소외로 인한 피해,1,RAI3-G-SOC-08,False,,RAI4-1328
RAI4-1329,추천 시스템의 인간중심 편향 증폭,1,RAI3-G-SOC-05,False,,RAI4-1329
RAI4-1330,동물 편익 기회 상실,1,RAI3-G-SOC-11,False,,RAI4-1330
RAI4-1331,설명가능성 결손에 따른 시정·책임 추적 불능,1,RAI3-G-SYS-10,False,,RAI4-1331
RAI4-1332,모델 강건성 결손,1,RAI3-G-SYS-06,False,,RAI4-1332
RAI4-1333,모델 절취·변조,1,RAI3-G-INT-11,False,,RAI4-1333
RAI4-1336,학습 데이터 어노테이션 결함,1,RAI3-G-SYS-03,False,,RAI4-1336
