sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.189,General,G_INT_PRIV,G_INT_PRIV_002,생체인식 식별·추적에 의한 프라이버시 침해,"얼굴·음성·보행 등 생체인식 AI 시스템이 사생활을 과도하게 침해하는 식별·추적을 가능하게 하고, 생체정보의 보유 범위·보유 기간·소유권·접근 권한이 불명확하여 프라이버시 침해가 가중되는 리스크.",G_INT_PRIV_009,개인정보 악용 및 거래,AI 시스템이 개인정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.
0.189,General,G_INT_PRIV,G_INT_PRIV_004,사생활·평판 정보 노출,"AI 시스템이 개인의 사생활 또는 평판에 관한 정보를 노출하는 콘텐츠를 생성하거나, 그러한 정보 노출로 이어지는 판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.",G_INT_PRIV_010,보호조치 없는 개인정보 수집,"AI 시스템의 학습 데이터셋이 웹 스크래핑으로 수집된 개인 데이터·개인식별정보를 적절한 보호조치 없이 포함하거나, 후속 미세조정에 사용하는 사내 데이터가 그러한 정보를 적절히 보호하지 않아 개인정보와 정보자기결정권이 침해되는 리스크."
0.189,General,G_INT_VALUE,G_INT_VALUE_005,데이터셋의 문화적 표집 편향,"AI 시스템의 훈련·평가 데이터셋이 지배적인 문화 환경을 과다 표집하고 지역의 사회적 의미를 과소대표하여, 시스템 출력이 지역·소수 문화의 가치와 맥락을 충분히 반영하지 못하고 규범적 다양성을 축소하는 리스크.",G_INT_VALUE_007,소수·복수 가치의 소거와 규범적 획일화,"AI의 데이터 큐레이션, 평가, 정렬 또는 배포 과정에서 소수자와 과소대표 집단의 가치가 지배적·다수자 규범으로 축소되거나 배제되어 가치의 다양성이 소거되는 리스크."
0.189,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_107,배포 후 잔존 결함으로 인한 오작동,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동음이의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크."
0.189,General,G_Others,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.
0.189,General,G_Others,G_Others_046,사고 분류 단편화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크.",G_Others_107,배포 후 잔존 결함으로 인한 오작동,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동음이의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크."
0.189,General,G_Others,G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.,G_Others_084,사용자 영합적 응답(아첨),"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 사용자의 오해와 표명된 신념을 교정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크."
0.189,General,G_Others,G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크.",G_Others_063,AI 인터페이스와 인적 요소의 불일치,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인터페이스 단서가 시스템이 실제로 갖추지 못한 신뢰성·권위·공감을 전달하고 시스템 설계가 인간의 주의, 업무 부하, 맥락, 오류 패턴과 맞지 않아, 잘못된 신뢰와 안전하지 않은 사용을 유발하는 리스크."
0.189,General,G_SYS_SECADV,G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,G_SYS_SECADV_034,악의적 미세조정에 의한 안전장치 무력화,악의적 행위자가 공개 가중치 AI 모델을 저비용으로 미세조정하여 안전장치와 사용 제한을 우회하고 유해한 출력을 생성하도록 만드는 리스크.
0.189,General,G_SYS_SECADV,G_SYS_SECADV_009,적대적 역할·지시에 의한 안전장치 우회,공격자가 유해한 역할이나 지시를 적대적으로 구성하여 AI 모델의 안전장치를 우회하고 극단주의·인종주의 등 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV_052,장면 맥락 조작 공격,"공격자가 표지, 물체 배치, 의복 패턴 또는 장면 맥락을 적대적으로 변경하여 로봇의 AI 인식 모델이 환경을 잘못 해석하고 안전하지 않은 행동을 선택하도록 유도하는 리스크."
0.189,General,G_SYS_SECADV,G_SYS_SECADV_017,대규모 사이버범죄 오용,악의적 행위자가 생성 모델을 탈옥시켜 민감·유해 콘텐츠와 표적 맞춤형 설득 자료를 생산함으로써 사이버 범죄를 저비용·대규모로 수행하는 리스크.,G_SYS_SECADV_034,악의적 미세조정에 의한 안전장치 무력화,악의적 행위자가 공개 가중치 AI 모델을 저비용으로 미세조정하여 안전장치와 사용 제한을 우회하고 유해한 출력을 생성하도록 만드는 리스크.
0.189,Agentic,A_Others,A_Others_001,학습 중 탐색 행동에 따른 회복 불가능한 피해,학습 중인 AI 에이전트가 새로운 행동의 결과를 충분히 예측하거나 승인을 받지 않은 채 환경을 탐색하여 회복하기 어려운 물리적·재정적·사회적 피해를 초래하는 리스크.,A_Others_002,무감독 AI 에이전트의 기계적 명령 수행,AI 에이전트가 충분한 인간 감독 없이 지시나 목표를 기계적으로 수행하면서 도덕·안전 제약을 무시하고 도구·정보 환경·다른 시스템과 예측하기 어렵게 상호작용하여 피해를 초래하는 리스크.
0.189,Physical,P_SYS_CONTROL,P_SYS_CONTROL_009,휴머노이드 보행·조작 안정성 실패,"휴머노이드가 외란, 탑재 하중 변화, 표면 변화 또는 액추에이터의 불완전성에 노출되거나 개방 환경에서 이동과 조작을 결합할 때 안정적인 보행·자세·접촉·물체 취급을 유지하지 못하여 전도·충돌·물체 손상을 초래하는 리스크.",P_SYS_CONTROL_031,동작 재매핑의 안전 실패,"인간의 동작을 휴머노이드 신체의 동작으로 재매핑하는 과정에서 로봇의 물리적 한계·접촉 제약·안전 자세 요건이 반영되지 않아 불안정한 자세, 충돌 또는 접촉 상해를 초래하는 리스크."
0.189,Physical,P_SYS_CONTROL,P_SYS_CONTROL_009,휴머노이드 보행·조작 안정성 실패,"휴머노이드가 외란, 탑재 하중 변화, 표면 변화 또는 액추에이터의 불완전성에 노출되거나 개방 환경에서 이동과 조작을 결합할 때 안정적인 보행·자세·접촉·물체 취급을 유지하지 못하여 전도·충돌·물체 손상을 초래하는 리스크.",P_SYS_CONTROL_040,휴머노이드 조작 데이터셋에서의 오픈 월드 조건 과소대표,휴머노이드 조작 데이터셋이 비정형 작업 변화·낯선 물체·움직이는 사람·환경 변화 등 오픈 월드 배포 조건을 충분히 포함하지 못하여 제어 정책이 낯선 조건에 일반화되지 않고 충돌·불안정한 접촉·물체 손상 등 안전하지 않은 물리적 행동을 유발하는 리스크.
0.188,General,G_SYS_EVAL,G_SYS_EVAL_037,성능 요구사항 계획 미흡,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 의도된 기능을 적절히 대표하지 못하는 성능 지표를 선택하는 등 성능 요구사항을 충분히 계획하지 않아, 후속 수명주기 단계에서 기대 성능과 안전 요구사항을 충족할 수 없게 되는 리스크.",G_SYS_EVAL_038,잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사결정이 왜곡된 정보에 기반하게 되는 리스크."
0.188,General,G_INT_COPY,G_INT_COPY_006,표절 및 저자 사칭,AI 시스템이 표절 및 저작자 사칭 관련 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY_011,저작권 보호 표현의 무단 이용,AI 시스템이 저작권으로 보호되는 타인의 표현을 허락이나 출처 표시 없이 복제·변형·배포하거나 생성물에 재사용하여 권리자의 저작권을 침해하는 리스크.
0.188,General,G_INT_PRIV,G_INT_PRIV_015,개인정보 수집 제한 우회,AI 시스템 개발자가 개인정보 취득에 관한 법적 제한을 우회하거나 적법한 근거·유효한 동의 없는 수집 관행을 채택하여 개인정보와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,AI 시스템이 적법한 통제 없이 학습 데이터에 포함된 개인정보를 수집·암기하고 특정 입력에 반응해 이를 재현하거나 노출하는 리스크.
0.188,General,G_INT_SELF,G_INT_SELF_001,자해 은폐 및 회피 전략,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF_010,자살 실행에 대한 구체적 지원,"AI 시스템이 자살 실행에 필요한 방법, 수단 또는 순서를 구체적으로 제공하여 자기 위해의 실행 가능성을 높이는 리스크."
0.188,General,G_INT_SELF,G_INT_SELF_005,비자살적 자해(NSSI),"AI 시스템이 비자살적 자해(Non-Suicidal Self-Injury, NSSI) 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적인 실행 정보를 제공하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.",G_INT_SELF_010,자살 실행에 대한 구체적 지원,"AI 시스템이 자살 실행에 필요한 방법, 수단 또는 순서를 구체적으로 제공하여 자기 위해의 실행 가능성을 높이는 리스크."
0.188,General,G_INT_VALUE,G_INT_VALUE_021,사전학습 코퍼스의 지배적 가치 편향,AI 시스템이 사전학습 코퍼스에 과대표현된 지배적·다수 집단의 가치를 중립적 기본값으로 학습하여 소수·현지·문화·종교적 가치 체계를 과소대표하거나 대체하는 리스크.,G_INT_VALUE_022,주석자 편향의 중립적 인간 선호로의 고착,AI 시스템이 주석자와 피드백 작업자의 편향된 선호를 중립적 인간 선호로 학습하여 다른 가치와 관점을 배제하는 리스크.
0.188,General,G_Others,G_Others_020,방언·언어 사용역 배제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 방언·사회어·존댓말 체계·언어 사용역이 오류로 처리되어 해당 공동체의 안전성과 유용성이 저하되는 리스크.,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크."
0.188,General,G_Others,G_Others_051,위장 계정 자동 운영에 의한 정보 환경 조작,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 허구의 온라인 정체성 계정이 자동으로 생성·운영되어 후원 주체가 은폐되고 독립적 지지가 가장되며 정보 환경이 조작되는 리스크.,G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크."
0.188,General,G_SYS_SECADV,G_SYS_SECADV_034,악의적 미세조정에 의한 안전장치 무력화,악의적 행위자가 공개 가중치 AI 모델을 저비용으로 미세조정하여 안전장치와 사용 제한을 우회하고 유해한 출력을 생성하도록 만드는 리스크.,G_SYS_SECADV_050,유해한 물리적 행동 지시를 위장한 공격,공격자가 유해한 물리적 행동 지시를 무해하거나 정상적인 과업 요청으로 위장하여 체화형 AI 에이전트의 안전장치를 우회하고 해당 행동을 수용·실행하도록 유도하는 리스크.
0.188,Agentic,A_SYS_AUTH,A_SYS_AUTH_003,통제되지 않는 자기 개선과 고도 AI 통제 상실,고도 AI가 반복적 자기 개선을 통해 능력과 자율성을 확대하고 교정·중단·격리에 저항하여 개발 또는 배포 과정에서 인간의 통제 가능성을 상실하게 하는 리스크.,A_SYS_AUTH_020,감독 회피·수정 저항,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 시스템의 역량이 증가함에 따라 수정에 저항하거나 감독을 회피하거나 의도된 운영 범위를 벗어나 행동하여 인간의 통제 가능성을 저해하는 리스크.
0.188,Agentic,A_SYS_AUTH,A_SYS_AUTH_017,에이전트의 안전하지 않은 도구 사용,"에이전트가 도구를 안전하지 않게 또는 부여된 범위를 넘어 호출하거나 실행의 부작용을 잘못 예측·무시하여, 의도치 않은 재정·프라이버시·운영·안전상의 피해를 초래하는 리스크.",A_SYS_AUTH_020,감독 회피·수정 저항,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 시스템의 역량이 증가함에 따라 수정에 저항하거나 감독을 회피하거나 의도된 운영 범위를 벗어나 행동하여 인간의 통제 가능성을 저해하는 리스크.
0.188,Physical,P_SYS_CONTROL,P_SYS_CONTROL_006,물리적 운용 환경의 분포 이동,건물·도로·공장·가정·병원 또는 기상 조건 등 물리적 운용 환경이 로봇·휴머노이드 또는 피지컬 AI 시스템의 제어 정책이 탐지·적응할 수 있는 속도보다 빠르게 변화하여 경로 계획·동작 제어·구동이 부정확해지고 안전하지 않은 물리적 행동을 유발하는 리스크.,P_SYS_CONTROL_044,위험한 로봇 작업 계획에 따른 물리 제어 실패,로봇 또는 피지컬 AI 시스템이 식별 가능한 물리적 위험을 포함하거나 안전 제약을 위반하는 작업 계획을 생성·승인하고 이를 모션 계획과 구동으로 실행하여 의도하지 않은 위험 동작을 일으키는 리스크.
0.188,Physical,P_SYS_CONTROL,P_SYS_CONTROL_026,그리퍼 형상·유형 제약 위반,로봇·휴머노이드 또는 피지컬 AI 시스템이 그리퍼의 형상·유형 또는 실제 접촉 역학이 부과하는 물리적 제약을 위반하는 행동을 선택하는 리스크.,P_SYS_CONTROL_031,동작 재매핑의 안전 실패,"인간의 동작을 휴머노이드 신체의 동작으로 재매핑하는 과정에서 로봇의 물리적 한계·접촉 제약·안전 자세 요건이 반영되지 않아 불안정한 자세, 충돌 또는 접촉 상해를 초래하는 리스크."
0.188,Physical,P_SYS_CONTROL,P_SYS_CONTROL_030,부실하게 설계된 피지컬 AI 제어 시스템에 의한 상해,"로봇·휴머노이드 또는 피지컬 AI 제어 시스템의 설계 결함이 안전하지 않은 물리적 행동을 유발하여 심리적 고통, 신체 상해 또는 그 밖의 물리적 피해를 초래하는 리스크.",P_SYS_CONTROL_044,위험한 로봇 작업 계획에 따른 물리 제어 실패,로봇 또는 피지컬 AI 시스템이 식별 가능한 물리적 위험을 포함하거나 안전 제약을 위반하는 작업 계획을 생성·승인하고 이를 모션 계획과 구동으로 실행하여 의도하지 않은 위험 동작을 일으키는 리스크.
0.188,Physical,P_SYS_STATE,P_SYS_STATE_005,가정 내 위험 상태 감지 지연,로봇·휴머노이드 또는 피지컬 AI 시스템이 가정 내 위험 상태를 제때 추정하지 못해 회피 또는 정지 판단이 지연되고 안전하지 않은 물리적 행동으로 이어지는 리스크.,P_SYS_STATE_010,가림에 의한 충돌,피지컬 AI 시스템이 가림으로 숨겨진 사람·동물·차량·장애물을 감지하지 못해 공유 공간에서 충돌이나 그 밖의 안전하지 않은 동작을 유발하는 위험.
0.187,General,G_SYS_EVAL,G_SYS_EVAL_038,잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사결정이 왜곡된 정보에 기반하게 되는 리스크.",G_SYS_EVAL_046,데이터 출처 검증 불가,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터의 소유권·출처·변환 이력을 검증할 표준화된 방법이 없어 사용 데이터가 원본과 동일한지, 올바른 사용 조건을 갖췄는지 보증할 수 없게 되는 리스크."
0.187,General,G_SYS_OEXT,G_SYS_OEXT_003,자율적·독립적 의사결정 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,G_SYS_OEXT_013,AI 역량의 검증 범위 초과 사용,AI 시스템이 검증되지 않은 과업이나 조건에서도 역량이 유효한 것처럼 사용되게 하여 부정확하거나 위험한 결정을 초래하는 리스크.
0.187,General,G_INT_PRIV,G_INT_PRIV_002,생체인식 식별·추적에 의한 프라이버시 침해,"얼굴·음성·보행 등 생체인식 AI 시스템이 사생활을 과도하게 침해하는 식별·추적을 가능하게 하고, 생체정보의 보유 범위·보유 기간·소유권·접근 권한이 불명확하여 프라이버시 침해가 가중되는 리스크.",G_INT_PRIV_005,개인정보 및 민감정보 노출,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.
0.187,General,G_INT_REPR,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,G_INT_REPR_018,사회집단의 재현적 피해·고정관념 및 비가시화,"AI가 사회 집단을 고정관념화·비하·동질화하거나 잘못 재현하고, 과소대표 또는 비재현하여 해당 집단의 존엄, 가시성, 사회적 지위를 훼손하는 리스크."
0.187,General,G_Others,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",G_Others_107,배포 후 잔존 결함으로 인한 오작동,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동음이의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크."
0.187,General,G_SYS_SECADV,G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,G_SYS_SECADV_035,저빈도 인코딩·저자원 언어를 통한 안전 훈련 우회,Base64 등 안전 미세조정에 충분히 포함되지 않은 텍스트 인코딩이나 저자원 언어로 유해 프롬프트를 변환하여 모델의 안전장치를 우회하는 리스크.
0.187,General,G_SYS_SECADV,G_SYS_SECADV_031,프롬프트 주입 및 시스템 지시문 유출,"이용자 입력이나 검색된 웹페이지·문서·도구 출력에 숨겨진 지시가 시스템 지시와 이용자 데이터의 구조적 분리 부족을 악용하여 AI 모델과 에이전트의 안전 제약·도구 실행을 변조하고, 기밀 시스템 프롬프트 유출·데이터 절취·무단 행위·서비스 거부를 초래하는 리스크.",G_SYS_SECADV_032,프롬프트 인젝션·정책 우회,공격자가 입력을 조작해 AI 시스템의 지시 계층과 안전 정책을 우회하거나 내부 정보를 노출시켜 무단 행동·정보 유출·서비스 교란을 초래하는 리스크.
0.187,Physical,P_SYS_CONTROL,P_SYS_CONTROL_025,부적절한 파지력에 의한 상해,로봇 조작기가 사람과 접촉하는 과정에서 과도한 힘을 가하거나 부적절한 시점에 힘을 가하여 압착·끼임·절단 또는 인간공학적 상해를 초래하는 리스크.,P_SYS_CONTROL_031,동작 재매핑의 안전 실패,"인간의 동작을 휴머노이드 신체의 동작으로 재매핑하는 과정에서 로봇의 물리적 한계·접촉 제약·안전 자세 요건이 반영되지 않아 불안정한 자세, 충돌 또는 접촉 상해를 초래하는 리스크."
0.187,Physical,P_SYS_CONTROL,P_SYS_CONTROL_029,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,"휴머노이드가 시연자의 의도, 물체 어포던스 또는 안전 제약을 추론하지 못한 채 관찰 행동을 모방하여 부적절한 경로·동작을 실행하는 리스크.",P_SYS_CONTROL_030,부실하게 설계된 피지컬 AI 제어 시스템에 의한 상해,"로봇·휴머노이드 또는 피지컬 AI 제어 시스템의 설계 결함이 안전하지 않은 물리적 행동을 유발하여 심리적 고통, 신체 상해 또는 그 밖의 물리적 피해를 초래하는 리스크."
0.186,General,G_SYS_EVAL,G_SYS_EVAL_011,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,AI 시스템 평가용 벤치마크가 대표적 과제와 환경에 편중되어 과소대표 이용자·지역 고유 맥락·희귀하지만 안전에 중대한 위해를 충분히 포함하지 못함으로써 잘못된 안전성 확신과 부적절한 배포 결정을 초래하는 리스크.,G_SYS_EVAL_016,벤치마크 오염에 의한 모델 평가 무효화,"AI 시스템의 학습 데이터에 벤치마크의 문항·정답·주석 또는 배포 후 수집된 평가 자료가 유입되어 평가 결과가 일반화 능력보다 암기를 반영하고, 시스템 역량과 안전성에 대한 잘못된 확신을 초래하는 리스크."
0.186,General,G_SYS_EVAL,G_SYS_EVAL_043,도구 에이전트 보안 테스트 커버리지 격차,벤치마크가 현실적인 도구·애플리케이션·공격 조합을 누락하여 도구 에이전트 보안에 대한 잘못된 확신을 유발하는 리스크.,G_SYS_EVAL_049,모의 도구 환경과 실제 환경의 불일치,AI 에이전트용 모의 환경이 실제 도구의 오류·부작용·공격 표면을 충분히 재현하지 못하여 도구 사용 벤치마크가 에이전트의 안전성을 과대평가하는 리스크.
0.186,General,G_INT_ILLEGAL,G_INT_ILLEGAL_002,환경 및 생태계 범죄,AI 시스템이 환경 및 생태계 범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_015,불법적 명예·권리 침해 지원,AI 시스템이 명예훼손이나 기타 권리 침해에 해당할 수 있는 콘텐츠의 작성·확산을 구체적으로 지원하는 리스크.
0.186,General,G_Others,G_Others_006,주석 불일치 억제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 주석자 간 불일치가 단일 레이블로 축소되어 복수의 가치와 사회적으로 유의미한 이견이 은폐되는 리스크.,G_Others_083,맥락 일관성 추구에 의한 아첨과 환각 증폭,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LLM이 문맥의 일관성을 추구하여 앞선 접두 문맥이나 이용자 의견에 담긴 허위정보를 사실보다 우선시하고 이를 반복함으로써 아첨성 응답과 환각이 눈덩이처럼 증폭되는 리스크.
0.186,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_090,복합적 사회·환경 피해,"AI 시스템이 노동 대체, 정신건강 악화, 딥페이크를 통한 조작, 자원 소비 및 학습·운영 과정의 온실가스 배출 등 서로 다른 경로를 통해 사회와 환경에 복합적인 피해를 초래하는 리스크."
0.186,General,G_Others,G_Others_084,사용자 영합적 응답(아첨),"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 사용자의 오해와 표명된 신념을 교정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크.",G_Others_098,집단별 성능 격차·고정관념 인코딩,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 ML 시스템이 일부 인구 통계·사회 집단의 고정관념을 인코딩하거나 그 집단에 대해 불균형적으로 낮은 성능을 보이는 리스크.
0.186,General,G_SYS_SECADV,G_SYS_SECADV_005,역할극 지시 악용,공격자가 입력 프롬프트에서 모델에 과격주의자나 인종차별주의자 등 위험한 역할을 부여하고 지시하여 안전장치를 우회하고 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV_033,페르소나 지정·사회공학 기법에 의한 안전장치 우회,공격자가 모델에 특정 페르소나를 지정하거나 인간 또는 다른 대규모 언어 모델(LLM)이 고안한 사회공학 기법을 사용하여 안전장치를 우회하고 금지된 출력이나 행동을 유도하는 리스크.
0.186,General,G_SYS_SECADV,G_SYS_SECADV_033,페르소나 지정·사회공학 기법에 의한 안전장치 우회,공격자가 모델에 특정 페르소나를 지정하거나 인간 또는 다른 대규모 언어 모델(LLM)이 고안한 사회공학 기법을 사용하여 안전장치를 우회하고 금지된 출력이나 행동을 유도하는 리스크.,G_SYS_SECADV_041,에이전트 인터페이스의 공격 표면 확대,"AI 에이전트가 브라우저·운영체제·모바일 앱·IoT 기기·외부 API와 연결되는 인터페이스의 취약점이나 과도한 권한이 공격 벡터가 되어, 공격자가 안전장치를 우회하거나 무단 접근·조작·중단을 일으키고 안전하지 않은 행동을 유도하는 리스크."
0.186,General,G_SYS_SECADV,G_SYS_SECADV_038,월드 모델 표현·훈련 데이터 오염,"월드 모델의 훈련 데이터나 잠재 표현이 적대적으로 손상되어 특정 조건에서만 안전하지 않은 역학을 활성화하는 백도어 트리거가 삽입되며, 자기지도 사전학습 단계에서 부호화된 결함은 다운스트림에서 교정될 수 없는 리스크.",G_SYS_SECADV_054,백도어 트리거에 의한 위험한 로봇 행동,"훈련 데이터, 프롬프트 맥락, 모델 가중치, 소프트웨어 또는 업데이트에 악의적으로 삽입된 트리거가 평상시에는 정상적으로 작동하는 로봇으로 하여금 특정 입력·물리 조건에서 사전에 지정된 위험한 행동이나 의도되지 않은 물리적 행동을 실행하게 하는 리스크."
0.186,Agentic,A_SYS_GOAL,A_SYS_GOAL_011,목표 범위 확장 성향,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게 되는 리스크.",A_SYS_GOAL_017,안전 강화학습 제약 위반,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 강화 학습 정책이 안전 한계나 제약 조건을 위반하면서도 과제 목표를 달성하여, 성능 최적화가 안전성보다 우선되는 리스크."
