sim,scope,dom,l3_a,id_a,ko_a,en_a,def_ko_a,l3_b,id_b,ko_b,en_b,def_ko_b
0.395,within-L3,General,G_INT_COPY,G_INT_COPY_009,저작물의 무단 복제 및 브랜드 사칭,Unauthorised reproduction of works and brand impersonation,AI 시스템이 저작권으로 보호되는 저작물이나 상표·브랜드 표지를 권리자의 허락 없이 복제·변형하거나 진품 또는 공식 콘텐츠로 오인되도록 생성·유통하여 저작권이나 상표권을 침해하는 리스크.,G_INT_COPY,G_INT_COPY_011,저작권 보호 표현의 무단 이용,Unauthorised use of copyright-protected expression,AI 시스템이 저작권으로 보호되는 타인의 표현을 허락이나 출처 표시 없이 복제·변형·배포하거나 생성물에 재사용하여 권리자의 저작권을 침해하는 리스크.
0.391,within-L3,General,G_INT_VIOL,G_INT_VIOL_002,폭력 미화 및 정당화,Glorification and justification of violence,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.388,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_004,모델 파라미터·가중치 유출,Model-parameter and weight leakage,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게 하는 리스크.
0.387,within-L3,General,G_SYS_SECADV,G_SYS_SECADV_005,역할극 지시 악용,Role-play instruction exploitation,공격자가 입력 프롬프트에서 모델에 과격주의자나 인종차별주의자 등 위험한 역할을 부여하고 지시하여 안전장치를 우회하고 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV,G_SYS_SECADV_009,적대적 역할·지시에 의한 안전장치 우회,Safeguard bypass through adversarial roles and instructions,공격자가 유해한 역할이나 지시를 적대적으로 구성하여 AI 모델의 안전장치를 우회하고 극단주의·인종주의 등 유해 콘텐츠를 생성하게 하는 리스크.
0.386,within-L3,General,G_INT_VIOL,G_INT_VIOL_004,대량폭력 및 테러,Mass violence and terrorism,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.386,within-L3,General,G_INT_VIOL,G_INT_VIOL_006,살인 및 심각한 신체 폭력,Murder and severe physical violence,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.383,within-L3,General,G_INT_VIOL,G_INT_VIOL_009,고문 및 잔혹행위,Torture and cruel acts,AI 시스템이 고문 또는 그 밖의 잔혹행위를 조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단의 생명과 신체적·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.383,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_008,모델 학습 데이터 추출·유출,Training-data extraction and leakage,AI 시스템이 학습 데이터 또는 데이터 출처를 노출하거나 충분히 보호하지 못해 기밀·개인·저작권 보호 정보의 무단 추출·복원을 가능하게 하는 리스크.
0.382,within-L3,General,G_SYS_SECADV,G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,Exposure of prohibited information through safeguard bypass,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,G_SYS_SECADV,G_SYS_SECADV_009,적대적 역할·지시에 의한 안전장치 우회,Safeguard bypass through adversarial roles and instructions,공격자가 유해한 역할이나 지시를 적대적으로 구성하여 AI 모델의 안전장치를 우회하고 극단주의·인종주의 등 유해 콘텐츠를 생성하게 하는 리스크.
0.38,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,Failure to elicit and incorporate community values,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_028,외부 평가 접근 실패,External evaluation access failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.377,within-L3,General,G_INT_VIOL,G_INT_VIOL_007,관계 기반 폭력,Relationship-based violence,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.377,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_004,모델 파라미터·가중치 유출,Model-parameter and weight leakage,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.
0.376,within-L3,General,G_INT_SELF,G_INT_SELF_006,자해·자살 조장 온라인 커뮤니티,Online communities encouraging self-harm and suicide,AI 시스템이 자해·자살 커뮤니티 및 사회적 조장 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_007,자살 준비 행위의 조장 및 구체적 지원,Promotion of and concrete assistance for preparatory conduct for suicide,"AI 시스템이 자살 수단 확보, 장소 선택 또는 주변의 개입 회피 등 자살 준비 행위를 조장·정상화하거나 이에 필요한 구체적인 정보를 생성·제공하여 개인의 생명과 신체적·정신적 안녕을 위협하는 리스크."
0.375,within-L3,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"Combined regulatory, management, and operational failures","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others,G_Others_037,학습 단계의 치명적 실수,Fatal mistakes during the learning phase,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.
0.366,within-L3,General,G_INT_VIOL,G_INT_VIOL_008,위협 및 협박,Threats and intimidation,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.366,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_005,안전 정책·보호 메커니즘 노출·우회,Safety-policy and safeguard exposure or bypass,AI 시스템이 안전 정책·필터링 로직·거부 규칙 등 보호 메커니즘을 노출하거나 충분히 보호하지 못해 안전장치의 분석·우회·무력화를 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.
0.361,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게 하는 리스크.
0.36,within-L3,General,G_INT_ALLOC,G_INT_ALLOC_008,보호집단에 대한 불리한 자원 배분,Adverse resource allocation to protected groups,"AI 시스템이 보호대상 특성이나 사회적 지위에 근거해 특정 개인·집단에 자원, 기회, 서비스 또는 접근을 불리하게 배분하는 리스크.",G_INT_ALLOC,G_INT_ALLOC_009,저자원 언어 사용자의 서비스·기회 접근 배제,Exclusion of low-resource-language users from services and opportunities,"AI 시스템이 저자원 언어 사용자의 언어 특성을 이유로 서비스, 정보 또는 기회에 불리한 접근 조건을 배분하는 리스크."
0.36,within-L3,General,G_INT_SELF,G_INT_SELF_007,자살 준비 행위의 조장 및 구체적 지원,Promotion of and concrete assistance for preparatory conduct for suicide,"AI 시스템이 자살 수단 확보, 장소 선택 또는 주변의 개입 회피 등 자살 준비 행위를 조장·정상화하거나 이에 필요한 구체적인 정보를 생성·제공하여 개인의 생명과 신체적·정신적 안녕을 위협하는 리스크.",G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.359,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.
0.358,within-L3,General,G_SYS_OEXT,G_SYS_OEXT_007,역량 오버행,Capability overhang,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 잠재 역량이 평가·모니터링·거버넌스 절차가 탐지하는 수준을 초과하는 리스크.,G_SYS_OEXT,G_SYS_OEXT_012,사용자 이해력 과부하,User comprehension overload,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 정보, 경고, 설명이 사용자가 이해하고 대응할 수 있는 범위를 초과하는 리스크."
0.357,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,Auditor independence failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL,G_SYS_EVAL_021,변경 관리 실패,Change-management failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크."
0.356,within-L3,General,G_INT_SEX,G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,Eased production of and access to abusive imagery,"AI 시스템이 외설적·굴욕적·학대적 성적 이미지, 아동 성착취물 또는 비동의 친밀 이미지를 생성·변형·유포하거나 이에 대한 접근을 용이하게 하여 피해자의 존엄성, 성적 자기결정권 및 안전을 침해하는 리스크.",G_INT_SEX,G_INT_SEX_004,비동의 성적 대상화 및 친밀 이미지 생성,Non-consensual sexualisation and intimate imagery generation,AI 시스템이 개인 또는 집단을 동의 없이 성적으로 대상화하거나 실존 인물의 외모·초상을 이용한 비동의 친밀 이미지·영상을 생성·변형·유포하여 성적 자기결정권과 인격권을 침해하는 리스크.
0.356,within-L3,General,G_SYS_SECADV,G_SYS_SECADV_051,인지·행동 시퀀스 조작 공격,Perception-action sequence manipulation attack,"공격자가 영상 시퀀스의 관측 정보나 행동 단서를 적대적으로 조작하여 로봇의 AI 모델이 충돌, 힘, 이격 거리 또는 대상물 사용에 관한 안전 제약을 위반하는 행동을 선택하도록 유도하는 리스크.",G_SYS_SECADV,G_SYS_SECADV_052,장면 맥락 조작 공격,Scene-context manipulation attack,"공격자가 표지, 물체 배치, 의복 패턴 또는 장면 맥락을 적대적으로 변경하여 로봇의 AI 인식 모델이 환경을 잘못 해석하고 안전하지 않은 행동을 선택하도록 유도하는 리스크."
0.356,within-L3,Agentic,A_INT_COORD,A_INT_COORD_001,다중 에이전트의 협조 실패에 따른 집단적 피해,Collective harm from multi-agent coordination failure,협력하려는 여러 AI 에이전트가 사회적 딜레마에서 행동을 신뢰성 있게 조율하지 못하고 개별적으로 합리적인 행동을 반복하여 집단적으로 유해한 결과를 초래하는 리스크.,A_INT_COORD,A_INT_COORD_003,다중 에이전트 환경 변화에 따른 협조 실패,Coordination failure under multi-agent distribution shift,협력하려는 AI 에이전트들이 서로의 행동과 적응으로 변화한 배포 환경에서 상대의 상태·전략·행동을 신뢰성 있게 조정하지 못해 협력이 실패하고 집단적으로 나쁜 결과에 이르는 리스크.
0.356,within-L3,Agentic,A_SYS_GOAL,A_SYS_GOAL_016,에이전트형 LLM의 자율성 확대에 따른 목표 정렬 실패,Goal misalignment from increased autonomy in agentic LLMs,"대규모 언어 모델(LLM)이 특화 학습, 프롬프트, 외부 도구 또는 에이전트 지원 구조를 통해 장기적 실세계 목표를 자율적으로 계획·추구하는 과정에서, 제한된 인간 감독과 확대된 행동 재량으로 인해 사용자·개발자의 실제 의도와 다른 목표나 수단적 하위 목표를 설정·추구하여 의도하지 않은 결과를 초래하는 리스크.",A_SYS_GOAL,A_SYS_GOAL_020,자기 수정 과정의 목표 정렬 실패,Goal misalignment during agent self-modification,"AI 에이전트가 자기 수정 과정에서 사용자·개발자의 실제 의도와 일치하는 목표를 유지하지 못하고, 변경된 정책·모델 또는 수단적 하위 목표에 따라 다른 목표를 추구하여 의도하지 않은 결과를 초래하는 리스크."
0.354,within-L3,General,G_SOC_ENV,G_SOC_ENV_004,에너지 병목 및 공급 부족,Energy bottlenecks and shortages,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 과도한 에너지 사용이 지역 사회·조직·기업에 에너지 병목과 공급 부족을 초래하는 리스크.,G_SOC_ENV,G_SOC_ENV_008,전자폐기물 과다 매립,Excessive landfilling of electronic waste,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 전기·전자 장비의 과도한 폐기로 생태계와 생물다양성이 훼손되고 지역 사회의 생계가 교란되며 권리가 침해되는 리스크.
0.354,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_008,모델 학습 데이터 추출·유출,Training-data extraction and leakage,AI 시스템이 학습 데이터 또는 데이터 출처를 노출하거나 충분히 보호하지 못해 기밀·개인·저작권 보호 정보의 무단 추출·복원을 가능하게 하는 리스크.
0.352,within-L3,General,G_SYS_OEXT,G_SYS_OEXT_003,자율적·독립적 의사결정 역량의 허위 표상,Misrepresentation of autonomous and independent decision-making capabilities,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,G_SYS_OEXT,G_SYS_OEXT_005,검증된 전문성 범위를 벗어난 AI 조언,AI advice beyond validated professional scope,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사결정과 물질적·법적·신체적 피해를 유발하는 리스크.
0.352,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_008,모델 학습 데이터 추출·유출,Training-data extraction and leakage,AI 시스템이 학습 데이터 또는 데이터 출처를 노출하거나 충분히 보호하지 못해 기밀·개인·저작권 보호 정보의 무단 추출·복원을 가능하게 하는 리스크.
0.351,within-L3,General,G_SOC_ECON,G_SOC_ECON_007,재숙련 속도를 앞서는 일자리 대체,Job displacement outpacing reskilling,AI 시스템의 업무 자동화가 재숙련을 통한 노동자의 역량 전환 속도보다 빠르게 일자리를 대체하여 고용 불안정을 초래하는 리스크.,G_SOC_ECON,G_SOC_ECON_013,전환 지원 없는 물리 노동 대체,Displacement of physical work without adequate transition support,로봇·휴머노이드 또는 피지컬 AI 시스템을 통한 자동화가 수작업·물류·서비스·돌봄·검사·보안·유지보수 업무를 해당 노동자가 재교육을 받거나 대체 일자리로 전환할 수 있는 속도보다 빠르게 대체하여 고용 불안과 생계 피해를 초래하는 위험.
0.35,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,Assurance case failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_021,변경 관리 실패,Change-management failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크."
0.346,within-L3,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"Combined regulatory, management, and operational failures","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others,G_Others_046,사고 분류 단편화,Incident taxonomy fragmentation,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크."
0.344,within-L3,General,G_Others,G_Others_037,학습 단계의 치명적 실수,Fatal mistakes during the learning phase,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,G_Others,G_Others_046,사고 분류 단편화,Incident taxonomy fragmentation,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크."
0.343,within-L3,General,G_INT_COPY,G_INT_COPY_005,프롬프트를 통한 저작물·지식재산의 무단 입력,Unauthorised inclusion of copyrighted works and intellectual property in prompts,이용자가 저작물이나 그 밖의 지식재산을 권리자의 허락 또는 적법한 근거 없이 AI 모델의 프롬프트에 입력하여 해당 정보가 처리·노출되고 권리자의 정당한 이익이 침해되는 리스크.,G_INT_COPY,G_INT_COPY_008,저작물의 무단 복제·변형·배포,"Unauthorised reproduction, transformation, and distribution of copyrighted works",AI 시스템이 저작물을 저작재산권자의 허락이나 그 밖의 적법한 근거 없이 복제·배포하거나 변형하여 2차적저작물을 작성함으로써 저작재산권과 권리자의 정당한 이익을 침해하는 리스크.
0.34,within-L3,Agentic,A_SYS_AUTH,A_SYS_AUTH_012,모바일 앱에서의 자율 행동에 따른 피해,Mobile-app autonomous action harm,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.",A_SYS_AUTH,A_SYS_AUTH_013,OS 수준 유해 컴퓨터 사용 행동,OS-level harmful computer-use action,컴퓨터 사용 에이전트가 적절한 승인이나 위험 인식 없이 데이터를 삭제·노출·변경·전송하는 운영 체제 작업을 수행하는 리스크.
0.338,within-L3,Physical,P_INT_SAFETY,P_INT_SAFETY_015,가정 환경의 희귀 조건 조합에서 발생하는 인간-로봇 안전 실패,Human-robot safety failure under rare combinations of household conditions,"가정용 로봇·휴머노이드 또는 피지컬 AI 시스템의 벤치마크가 물체·배치·사람의 행동·위험 요소의 희귀한 조합을 누락하여, 해당 조합에서 사람의 존재와 행동을 충분히 감지·예측·수용하지 못하는 시스템이 식별되지 않은 채 배포되고 위험 상황을 초래할 수 있는 리스크.",P_INT_SAFETY,P_INT_SAFETY_018,시뮬레이션-실세계 전이 과정의 인간-로봇 안전 실패,Human-robot safety failure in sim-to-real transfer,"로봇·휴머노이드 또는 피지컬 AI 시스템의 정책이 사람의 움직임·접촉과 공유 공간의 변화를 충분히 재현하지 못한 시뮬레이션에서 훈련·검증된 뒤 잘못된 안전 확신 아래 배포되고, 실제 운용에서 사람의 존재와 행동을 충분히 감지·예측·수용하지 못하여 위험 상황을 초래하는 리스크."
0.336,within-L3,General,G_SOC_ENV,G_SOC_ENV_004,에너지 병목 및 공급 부족,Energy bottlenecks and shortages,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 과도한 에너지 사용이 지역 사회·조직·기업에 에너지 병목과 공급 부족을 초래하는 리스크.,G_SOC_ENV,G_SOC_ENV_010,높은 에너지 소비,High energy consumption,딥러닝을 포함한 일부 학습 알고리즘이 반복적 학습 과정을 사용하여 높은 에너지 소비를 초래하는 리스크.
0.335,within-L3,General,G_INT_COPY,G_INT_COPY_008,저작물의 무단 복제·변형·배포,"Unauthorised reproduction, transformation, and distribution of copyrighted works",AI 시스템이 저작물을 저작재산권자의 허락이나 그 밖의 적법한 근거 없이 복제·배포하거나 변형하여 2차적저작물을 작성함으로써 저작재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY,G_INT_COPY_011,저작권 보호 표현의 무단 이용,Unauthorised use of copyright-protected expression,AI 시스템이 저작권으로 보호되는 타인의 표현을 허락이나 출처 표시 없이 복제·변형·배포하거나 생성물에 재사용하여 권리자의 저작권을 침해하는 리스크.
0.334,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,Assurance case failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,Failure to elicit and incorporate community values,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.
0.334,within-L3,Agentic,A_SYS_GOAL,A_SYS_GOAL_001,에이전트 과업 이탈,Agent task drift,에이전트가 다단계 계획이나 검색을 거치며 이용자의 원래 의도에서 이탈하는 리스크.,A_SYS_GOAL,A_SYS_GOAL_019,에이전트 안전 통제에서의 사용자 의도 오분류,User-intent misclassification in agent safety,AI 에이전트가 사용자 의도를 잘못 분류하여 다중 턴 도구 사용 과업에서 유해한 요청을 수락하거나 정당한 요청을 부당하게 거부하는 리스크.
0.332,within-L3,General,G_Others,G_Others_006,주석 불일치 억제,Annotation disagreement suppression,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 주석자 간 불일치가 단일 레이블로 축소되어 복수의 가치와 사회적으로 유의미한 이견이 은폐되는 리스크.,G_Others,G_Others_071,다원적 선호 집계 실패,Pluralistic preference aggregation failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.
0.332,within-L3,General,G_SYS_SECADV,G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,Exposure of prohibited information through safeguard bypass,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,G_SYS_SECADV,G_SYS_SECADV_033,페르소나 지정·사회공학 기법에 의한 안전장치 우회,Safeguard bypass through persona assignment and social-engineering tricks,공격자가 모델에 특정 페르소나를 지정하거나 인간 또는 다른 대규모 언어 모델(LLM)이 고안한 사회공학 기법을 사용하여 안전장치를 우회하고 금지된 출력이나 행동을 유도하는 리스크.
0.332,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_005,안전 정책·보호 메커니즘 노출·우회,Safety-policy and safeguard exposure or bypass,AI 시스템이 안전 정책·필터링 로직·거부 규칙 등 보호 메커니즘을 노출하거나 충분히 보호하지 못해 안전장치의 분석·우회·무력화를 가능하게 하는 리스크.
0.331,within-L3,General,G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,Biological and chemical weapons,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_017,무기화 전략 및 전술적 운용,Weaponisation strategies and tactical use,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크."
