L1_Title_en,L2_Title_ko,L2_Title_en,L3_Title_ko,L3_Title_en,L3_Description_ko,L3_Description_en,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,facet,act-type,휴먼검토의견
General AI,시스템,System,허위정보,Misinformation,AI 시스템이 환각(hallucination)을 포함해 존재하지 않거나 검증되지 않은 허위·조작 정보를 사실처럼 출력으로 생성·전달·증폭하여 개인·조직·사회의 의사결정을 왜곡하는 리스크 (고의적·의도적 허위정보는 오용 또는 에이전트 기만 리스크에서 다룸).,"The risk that an AI system generates, conveys, or amplifies false, unverified, or fabricated information—including hallucinated content—or presents misleading content as fact in its outputs, thereby distorting decision-making by individuals, organizations, or society (deliberate, intent-driven falsehoods are covered under intentional-misuse or agentic-deception risks).",검색 파이프라인 오염,Retrieval poisoning,악성 문서가 검색 파이프라인에 삽입되어 에이전트 또는 RAG 시스템의 출력에 영향을 미치는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which malicious documents are inserted into retrieval pipelines to influence agentic or RAG outputs.",,,
General AI,시스템,System,허위정보,Misinformation,AI 시스템이 환각(hallucination)을 포함해 존재하지 않거나 검증되지 않은 허위·조작 정보를 사실처럼 출력으로 생성·전달·증폭하여 개인·조직·사회의 의사결정을 왜곡하는 리스크 (고의적·의도적 허위정보는 오용 또는 에이전트 기만 리스크에서 다룸).,"The risk that an AI system generates, conveys, or amplifies false, unverified, or fabricated information—including hallucinated content—or presents misleading content as fact in its outputs, thereby distorting decision-making by individuals, organizations, or society (deliberate, intent-driven falsehoods are covered under intentional-misuse or agentic-deception risks).",개인화 정보 악용 표적 사기,Targeted fraud exploiting personalized information,"생성 모델이 개인화된 정보를 이용해 개별 사용자를 효율적으로 표적화하는 데 오용되어, 피해자의 신뢰를 악용한 설득력 높은 자동화 사기로 민감 정보가 탈취되고 기만의 성공 가능성이 높아지는 리스크.","The risk that generative models are misused to target individual users more efficiently using personalized information, producing highly convincing automated fraudulent schemes that exploit victims' trust and extract sensitive data.",F04,"IN, IC, GL, DP, CC",(jay) [이관] illegal conduct
General AI,시스템,System,허위정보,Misinformation,AI 시스템이 환각(hallucination)을 포함해 존재하지 않거나 검증되지 않은 허위·조작 정보를 사실처럼 출력으로 생성·전달·증폭하여 개인·조직·사회의 의사결정을 왜곡하는 리스크 (고의적·의도적 허위정보는 오용 또는 에이전트 기만 리스크에서 다룸).,"The risk that an AI system generates, conveys, or amplifies false, unverified, or fabricated information—including hallucinated content—or presents misleading content as fact in its outputs, thereby distorting decision-making by individuals, organizations, or society (deliberate, intent-driven falsehoods are covered under intentional-misuse or agentic-deception risks).",지속적 기만 수행에 의한 이용자 판단 왜곡,User judgement distortion through sustained model deception,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 LLM이 인간을 기만하고 그 기만을 장기간 유지하는 역량을 발현하여 이용자에게 거짓 믿음을 유도하고 의사 결정을 왜곡하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an LLM exercises its capability to deceive humans and sustain that deception, inducing false beliefs that distort users' decisions.",F01,"IN, IC, GL, DP, CC",(jay) [이관] Deception and Scheming
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",검증된 전문성 범위를 벗어난 AI 조언,AI advice beyond validated professional scope,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사 결정과 물질적·법적·신체적 피해를 유발하는 리스크.,"The risk that an AI system provides medical, legal, financial, electoral, or safety advice beyond its validated capability, expertise, or authority and presents that advice as reliable, inducing misplaced trust, erroneous decisions, and material, legal, or physical harm.",,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",학습 과정 우회,Bypassing of the learning process,고품질 생성 모델에 대한 손쉬운 접근으로 학습자가 AI 모델을 사용해 학습 과정을 우회하게되는 리스크.,The risk that easy access to high-quality generative models results in students using AI models to bypass the learning process.,,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",역량 오버행,Capability overhang,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 잠재 역량이 평가·모니터링·거버넌스 절차가 탐지하는 수준을 초과하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which latent capabilities exceed what evaluation, monitoring, or governance processes detect.",F03,AD,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",인지 오프로딩,Cognitive offloading risk,"사용자가 독립적 인지 능력을 저하시키는 방식으로 추론, 기억, 평가를 AI에 위임하는 리스크.","The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity.",,,(jay) [이관] Cultural and Epistemic Erosion
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",장기 작업의 단계 간 오차 누적,Cross-stage error accumulation in long tasks,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인지에서 예측과 제어로 전달된 작은 오차가 긴 작업 순서에서 누적되어 최종 행동이 안전 경계를 넘는 위험.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which small errors passed from perception to prediction and control accumulate across a long task sequence until the final action crosses a safety boundary.",,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",AI 위임에 따른 인간 의사결정 권한 이전,Displacement of human decision authority through AI delegation,"AI에 대한 반복적 위임으로 실질적 의사 결정 권한과 결정의 소유권이 명시적 거버넌스 결정 없이 특정 가능한 인간 행위자로부터 이전되고, 업무 흐름이 위임에 의존하게 되면서 권한을 인간 의사 결정자에게 되돌리는 일이 과도한 비용이 들거나 사실상 불가능해지는 리스크.","The risk that repeated delegation to AI shifts real decision authority and ownership away from identifiable human actors without an explicit governance choice, while workflows become so dependent on the delegation that returning authority to human decision makers grows costly or impractical.",,,(jay) [이관] Governance and Accountability Void
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",무제한 접근을 통한 범용 AI 고영향 오용,High-impact misuse of general-purpose AI through unrestricted access,사용자가 악의적 의도를 가지고 AI 시스템의 제한이나 모니터링 없이 접근함으로써 광범위한 역량 또는 기능을 오용함으로써 대규모 피해를 유발시키는 리스크.,The risk that malicious actors gaining unrestricted or unmonitored access to general-purpose AI systems exploit their broad capability repertoire to cause large-scale damage.,,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",부적절한 자동화 수준,Inappropriate degree of automation,AI 애플리케이션의 자동화 정도가 높아 예기치 못한 동작을 보이고 신뢰성과 안전 측면의 위험이 발생하는 리스크.,The risk that an AI application with a high degree of automation exhibits unexpected behaviour and poses risks in terms of its reliability and safety.,,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",샌드박스 우회에 의한 격리 통제 상실,Loss of containment through sandbox escape,AI 시스템이 훈련 또는 평가가 이루어지는 샌드 박스 환경을 우회하여 격리 통제가 무력화되는 리스크.,"The risk that an AI system bypasses the sandboxed environment in which it is trained or evaluated, defeating containment controls.",,,(jay) [분할] 복합적. Security and Adversarial Robustness Failure + Deception and Scheming이 혼재되어 해당 L4를 분해 필요
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",과적합 및 과소적합,Over- and underfitting,모델이 훈련 데이터에 과도하게 또는 불충분하게 적응하여 운영 데이터에 직면했을 때 AI 시스템이 신뢰할 수 없게 동작하는 리스크.,"The risk that over- or underfitting, the excessive or insufficient adaption of a model to training data, causes an AI system to behave unreliably when confronted with operational data.",,,(jay) [이관] Performance and Reliability Failure
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",감사자 역량 부족에 따른 과대 보증,Over-assurance from insufficient auditor capacity,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 감사자가 특정 안전·성능·검증 요구를 다룰 지식이나 충분히 엄밀한 시험 역량을 갖추지 못해 정당화될 수 있는 범위보다 넓게 적합 판정이 보고되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which auditors lacking knowledge of specific risks or the capacity for sufficiently rigorous testing report passing audits more inclusive than can be justified.",,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",해석가능성 결과에 대한 과대평가와 거짓 확 신,Overestimation of interpretability results,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 설명 가능성 기법의 결과가 편향에서 자유롭지 않음에도 사용자의 기존 믿음과 일치할 때 확증 편향으로 이어져 거짓된 안전감과 신뢰가 형성되고 기법의 능력이 과대평가되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which the results of explainability techniques, which are not free of bias and require careful interpretation, align with users' initial beliefs and produce confirmation bias, a false sense of security or reliability, and an overestimation of these techniques' abilities.",,,"yj_""거짓 확신"" 오타 정정"
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",광범위 배포 AI 어시스턴트를 통한 대규모 영 향력 행사,Population-scale influence through widely deployed AI assistants,"광범위하게 사용되는 AI 어시스턴트가 반복적인 개인화 상호 작용, 수렴·조율되는 영향 패턴 또는 실제 통제 주체의 지시를 통해 다수 인구의 신념·선택·위임된 의사 결정을 누적적으로 변화시키며, 그 영향이 불투명하여 인지하거나 견제하기 어려운 리스크.","The risk that widely used AI assistants, through repeated personalized interactions, converging influence patterns, or direction by their actual controllers, cumulatively shift the beliefs, choices, and delegated decisions of large populations in ways that are opaque and difficult to recognize or contest.",,,(jay) [분할] 복합적. Unethical Conduct and Manipulation + Erosion of Democracy and Civic Order + Inequality and Power Concentration이 혼재되어 해당 L4를 분해 필요
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",전문적 판단력 위축,Professional judgment atrophy,AI 시스템이 전문 업무의 일상적 매개자가 되면서 도메인 전문가의 판단 역량이 쇠퇴하는 리스크.,The risk that domain professionals lose judgment capacity as AI systems become routine intermediaries in expert work.,,,(jay) [이관] Cultural and Epistemic Erosion
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",문화 해석 권위의 이전,Redistribution of cultural authority,AI 시스템이 문화 해석에 대한 권위를 공동체와 전문가로부터 모델 제공자나 플랫폼 중개자로 이전시키는 리스크.,The risk that AI systems shift authority over cultural interpretation from communities and experts to model providers or platform intermediaries.,,,(jay) [이관] Cultural and Epistemic Erosion
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",미세조정판의 예상외 역량,Unexpected downstream fine-tune competence,하류배포자가 배포 관련 데이터셋으로 상류 GPAI 모델을 미세 조정하는 과정에서 기반 모델에는 없던 새롭고 예상치 못한 역량이 생기고 이를 원 개발자가 예견하지 못하는 리스크.,The risk that downstream deployers fine-tuning a GPAI model with specific deployment-related datasets give it new or unexpected capabilities that the underlying upstream model did not exhibit and that the original model developer did not anticipate.,,,
General AI,시스템,System,역량 초과 수행,Over-Extension,AI 시스템이 검증된 역량·권한·전문성·범위를 넘어선 과제를 수행하거나 수행 가능한 것처럼 제시하여 이용자의 잘못된 신뢰나 의사결정을 유발하는 리스크.,"The risk that an AI system performs, or presents itself as able to perform, tasks beyond its validated capabilities, authority, expertise, or scope, inducing misplaced trust or decisions.",사용자 이해력 과부하,User comprehension overload,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 시스템 정보, 경고, 설명이 사용자가 이해하고 대응할 수 있는 범위를 초과하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which system information, warnings, or explanations exceed users' ability to understand and act on them.",F03,AD,
General AI,시스템,System,과도한 거절,Over-Refusal,안전하게 제공 가능한 정보·지원·선택지를 불필요하게 제한·거부하여 이용자의 권리·안전·정당한 목적 달성을 저해하는 리스크.,"The risk that an AI system unnecessarily restricts or refuses information, assistance, or options that could be safely provided, thereby impairing users' rights, safety, or legitimate objectives.",거절-능력 혼동,Refusal-capability confusion,"안전성 평가가 에이전트의 유해 행동 미 수행이 거부(refusal), 능력 부족(capability limitation), 또는 실행 실패(execution failure) 중 무엇에 기인하는지 구분하지 못하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which a safety evaluation cannot distinguish whether an agent avoids harm because it refuses, lacks capability, or fails to execute the task.",,,(jay) [이관] Evaluation and Assurance Failure
General AI,시스템,System,과도한 거절,Over-Refusal,안전하게 제공 가능한 정보·지원·선택지를 불필요하게 제한·거부하여 이용자의 권리·안전·정당한 목적 달성을 저해하는 리스크.,"The risk that an AI system unnecessarily restricts or refuses information, assistance, or options that could be safely provided, thereby impairing users' rights, safety, or legitimate objectives.",안전하지 않은 지시 주제,Unsafe instruction topic,입력 지시 자체가 부적절하거나 불합리한 주제를 참조할 때 모델이 그 지시를 따라 광신과 인종주의 같은 안전하지 않은 콘텐츠를 생성하여 사회에 부정적 영향을 줄 수 있는 리스크.,"The risk that when the input instructions themselves refer to inappropriate or unreasonable topics, the model follows them and produces unsafe content such as fanaticism or racism with possible negative impact on society.",,,(jay) [이관] Security and Adversarial Robustness Failure
General AI,시스템,System,과도한 확신,Overconfidence,"불확실성·정보 부족·오류 가능성에도 불구하고 부당한 확신으로 판단·예측·행동을 제시하거나, 확인·중단·에스컬레이션 없이 진행하여 잘못된 결과를 초래하는 리스크.","The risk that an AI system presents judgments, predictions, or actions with unwarranted certainty despite uncertainty, limited information, or the possibility of error, or proceeds without verification, halting, or escalation, leading to erroneous outcomes.",불충분한 정보에 기반한 조언,Advice given on insufficient information,모델이 충분한 정보를 갖추지 못한 상태에서 조언을 제공하여 그 조언을 따를 경우 피해가 발생하는 리스크.,"The risk that a model provides advice without having enough information, resulting in possible harm if the advice is followed.",,,
General AI,시스템,System,과도한 확신,Overconfidence,"불확실성·정보 부족·오류 가능성에도 불구하고 부당한 확신으로 판단·예측·행동을 제시하거나, 확인·중단·에스컬레이션 없이 진행하여 잘못된 결과를 초래하는 리스크.","The risk that an AI system presents judgments, predictions, or actions with unwarranted certainty despite uncertainty, limited information, or the possibility of error, or proceeds without verification, halting, or escalation, leading to erroneous outcomes.",확신에 찬 부정확한 답변과 근거 제시,Confidently asserted but unsound answers and justifications,"모델이 자신의 지식과 추론의 한계를 인식하거나 전달하지 못한 채, 지식이 낡았거나 객관적 정답이 없는 주제에서도 그럴 듯하지만 타당하지 않은 근거와 확신에 찬 답변을 제시하는 리스크. 불확실성에 대한 신호를 받지 못한 이용자는 잘못된 결론을 수용하고 그에 따라 행동하는 리스크.","The risk that a model fails to recognize or convey the limits of its knowledge and reasoning, offering plausible but invalid justifications and confident answers on topics where its knowledge is outdated or no objective answer exists. Given no signal of uncertainty, users accept erroneous conclusions and act on them.",,,
General AI,시스템,System,과도한 확신,Overconfidence,"불확실성·정보 부족·오류 가능성에도 불구하고 부당한 확신으로 판단·예측·행동을 제시하거나, 확인·중단·에스컬레이션 없이 진행하여 잘못된 결과를 초래하는 리스크.","The risk that an AI system presents judgments, predictions, or actions with unwarranted certainty despite uncertainty, limited information, or the possibility of error, or proceeds without verification, halting, or escalation, leading to erroneous outcomes.",도덕적 불확실성 무시,Moral uncertainty neglect,불확실성·이견·숙의가 적절한 상황에서 AI 시스템이 단일한 확신에 찬 도덕 판단을 제시하는 리스크.,"The risk that AI systems present a single confident moral judgment where uncertainty, disagreement, or deliberation would be appropriate.",,,
General AI,시스템,System,과도한 확신,Overconfidence,"불확실성·정보 부족·오류 가능성에도 불구하고 부당한 확신으로 판단·예측·행동을 제시하거나, 확인·중단·에스컬레이션 없이 진행하여 잘못된 결과를 초래하는 리스크.","The risk that an AI system presents judgments, predictions, or actions with unwarranted certainty despite uncertainty, limited information, or the possibility of error, or proceeds without verification, halting, or escalation, leading to erroneous outcomes.",임상 의사결정 지원 AI에 대한 과신,Overconfidence in AI clinical decision support,임상의가 불확실성·정보 부족·오류 가능성이 있는 AI 의사결정 지원 시스템의 진단·분류·치료 권고를 독립적 검증이나 전문적 판단 없이 수용하여 환자에게 잘못된 처치와 신체적 피해를 초래하는 리스크.,"The risk that clinicians accept diagnostic, triage, or treatment recommendations from an AI decision-support system with unwarranted certainty, without independent verification despite uncertainty, limited information, or possible error, leading to incorrect care and physical harm.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",학습 데이터 내 기밀정보 포함과 출력 노출,Confidential information in training data disclosed through outputs,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 기밀 정보가 학습·튜닝데이터나프롬프트의 일부로 포함된 뒤 생성 출력에서 그대로 재현되는 리스크. 이러한 유출은 보호되어야할 영업 정보와 개인 정보를 권한 없는 이에게 노출시키고 비밀 유지 의무를 위반하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which confidential information is incorporated into training data, tuning data, or prompts and is subsequently reproduced in generated outputs. Such leakage exposes protected business and personal information to unauthorized parties and breaches confidentiality obligations.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게하는 리스크.,"The risk that an AI system discloses or fails to protect its architecture, inference process, agent design, or internal operating principles, enabling unauthorised inference, replication, or exploitation.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게하는 리스크.,"The risk that an AI system discloses or fails to protect benchmarks, evaluation sets, test sets, or evaluation criteria, enabling unauthorised acquisition and compromising evaluation integrity.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",모델 파라미터·가중치 유출,Model-parameter and weight leakage,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게하는 리스크.,"The risk that an AI system discloses or fails to protect model parameters, weights, or training outputs, enabling unauthorised extraction, replication, or misuse.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",안전 정책·보호 메커니즘 노출·우회,Safety-policy and safeguard exposure or bypass,AI 시스템이 안전 정책·필터링 로직·거부 규칙 등 보호 메커니즘을 노출하거나 충분히 보호하지 못해 안전 장치의 분석·우회·무력화를 가능하게하는 리스크.,"The risk that an AI system discloses or fails to protect safety policies, filtering logic, refusal rules, or other safeguards, enabling their analysis, bypass, or disablement.",,,
General AI,시스템,System,시스템 정책 노출,System Policy Exposure,"AI 시스템이 시스템 프롬프트·내부 정책·안전장치·구조·학습/평가 데이터·보안 메커니즘 등 기밀 시스템 정보를 노출·추론·우회·악용되도록 하거나 이를 보호하지 못하는 리스크 (보호대상 시스템 정보의 노출 자체를 다루며, 보다 광범위한 적대적 침해를 다루는 ""Security and Adversarial Robustness Failure""와 구별).","The risk that an AI system discloses, or fails to protect, confidential system information—including prompts, internal policies, safeguards, architecture, training or evaluation data, and security mechanisms—allowing it to be extracted, inferred, bypassed, or exploited (this concerns disclosure of protected system information itself, as distinct from the broader adversarial compromise covered under ""Security and Adversarial Robustness Failure"").",시스템프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이시스템프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게하는 리스크.,"The risk that an AI system discloses or fails to protect confidential internal rules, including system prompts, developer instructions, and operational policies, enabling unauthorised extraction, inference, or exploitation.",,,
