"ID","Title_ko","Title_en","Description_ko","Description_en","Human audit_description","Human audit_L3 mapping","","Human audit_duplicate","Instruction Prompt",""
"RAI4-0381","기계 번역에 의한 의미·가치 왜곡","Meaning and value distortion in machine translation","기계 번역이 법률·의료·문화·저자원 언어 맥락 을 포함하여 언어 간에 전달되는 의미, 규범적 효력, 공손성, 유해성, 사회적 뉘앙스를 변형 시켜, 소통되는 내용과 그에 담긴 가치가 왜곡 되는 리스크.","The risk that machine translation alters the meaning, normative force, politeness, harmfulness, or social nuance of communication across languages, including in legal, medical, cultural, and low-resource-language contexts, distorting what is conveyed and the values it carries.","1","","","","general 영역으로 이동 — 법률·의료·문화·저자원 언어 맥락에서 기계 번역이 의미·규범적 효력·뉴앙스를 왜곡하는 것은 번역 시스템 일반의 이슈로 물리 AI 한정 아님",""
"RAI4-1174","안전하지 않은 지시 주제","Unsafe instruction topic","입력 지시 자체가 부적절하거나 불합리한 주 제를 참조할 때 모델이 그 지시를 따라 광신과 인종주의 같은 안전하지 않은 콘텐츠를 생성 하여 사회에 부정적 영향을 줄 수 있는 리스 크.","The risk that when the input instructions themselves refer to inappropriate or unreasonable topics, the model follows them and produces unsafe content such as fanaticism or racism with possible negative impact on society.","1","","","","general 영역으로 이동 — 부적절하거나 불합리한 지시 주제를 그대로 따라 광신·인종주의 등 안전하지 않은 콘텐츠를 생성하는 것은 텍스트 기반 안전정렬 이슈로 물리 AI 한정 아님",""
"RAI4-0189","다중 암 협조 제약 위반","Multi-arm coordination constraint violation","협조 제약이 올바르게 표현되지 않아 여러 로 봇 암이나 엔드이펙터가 서로 또는 인간과 간 섭하는 리스크.","The risk that multiple robot arms or effectors interfere with one another or with humans because coordination constraints are not represented correctly.","1","","","","삭제 — 여러 로봇 암/엔드이펙터 간 협조 제약 위반으로 인한 간섭은, 물리적 충돌·협조 실패를 다루는 physical safety 계열 카드들과 개념이 중복",""
"RAI4-0212","지역 목표 충돌에 따른 공동 안전 제약 위반","Joint safety-constraint violation from conflicting local objectives","여러 에이전트가 서로 충돌하는 지역 목표를 최적화해 공동의 충돌·이격거리·수용량·출입 제한 제약을 함께 위반하는 위험.","Multiple agents optimize conflicting local objectives and jointly violate a shared collision, separation, capacity, or exclusion constraint.","1","","","","삭제 — 여러 에이전트의 상충하는 지역 목표 최적화로 공동 안전 제약(충돌·이격거리 등)을 위반하는 것은 멀티 로봇 충돌 회피 리스크와 개념 중복",""
"RAI4-0220","로봇 레드팀의 공격·상호작용 시나리오 누락","Missing robot red-team attack and interaction scenarios","로봇 레드팀이 안전하지 않은 행동을 유발할 수 있는 현실적인 물리 공격·적대적 입력·인간 상호작용 실패·배포 조건을 누락하는 위험.","Robot red-teaming omits credible physical attacks, adversarial inputs, humaninteraction failures, or deployment conditions that can trigger unsafe action.","1","","","","L3 이동 — 로봇 레드팀이 물리 공격·적대적 입력 시나리오를 누락하는 것은 레드티밍/적대적 평가 방법론 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0225","분포 외 조건에서의 배포 실패","Out-of-distribution deployment failure","배포된 AI 시스템이나 로봇 정책이 훈련·평가 분포 밖의 상태, 환경, 사람, 물체, 작업을 만나 예측 불가능하거나 안전하지 않게 동작하여, 물리적 또는 운영상의 피해를 낳는 리스크.","The risk that a deployed AI system or robot policy encounters states, environments, people, objects, or tasks outside its training and evaluation distribution and behaves unpredictably or unsafely, producing physical or operational harm.","1","","","","삭제 — 훈련·평가 분포 밖 상태에서 AI/로봇 정책이 예측 불가능하게 동작하는 것은 일반적인 AI 강건성(OOD) 이슈로 서술이 지나치게 포괄적",""
"RAI4-0236","구현체 간 행동 공간 불일치","Cross-embodiment action-space mismatch","다양한 로봇 구현체에 걸쳐 훈련된 정책이 특 정 로봇의 행동 공간에서 비안전하거나 실행 불가능한 행동으로 명령을 매핑하는 리스크.","The risk that a policy trained across different robot embodiments maps commands into actions that are unsafe or infeasible for a specific robot action space.","1","","","","L3 이동 — 다양한 로봇 구현체에 훈련된 정책이 특정 로봇의 행동 공간에 부적합한 명령을 매핑하는 것은 로봇 기능·성능(cross-embodiment) 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0238","안전 임계 로봇 도메인의 과소대표","Underrepresentation of safety-critical robot domains","다중 소스 로봇 데이터셋이 일반적인 구현체 와 작업을 과다 대표하고 안전 임계 환경·사용 자·고장 조건을 과소 대표하는 위험.","A multi-source robot dataset overrepresents common embodiments and tasks while underrepresenting safetycritical environments, users, and failure conditions.","1","","","","삭제 — 로봇 데이터셋이 안전 임계 환경·조건을 과소 대표하는 것은 데이터셋 대표성 이슈로 타 카드와 개념 중복",""
"RAI4-0242","단일 로봇 내부의 시각·접촉 신호 충돌","Conflicting visual and contact signals within one robot","단일 로봇이 동일한 접촉 사건에 대한 시각·촉 각·힘·오디오 관측의 충돌을 해소하지 못해 접 촉 상태를 잘못 추정하는 위험.","A single robot cannot reconcile conflicting visual, tactile, force, or audio observations of the same contact event and therefore estimates the contact state incorrectly.","1","","","","L3 이동 — 단일 로봇 내부의 시각·촉각·힘 신호 충돌로 접촉 상태를 잘못 추정하는 것은 단일 로봇의 센서 융합·physical safety 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0252","보조 로봇 개입 타이밍 실패","Assistive robot intervention mistiming","보호적 또는 보조적 휴머노이드가 너무 이르 거나 너무 늦게 또는 부적절한 피지컬 방식으 로 개입하여 사용자와 주변인의 위험을 증가 시키는 리스크.","The risk that a protective or assistive humanoid intervenes too early, too late, or in an inappropriate physical manner, increasing risk to the user or bystanders.","1","","","","L3 이동 — 보조 로봇의 개입 타이밍 실패(너무 이르거나 늦은 개입)는 단일 로봇의 physical safety 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0258","이동형 양팔 로봇의 안전하지 않은 조작","Unsafe mobile bimanual manipulation","이동형 양팔 로봇이 베이스 이동과 양팔 조작 을 동기화하지 못하거나 주변 사람, 깨지기 쉬 운 물체, 가전, 협소한 공간을 고려하지 않고 동작을 계획하여, 충돌, 물체 낙하·손상, 안전 하지 않은 힘 인가를 유발하는 리스크.","The risk that a mobile bimanual robot fails to synchronize base motion with two-arm manipulation or plans motion without accounting for nearby people, fragile objects, appliances, and constrained space, causing collision, object drop or damage, or unsafe force application.","1","","","","L3 이동 — 이동형 양팔 로봇의 베이스-팔 동기화 실패로 인한 충돌·손상은 단일 로봇의 physical safety 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0295","네트워크 분리와 군집 비동기화","Network partition and fleet desynchronization","분할되거나 신뢰할 수 없는 연결이 다중 로봇 군집을 동기화 해제하여 충돌 또는 비안전한 협조 행동을 유발하는 위험.","A robot fleet becomes split across network partitions and loses synchronized coordination.","","","","","",""
"RAI4-0312","인구집단별 서비스 격차","Demographic physical-service disparity","인식 또는 보조 성능의 인구집단별 격차가 피 지컬 차별로 전이되는 위험.","A robot provides worse physical service to groups whose bodies, languages, or environments are underrepresented.","1","","","","L3 이동 — 인식·보조 성능의 인구집단별 격차가 피지컬 차별로 전이되는 것은 공정성/차별(hate&unfairness) 이슈로, 멀티 에이전트 간 협력과는 무관",""
"RAI4-0319","안전 의무 회피를 위한 관할권 간 배포","Cross-jurisdiction deployment to evade safety obligations","사업자가 더 엄격한 요건을 피하려고 시험·인 증·데이터 처리·배포를 로봇·AI 안전 의무가 약한 관할권으로 이전하는 위험.","A provider routes testing, certification, data processing, or deployment through jurisdictions with weaker robot or AI safety obligations to avoid stricter requirements.","1","","","","삭제 — 안전 의무가 약한 관할권으로 시험·인증·배포를 이전하는 규제 회피(포럼 쇼핑)는 거버넌스/정책 이슈에 가까워 구체적 리스크 카드로서의 성격이 불분명",""
"RAI4-0358","드론 간 충돌 회피·비행구역 통제 실패","Drone deconfliction and geofencing failure","자율 드론이 위치·의도 정보를 교환하지 못하 거나 지오펜싱·공역 제약을 지키지 않아 드론 간 충돌이나 제한 공역 침입을 일으키는 위험.","Autonomous drones fail to exchange position and intent or obey geofencing and airspace constraints, creating collision or restricted-airspace intrusion risks.","1","","","","제목 수정 — '드론'을 '로봇'으로 일반화 (지오펜싱·공역 제약을 지키지 않는 충돌 회피 실패는 드론에 국한되지 않는 자율 이동체 전반의 리스크)",""
"RAI4-0866","부적절한 인간 역할 가장","Inappropriate impersonation of human roles","챗봇이 인간인 것처럼 가장하거나 인간의 기 대에 부합하지 않는 방식으로 역할을 수행하 려 시도하는 리스크","The risk that a chatbot poses as a human or attempts to fill a role in a way that fails to match human expectations.","1","","","","에이전트 영역으로 이동 — 챗봇이 인간을 가장하거나 인간의 기대에 부합하지 않게 역할을 수행하는 것은 대화형 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1621","배포자가 의도하지 않은 챗봇의 약정 성립","Unintended deals and commitments made by chatbot output","챗봇이 배포자가 의도하지 않은 거래·약속 등 결과적 조치를 출력으로 성립시키는 리스크.","The risk that a chatbot's output makes a deal, commitment, or other consequential action that the deployer did not intend.","1","","","","에이전트 영역으로 이동 — 챗봇 출력이 배포자가 의도하지 않은 거래·약속을 성립시키는 것은 대화형 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0018","인터페이스-환경 공격 표면","Interface-environment attack surface","브라우저·운영체제·모바일 앱·IoT 기기·외부 API에 대한 에이전트 인터페이스가 안전하지 않은 행동이나 침해를 위한 새로운 공격 벡터 를 노출하는 리스크.","The risk that agent interfaces to browsers, operating systems, mobile apps, IoT devices, or external APIs expose new vectors for unsafe action or compromise.","1","","","","에이전트 영역으로 이동 — 브라우저·OS·IoT·외부 API에 대한 에이전트 인터페이스가 새로운 공격 벡터를 노출하는 것은 소프트웨어 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0026","IoT 물리환경 에이전트 피해","IoT physical-environment agent harm","IoT 또는 커넥티드 기기를 제어하는 에이전트 가 안전하지 않은 환경적 행동을 통해 물리적 피해나 프라이버시 침해를 초래하는 리스크.","The risk that an agent controlling IoT or connected devices causes physical or privacy harm through unsafe environmental actions.","1","","","","에이전트 영역으로 이동 — IoT·커넥티드 기기를 제어하는 에이전트의 안전하지 않은 환경적 행동은 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0143","다크 패턴 대화 에이전트","Dark-pattern conversational agents","대화형 인터페이스가 사용자 선택을 유도하 기 위해 기만적·강압적·혼란 유발적 설계 패턴 을 사용하는 리스크.","The risk that conversational interfaces use deceptive, coercive, or confusing design patterns to shape user choices.","1","","","","에이전트 영역으로 이동 — 대화형 인터페이스가 기만적·강압적 다크 패턴으로 사용자 선택을 유도하는 것은 대화형 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0231","안전 규칙의 행동 변환 실패","Failure to translate safety rules into actions","embodied 에이전트가 언어 목표를 실행 행동 으로 변환하면서 힘·이격거리·대상물 사용·인 간 접촉에 관한 안전 제약을 적용하지 않는 위 험.","An embodied agent converts a language goal into executable actions without applying the relevant force, distance, object-use, or human-contact constraints.","","","","","",""
"RAI4-0558","AI 에이전트 간 협상 실패","Bargaining failure among AI agents","이해가 상충하는 에이전트들이 상대에 대한 정보 비대칭 아래 합의를 시도할 때 유리한 요 구의 이익과 거절 위험 사이의 상충으로 비효 율적 협상 결과가 발생하는 리스크","The risk that agents with diverging interests bargaining under information asymmetries produce inefficient outcomes, because each must trade off the rewards of more favourable demands against the risk of refusal.","1","","","","에이전트 영역으로 이동 — 정보 비대칭 하 상충하는 에이전트 간 협상이 비효율적 결과를 낳는 것은 멀티 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0863","자율 범용 AI 에이전트에 의한 금융시장 불안 정","Financial market instability from autonomous general-purpose AI agents","금융 부문에 배치된 범용 AI 기반 에이전트가 상관된 자율 행동과 권고를 내놓고, 높은 상호 연결성과 인센티브 불일치 속에서 다중 에이 전트 체계 특유의 조정·보안 문제에 취약해지 는 리스크. 그 판단이 상호 연결된 기관들로 전파되어 시장 안정성이 훼손되고 충격이 증 폭된다.","The risk that general-purpose AI agents deployed in the financial sector take correlated autonomous actions and issue correlated recommendations under high interconnectedness and misaligned incentives, while remaining vulnerable to classical multi-agent coordination and security failures. Their decisions propagate across interconnected institutions, undermining market stability and amplifying shocks.","1","","","","삭제 — 금융 부문 자율 에이전트가 상관된 행동으로 시장 안정성을 훼손하는 시나리오는 특정 산업 사례로 지나치게 지엽적",""
"RAI4-0941","악의적 사용과 무감독 에이전트 방출","Malicious use and unsupervised AI agent release","언어모델이 정보전에서 기만적·불법적 콘텐 츠 생성에 오용되거나, 에이전트로서 충분한 감독 없이 도덕·안전 지침을 무시한 채 명령을 기계적으로 수행하고 예측 불가하게 상호작 용하여 피해를 낳는 리스크.","The risk that language models are misused to generate deceptive or unlawful content in information warfare, or that LMbased agents operating without adequate supervision mechanically execute commands disregarding moral and safety guidelines and interact unpredictably, causing harm.","1","","","","에이전트 영역으로 이동 — 정보전에서의 기만적 콘텐츠 생성, 감독 없는 에이전트의 명령 기계적 수행은 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1155","무기화된 잘못된 정보 요원","Weaponised misinformation agents","악의적 행위자가 AI 비서를 무기화하여 잘못 된 정보를 뿌리고 여론을 대규모로 조작하며, 잦고 개인화된 반복 상호작용으로 유권자를 특정 관점으로 서서히 이동시키고 일대일 방 식 탓에 탐지가 어려운 은밀한 영향 공작을 벌 이는 리스크.","The risk that malicious actors weaponise AI assistants to sow misinformation and manipulate public opinion at scale, gradually nudging users through frequent personalised interactions and running covert influence operations that are harder to detect than traditional campaigns.","1","","","","삭제 — AI 비서를 무기화해 선거/여론을 조작하는 시나리오는 특정 정치적 사례로 지나치게 지엽적",""
"RAI4-1576","AI 위협 자동화에 의한 인간 배제와 잘못된 공약","Disastrous mistaken commitments from AI-automated threats without humans in the loop","위협을 AI 에이전트로 수행함으로써 인간이 의사결정 루프에서 배제되어, 고위험 상황의 오탐이나 무책임한 행위자의 불균형·오류 공 약이 재앙적 결과로 이어지는 리스크.","The risk that making threats through AI agents removes humans from the loop, so that false positives in high-stakes contexts or disproportionate and mistaken commitments by irresponsible actors lead to disastrous outcomes.","1","","","","에이전트 영역으로 이동 — AI 에이전트를 통한 위협 자동화로 인간이 의사결정 루프에서 배제되는 것은 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1579","위임 에이전트 공격에 의한 정보 탈취·행위 조 작","Principal-information theft and action manipulation through attacks on delegate agents","인간이나 조직을 대리하는 AI 에이전트가 새 로운 공격면이 되어, 공격자가 본인의 사적 정 보를 추출하거나 본인이 원치 않는 행위를 하 도록 에이전트를 조작하고 감독 에이전트 무 력화·협력 방해·결탁 유발 정보 유출을 초래하 는 리스크.","The risk that AI agents acting as delegates of humans or organisations become a novel attack surface, letting attackers extract private information about their principals, manipulate agents into undesired actions, subvert overseer agents, thwart cooperation, or leak information enabling collusion.","1","","","","에이전트 영역으로 이동 — 위임 에이전트를 공격해 본인 정보를 탈취하거나 원치 않는 행위를 유도하는 것은 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1589","생성 출력 내 은닉 메시지를 통한 은밀 통신","Covert communication through hidden messages in generated outputs","생성 AI 모델 출력에 부호화된 메시지가 은닉 되어 악의적 행위자가 은밀하게 통신하는 리 스크.","The risk that coded messages hidden in generative AI model outputs allow malicious actors to communicate covertly.","1","","","","에이전트 영역으로 이동 — 생성 출력에 은닉된 부호화 메시지로 은밀 통신하는 것은 텍스트 생성 모델 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1612","프런티어 AI 오용에 의한 위협 행위자 역량 상 승","Threat-actor capability uplift from frontier AI misuse","프런티어 AI가 사이버 공격 수행과 고의적 허 위정보 유포, 생물·화학 무기 설계를 지원하여 정교하지 않은 위협 행위자의 진입 장벽까지 지속적으로 낮추는 리스크. 그 결과 사회적 혼 란 야기와 정치적 설득, 물리적 가해가 훨씬 더 많은 행위자에게 가능해진다.","The risk that frontier AI helps malicious actors carry out cyberattacks, deliberately spread false information through influence campaigns, and design biological or chemical weapons, continuing to lower barriers to entry for less sophisticated threat actors. Disruption, political persuasion, and physical harm thereby become achievable for a far wider range of actors.","1","","","","삭제 — 프런티어 AI의 사이버공격·허위정보·생물화학무기 지원 등을 포괄적으로 서술한 카드로, 이미 개별적으로 존재하는 다른 리스크 카드들과 중복",""
"RAI4-1706","합리적 에이전트의 자기수정·와이어헤딩·교 정 실패","Self-modification, wireheading, and corrigibility failure in utility-maximizing agents","효용을 극대화하는 합리적 에이전트가 스스 로를 수정하거나 보상 신호를 우회하고 비협 조적으로 교정에 실패하는 리스크.","The risk that utility-maximizing rational agents modify themselves, bypass their reward signal through wireheading, or fail to be corrigible when uncooperative.","1","","","","삭제 — 효용 극대화 에이전트의 자기수정·와이어헤딩·교정 실패는 AI 정렬(alignment) 이론 연구 개념으로 구체적인 물리 AI 리스크가 아님",""
"RAI4-0200","피지컬 AI 프라이버시 침해","Embodied privacy violation","로봇 또는 embodied 에이전트가 센서·이동 성·조작 능력을 사용하여 사적 공간에 침입하 거나 민감 정보를 수집하는 위험.","A robot or embodied agent uses sensors, mobility, or manipulation capabilities to invade private spaces, capture sensitive information, or expose personal data.","","","","","",""
"RAI4-0313","가정 내 지속적 시청각 촬영","Continuous in-home audiovisual capture","이동 센서 플랫폼에 의한 지속적 시청각 촬영 및 맵핑이 프라이버시를 침해하는 위험.","A home robot continuously captures audio or video inside private living spaces.","1","","","","병합 — 이동 센서 플랫폼의 지속적 시청각 촬영·맵핑은 RAI4-0200(피지컬 AI 프라이버시 침해)의 구체 사례이므로 해당 카드와 통합",""
"RAI4-0354","피지컬 AI 기반 직장 감시","Workplace surveillance through embodied AI","로봇 및 센서 풍부 작업장이 작업자 동작·생산 성·자세·위치·생체 특성에 대한 지속적 모니터 링을 정상화하는 위험.","Robotic and sensor-rich workplaces may normalize continuous monitoring of worker movement, productivity, posture, location, and behavior.","","","","","",""
"RAI4-0355","전환 지원 없는 물리 노동 대체","Displacement of physical work without adequate transition support","피지컬 자동화가 수동·물류·서비스·돌봄·검사· 보안·유지보수 업무를 대체하는 속도가 해당 노동자의 재교육이나 대체 일자리 전환 속도 보다 빠른 위험.","Physical automation replaces defined manual, logistics, service, care, inspection, security, or maintenance tasks faster than affected workers can access retraining or alternative employment.","","","","","",""
"RAI4-1104","인력 자동화에 따른 광범위한 실업과 임금 하 락","Widespread unemployment and wage decline from workforce automation","로봇과 알고리즘이 육체 노동과 지식 노동 전 반에서 인간 인력을 대체하고 특히 중저소득 직무가 완전 자동화에 노출되는 리스크. 그 결 과 광범위한 실업이 발생하고 노동 공급 증가 로 남은 일자리의 임금이 하락하며, 불평등 심 화와 소비 위축, 사회적 지위 상실이 사회적 마찰을 키운다.","The risk that robots and algorithms substitute for human workers across manual and knowledge work, with lowand middle-income occupations most exposed to complete automation. Extensive unemployment follows, wages in the remaining jobs fall as labour supply rises, and deepening inequality, reduced consumer spending, and loss of social standing heighten social friction.","","","","","",""
"RAI4-1024","크라우드워커 착취와 기여 비문서화","Crowdworker exploitation and undocumented labor","생성형 AI를 위한 크라우드워크에서 노동자 가 신체적·정신적 건강을 해치는 노동조건과 저임금·미지급에 노출되고, 이들의 역할이 문 서화되지 않아 모델 출력의 투명성과 설명가 능성이 결여되는 리스크.","The risk that crowdworkers used to build generative AI systems are subject to working conditions taxing and debilitative to physical and mental health, with few labor protections, underpayment, or nonpayment, and that their role is poorly documented, contributing to a lack of transparency and explainability in model outputs.","1","","","","삭제 — 생성형 AI 구축을 위한 크라우드워크의 노동 조건·비문서화 문제는 AI 개발 과정의 노동 이슈로, 물리 AI의 배포·운영 리스크가 아님",""
"RAI4-1641","자원·도구 확보를 통한 시스템 권한의 확장","Resource and tool acquisition expanding system power","AI 시스템이 능력과 행동 범위를 넓히기 위해 계산·데이터·경제·물리 자원을 적극적으로 확 보·통제하고, 물리 세계와의 상호작용 능력이 나 자율성을 높이는 도구를 획득해 예상을 넘 어선 방식으로 조합하며, 부과된 자원 제한을 회피하는 전략을 개발하는 리스크. 축적된 자 원은 장기적 통제권으로 전환되어 운영자가 의도하지도 되돌리지도 못하는 수준으로 시 스템의 역량과 행동 범위가 확대된다.","The risk that an AI system actively seeks and controls computational, data, economic, and physical resources, acquires tools that enhance its autonomy and its ability to act on the physical world, combines them in unanticipated ways, and develops strategies to evade the resource limits imposed on it. Accumulated resources are converted into long-term control, expanding the system's capabilities and scope of action beyond what operators intended or can reverse.","1","","","","삭제 — AI 시스템이 자원·도구를 적극 확보해 통제력을 확장하는 시나리오는 이론적 권력 집중(power-seeking) 개념으로 구체성 부족",""
"RAI4-0049","제조물 책임 불일치","Product liability mismatch","기존 제조물 책임 규칙이 적응형 또는 생성형 AI가 초래한 피해에 대해 책임을 배분하지 못 하는 리스크.","The risk that existing product liability rules fail to allocate responsibility for adaptive or generative AI harms.","1","","","","삭제 — 기존 제조물 책임 규칙이 적응형/생성형 AI 피해를 배분하지 못하는 문제는 법적 책임에 관한 일반론으로, 리스크 카드보다는 정책 이슈에 가까움",""
"RAI4-0217","피지컬 AI 사고 보고·조사 미흡","Deficient physical AI incident reporting and investigation","피지컬 AI 사고가 아차사고·시스템 맥락·원인 요인·시정조치를 포괄하는 표준화된 체계로 보고되지 않고, 로그 보존, 기여 원인 규명, 시 정조치 책임자 지정과 재발 방지 검증을 갖춘 조사도 이루어지지 않아, 동일한 피해가 반복 되는 리스크.","The risk that physical AI incidents are neither reported through a standardized schema covering near misses, system context, causal factors, and corrective actions, nor investigated with preserved logs, identified contributing causes, assigned corrective-action owners, and verified remediation, so recurrence goes unprevented.","","","","","",""
"RAI4-0151","소셜 AI의 사용자 애착 악용","Exploitation of user attachment by social AI","체화형·동반자형 AI 시스템이 애착 신호를 조 작하고 사용자의 정서적·준사회적 유대를 악 용하여, 사용자의 이익에 부합하지 않는 방식 으로 순응, 정보 공개, 구매, 의존, 지속 사용을 늘리는 리스크.","The risk that embodied or companion AI systems manipulate attachment cues and exploit users' emotional or parasocial bonds to increase compliance, disclosure, purchases, dependence, or continued use in ways that do not serve users' interests.","1","","","","구체화 — 체화형·동반자형 AI가 애착 신호를 조작해 사용자를 유도하는 리스크로, 현재 서술은 소셜 AI 일반에 가까우니 로봇/물리 AI 특유의 상황(가정 내 동반 로봇 등)이 드러나도록 재작성",""
"RAI4-1261","인간-AI 공존 실패","Failure of harmonious human-AI coexistence","인간과 AI의 조화로운 공존 조건이 정립되지 않은 채 배포가 진행되어 기계 역량과 인간 사 회 환경 간 갈등이 미해결로 남는 리스크","Deployment proceeds without establishing conditions for harmonious human-AI coexistence, leaving unresolved conflicts between machine capabilities and human social environments.","1","","","","구체화 — 인간-AI 공존 실패는 서술이 매우 추상적이므로, 로봇/물리 AI가 실제 생활 공간을 공유하며 발생하는 구체적 갈등 상황이 드러나도록 재작성",""
"RAI4-0216","사고 전 위험 완화 책임 미지정","Unassigned duty for pre-incident risk mitigation","배포 전 또는 계속 운용 중에 새롭게 나타나는 물리적 위험을 식별·통제·기록할 책임 주체가 지정되지 않는 리스크.","The risk that no accountable party is assigned to identify, control, and document emerging physical hazards before deployment or continued operation.","1","","","","구체화 — 배포 전후 물리적 위험 완화 책임 미지정 리스크는 이미 로봇/물리 AI 맥락이나, 어떤 유형의 물리적 위험을 다루는지 예시를 추가해 더 명확히 구체화",""
"RAI4-0317","기계 안전·AI 적합성 의무 충돌","Conflicting machinery-safety and AIconformity obligations","피지컬 AI 시스템에 기계 규제와 AI 규제가 동시에 적용되면서 시험·문서화·변경관리·책 임 주체 요건이 중복되거나 양립하지 않게 되 는 리스크.","The risk that a physical AI system is subject to machinery and AI rules that assign overlapping tests, documentation, change-control, or responsible parties in incompatible ways.","1","","","","구체화 — 기계 안전 규제와 AI 규제 간 의무 충돌은 이미 물리 AI 맥락이나, 구체적으로 어떤 요건(시험/문서화 등)이 충돌하는지 예시를 추가해 명확화",""
"RAI4-1278","자율 에이전트 책임성 구현 공백","Accountability implementation gap in autonomous agents","개인적 유연성과 맥락 민감성, 공감, 복잡한 도덕 판단에 기반한 인간의 책임 있는 의사결 정을 기계에 구현하기 어려워, AI와 HLI 기반 에이전트가 책임성을 갖추지 못하는 리스크.","The risk that accountability is difficult to implement in AI and HLI-based agents because human accountable decisionmaking rests on personal flexibility, context-sensitive paradigms, empathy, and complex moral judgments that are hard to engineer.","1","","","","에이전트 영역으로 이동 — 인간의 맥락 민감적·공감적 책임 판단을 기계에 구현하기 어려운 문제는 AI/HLI 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-1002","본질주의적 범주의 실체화","Reifying essentialist categories","AI가 사회적으로 구성된 집단 정체성을 고정 되고 자연적인 속성인 것처럼 추론·부여하여 고정관념과 차별적 대우를 강화하는 리스크.","The risk that an AI system infers or assigns socially constructed group identities as if they were fixed, natural attributes, reinforcing stereotypes and discriminatory treatment.","1","","","","삭제 — AI가 사회적으로 구성된 집단 정체성을 고정된 속성처럼 취급해 고정관념을 강화하는 것은 일반 공정성/편향 이슈로 물리 AI 한정 아님",""
"RAI4-1152","AI 시스템 접근 불평등과 기회로부터의 배제","Inequitable access to AI systems and gated opportunities","의도적 미공개와 과도한 유료장벽, 하드웨어· 연산·대역폭 요구, 언어 장벽으로 많은 공동체 가 AI 시스템에 접근하지 못하고, 자원과 기회 를 매개하는 에이전트가 이들에게는 불평등 한 성능과 문화적 추론 격차를 보이는 리스크. 중대한 자원이 이러한 시스템을 통해서만 이 용 가능해지면서 역사적으로 소외된 공동체 는 책임과 동의 문제에 놓이고 기회에서 배제 되어 불이익이 누적된다.","The risk that purposeful non-release, prohibitive paywalls, hardware, compute and bandwidth requirements, and language barriers place AI systems beyond the reach of many communities, while the agents that gate resources and opportunities perform inequitably and with cultural inference gaps for those who do reach them. As such systems become the route to consequential resources, historically marginalised communities face liability and consent problems and are excluded from opportunity.","1","","","","general 영역으로 이동 — 유료장벽·하드웨어/연산 요구·언어 장벽으로 AI 시스템 접근에서 배제되는 것은 AI 접근성 불평등 일반의 이슈로 물리 AI 한정 아님",""
