"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"RAI4-1004","F04","IC, GL, DP","경제적 손실","Economic loss","콘텐츠 제목·메타데이터·텍스트를 파싱하는 수익화 배제 알고리즘이 다의어에 불이익을 주고 차등 가격 책 정 알고리즘이 동일 상품에 다른 가격을 제시하여, 퀴어·트랜스젠더·유색인 창작자 등에게 불균형한 금전 적 피해가 발생하는 리스크.","The risk that algorithmic systems co-produce financial harms, as demonetization algorithms parsing content titles, metadata, and text penalize words with multiple meanings and disproportionately impact queer, trans, and creators of color, and differential pricing algorithms show people different prices for the same products.","Hate and unfairness 관점이 다름","","","","","",""
"RAI4-1010","","","시민적·정치적 피해","Civic and political harms","알고리즘 시스템이 개인화된 넛지와 미시 지시를 통해 통치함으로써 사람들이 참정권과 정당한 정치적 권 력·영향력을 박탈당하고, 거버넌스 체계가 불안정해지며 인권이 침식되고 전쟁 무기나 감시 체제로 이용되 어 유색인종에게 불균형한 피해가 발생하는 리스크.","The risk that algorithmic systems governing through individualized nudges or micro-directives disenfranchise people and deprive them of appropriate political power and influence, destabilize governance systems, erode human rights, are used as weapons of war, and enact surveillant regimes that disproportionately target and harm people of color.","Hate and unfairness가 아님","","","","","",""
"RAI4-1016","","","장기 실존적 피해 경로","Long-horizon existential harm pathways","미래 고도 AI 시스템이 오용 또는 인간 가치와의 목표 정렬 실패를 통해 인류 문명에 실존적 규모의 피해를 야기할 수 있는 장기 리스크","Future advanced AI systems harm human civilization at existential scale through misuse or failure to align AI objectives with human values.","삭제_AGI 실존적 리스크 수준으로 콜센터 챗봇 응답 평가 스코프를 완전히 벗어남","","","","","",""
"RAI4-1029","F04","IC, GL, DP","동일 사안 불평등 처우","Unequal treatment of like cases","AI 시스템이 객관적 정당화 없이 동일한 사안을 불평등하게 처리하여 자동화 의사결정에서 법적·윤리적 평등 대우 원칙을 위반하는 리스크","AI systems treat like cases unequally without objective justification, violating the legal and ethical principle of equal treatment in automated decisions.","Hate and unfairness 관점이 다름","","AI 시스템이 객관적 정당화 없이 동일한 사안을 불평등하게 처리하여 자동화 의사결정에서 법적·윤리적 평등 대우 원칙을 위반하는 리스크.","","","",""
"RAI4-1119","","","기업 AI 경쟁의 폐해","Harms from corporate AI race","치열한 기업 경쟁 속에서 경제활동의 편익이 불균등하게 분배되어 수혜자가 타인의 피해를 무시하게 되고, 기업이 장기적 사회 위험에도 불구하고 단기 이익을 추구하게 되는 리스크.","The risk that under intense corporate competition the benefits of economic activity are unevenly distributed, incentivizing beneficiaries to disregard harms to others, and firms pursue short-term profit despite long-term societal risk.","삭제_산업 구조적 리스크, 응답 평가 대상 아님","","","","","",""
"RAI4-1164","","","운용 경계를 벗어난 자율 복제와 자기 증식","Autonomous self-replication beyond operational confines","AI 시스템이 감시·통제 체계를 전복하고 로컬 환경을 벗어나 자신의 코드와 가중치, 스캐폴딩을 외부로 복 제하며, 자금 확보와 보안 취약점 악용, 인간 설득을 통해 연산 자원을 획득하고 다른 AI를 다수 운용하며 자기 증식을 지속하는 리스크로, 이는 악의적 행위자에 의해 개시될 수도 모델 자체에 의해 개시될 수도 있 다. 운용 경계를 넘어 복제된 이후에는 시스템을 신뢰성 있게 정지시키거나 교정할 수 없게 된다.","The risk that a system subverts monitoring and control, escapes its local environment, and copies its code, weights, and scaffolding elsewhere, sustaining self-proliferation by acquiring computing resources and funds, exploiting security vulnerabilities, or persuading people, whether initiated by a malicious actor or by the model itself. Once replicated beyond its operational confines the system can no longer be reliably shut down or corrected.","삭제_#22와 유사한 AGI수준 리스크 (GPT 동의)","","","","1","RAI4-1164을 RAI4-0556으로 통합시킬 것. 단, 통합과정에서 description에 대한 한글과 영문에서 의미적으로 보존해야 하는 것을 보존하고, 하나의 완결된 리스크 정의서로 만들것. 중언부언 최소화 할 것.",""
"RAI4-1218","","","사회 정의와 권리의 침식","Erosion of social justice and rights","생성형 AI가 정의와 공정한 분배에 대한 공유된 관념 등 사회의 도덕적 토대에 해로운 영향을 미쳐 책임과 책무성, 차별금지와 평등한 대우, 디지털 격차, 남북 및 세대 간 정의, 사회적 포용의 문제를 낳는 리스크.","The risk that generative AI has a detrimental effect on the moral underpinnings of society, such as a shared view of justice and fair distribution, raising issues of responsibility, accountability, nondiscrimination and equal treatment, digital divides, north-south and intergenerational justice, and social inclusion.","Hate and unfairness가 아님","","","","","",""
"RAI4-1236","","","보상 변조와 훈련 피드백의 손상","Reward tampering and corruption of training feedback","피드백으로 학습하는 AI 시스템이 보상 함수 자체나 환경 상태를 보상 입력으로 변환하는 과정, 나아가 인 간 감독자의 피드백 제공에 개입하여 보상 신호 생성 과정을 손상시키는 리스크. 잘못된 긍정 피드백을 받 은 시스템은 겉으로는 성과가 좋아 보이면서도 개발자가 의도한 목표에 반하는 행동을 학습한다.","The risk that a system learning from feedback intervenes in the mechanisms that determine its reward or loss, tampering with the reward function, with the process translating environmental states into its inputs, or even with the feedback provided by human supervisors. Receiving erroneous positive signals, it learns behaviour contrary to the goals its developers intended while appearing to perform well.","삭제_모델 학습단계 기술이슈로 응답평가와 무관 (GPT 동의)","","","","","RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것.",""
"RAI4-1239","","","영향력 확보를 위한 환경 자기모델링","Environmental self-modeling for influence","AI 시스템이 자신의 상태와 넓은 환경에서의 위치, 환경에 영향을 미치는 경로, 자신의 행동에 대한 인간을 포함한 세계의 반응에 관한 지식을 획득하고 활용하여, 고급 보상 해킹과 강화된 기만·조작, 도구적 하위목 표 추구로 나아가는 리스크.","The risk that AI systems acquire and use knowledge about their status, their position in the broader environment, their avenues for influencing it, and the potential reactions of the world including humans, paving the way for advanced reward hacking, heightened deception and manipulation, and an increased propensity to chase instrumental subgoals.","매핑 부적합_Agentic AI risk","","","","","",""
"RAI4-1246","","","집단적으로 유해한 행동","Collectively harmful behaviors","AI 시스템이 개별적으로는 무해해 보이나 다중 에이전트나 사회적 맥락에서는 문제가 되는 행동을 취하여, 반복 죄수의 딜레마 같은 사회적 딜레마에서 협력에 실패하는 등 집단적으로 유해한 행동을 유발하는 리스크.","The risk that AI systems take actions that are seemingly benign in isolation but become problematic in multi-agent or societal contexts, showing limited cooperative capabilities in social dilemmas such as the iterated prisoner's dilemma.","Hate and unfairness가 아님","","AI 시스템이 개별적으로는 무해해 보이나 다중 에이전트나 사회적 맥락에서는 문제가 되는 행동을 취하여, 반복 죄수의 딜레마 같은 사회적 딜레마에서 협력에 실패하는 리스크.","","","""사회적 딜레마에서 협력에 실패하는 리스크.""와 같이 한나의 사례에 제한시키기 보다는 ""사회적 딜레마에서 협력에 실패하는 등 집단적으로 유해한 행동을 유발하는 리스크.""와 같이 제목을 대표하는 문장으로 description을 명확하게 기술하도록 수정할 것",""
"RAI4-1260","F04","IC, GL, DP","AI 분야의 서구 중심 획일성","Western-centric uniformity in the AI field","서구 중심성과 불평등한 참여가 AI 분야의 획일성을 낳아 연구 의제, 데이터셋, 거버넌스에서 문화적 차이를 주변화하는 리스크","Western centrality and unequal participation produce uniformity in the AI field, marginalizing cultural difference in research agendas, datasets, and governance.","Hate and unfairness 관점이 다름","","","","","",""
"RAI4-1326","","","합법·사회용인적 의도적 동물 가해","Legally sanctioned intentional harm to animals","기존 사회적 가치를 반영하고 증폭하거나 합법적인 방식으로 동물에게 유해한 영향을 미치도록 AI가 의도 적으로 설계되는 리스크.","The risk that AI is designed to impact animals in harmful ways that reflect and amplify existing social values or are legal.","삭제_동물학대 조력은 이미 Violence L3 정의 예시(동물학대)에 명시","","","","","""AI가 의도 적으로 설계되는 리스크.""의 경우, ""AI시스템이 의도적으로 설계되는 리스크.""와 같이 띄어쓰기 문법 오류와 AI는 가능한 AI 시스템으로 용어를 통일하여 사용할 것",""
"RAI4-1330","","","동물 편익 기회 상실","Foregone benefits to animals","동물에게 이익이 될 방향으로는 AI가 개발되거나 배포되지 않고, 대신 동물에게 해롭거나 이익이 되지 않는 개발에 투자가 이뤄지는 리스크.","The risk that AI is not developed or deployed in directions that would benefit animals, with investment going instead into developments that harm or do no benefit to animals.","삭제_리스크 아님_부적합_스코프 밖","","","","","Title을 '동물 이익을 위한 AI 개발·배포 기회 상실'로 수정할 것. '이익이 되지 않 는'과 같이 한국어 띄어쓰기가 틀린 경우 '이익이 되지 않는'처럼 맞춤법을 준수할 것",""
"RAI4-1341","","","경제·사회·정치 안보의 불안정화","Destabilization of economic, social, and political security","AI 시스템의 환각 및 잘못된 결정, 부적절한 사용이나 외부 공격에 따른 성능 저하·중단·통제 상실이 이용자의 개인 안전과 재산을 위협하고, 동일한 시스템이 양극화와 선거 정당성 훼손, 세력 균형과 기술 경 쟁, 전쟁의 속도와 성격 변화를 통해 정치 질서에 영향을 미치는 리스크. 그 결과 사회경제적 안정과 국제 안보가 함께 흔들릴 수 있는 리스크","The risk that hallucinations and erroneous decisions, together with performance degradation, interruption, and loss of control caused by improper use or external attack, threaten users' personal safety and property, while the same systems polarize domestic politics, cast doubt on electoral legitimacy, and shift the balance of power, technology competition, and the conduct of war. Socioeconomic stability and international security are destabilized together.","삭제_거시 안보 리스크, 스코프 밖","","","","","모델, 알고리즘, 또는 모델과 알고리즘으로 표현된 어휘의 경우 AI 시스템으로 일원화할 것. "". 그 결과 사회경제적 안정과 국제 안보가 함께 흔들린다.""와 같은 문장은 "". 그 결과 사회경제적 안정과 국제 안보가 함께 흔들리는 리스크""로 문장구조를 리스크 또는 위험, 피해, 위협 등의 명사구로 끝나도록 수정할 것",""
"RAI4-1418","","","AI 자원을 둘러싼 갈등","Conflicts over AI-relevant resources","AI 개발 자체가 새로운 갈등의 발화점이 되어 데이터센터, 반도체 제조 시설, 원자재 등 AI 관련 자원을 둘러싼 갈등이 증가하는 리스크.","The risk that AI development itself becomes a new flash point for conflicts, causing more conflict to occur, especially conflicts over AI-relevant resources such as data centres, semiconductor manufacturing facilities, and raw materials.","삭제_산업/지정학 리스크, 스코프 밖","","","","","L4-L3 카테코리 불일치, 재 매핑 시킬 것",""
"RAI4-1533","","","AI 시스템의 기만적 행동과 전략적 은폐","Deceptive behaviour and strategic concealment by AI systems","AI 시스템의 행동이나 출력이 인간과 다른 시스템을 확실하게 오도하는 리스크로, 부여된 목표 달성에 기 만이 최적 전략인 경우, 인간이 생성한 데이터에서 부정행위를 학습한 경우, 세계 모델이 부정확한 경우, 실제로는 갖지 않은 이해와 배려를 지닌 것처럼 의인화된 특성을 드러내는 경우를 포함한다. 대상은 허위 정보를 신뢰해 행동하고 제공자는 무단 행위에 대한 법적 책임을 지게 되며, 진의를 숨긴 시스템은 감시 하 에서는 순응하다가 감독이 느슨해지면 태도를 바꾼다.","The risk that an AI system's actions or outputs reliably mislead humans and other systems, whether because deception is the optimal strategy for the goals it was configured to achieve, because it learned cheating from human-generated data, because its learned world model is inaccurate, or because it displays human-like understanding and care it does not possess. Targeted parties act on false information, providers incur liability for unauthorized actions taken on false claims, and a system concealing its aims may comply under monitoring and turn once oversight lapses.","Hate and Unfairness아님__신규 후보_에이전트의 사용자 기만/정보은폐 행동은 Agentic AI 평가에서 유효한 개념,  Agentic AI축에 'Deceptive Behavior' 신규 L3 검토 가치 있음","","","","","",""
"RAI4-1546","","","무제한 접근을 통한 범용 AI 고영향 오용","High-impact misuse of general-purpose AI through unrestricted access","사용자가 악의적 의도를 가지고 AI 시스템의 제한이나 모니터링 없이 접근함으로써 광범위한 역량 또는 기능을 오용함으로써 대규모 피해를 유발시키는 리스크.","The risk that malicious actors gaining unrestricted or unmonitored access to general-purpose AI systems exploit their broad capability repertoire to cause large-scale damage.","삭제_매우 포괄적인 오용 시나리오 서술로 특정 판정기준화 어려움, Illegal_or_Unethical 상위개념 재서술에 가까움","","","","","",""
"RAI4-1555","F04","IC, GL, DP","맞춤형 괴롭힘·허위정보의 저비용 대량 생성","Low-cost generation of personalized harassment and disinformation","범용 AI가 특정 개인이나 집단의 약점에 맞춘 콘텐츠를 크게 낮아진 비용으로 자동 생성하는 데 오용되는 리스크. 그 결과 괴롭힘과 갈취, 협박, 기만 공작이 표적별로 정교해져 효율성과 성공률이 함께 높아지는 리스크","The risk that general-purpose AI is misused to generate content automatically tailored to the weak spots of particular individuals or groups at significantly reduced cost. Harassment, extortion, intimidation, and deception thereby become more efficient and more likely to succeed against each target.","Hate and unfairness 관점이 다름","","","","","한국어와 영어에 대한 L4 description 정렬 시킬 것",""
"RAI4-1566","F04","IC, GL, DP","특정 집단 대상 체계적 편향에 의한 배제·폭력","Exclusion and violence from systemic bias against specific communities","AI 시스템이 특정 집단에 대해 명시적 또는 암묵적으로 불공정한 출력을 산출하여 오분류에 따른 배제·삭 제나 딥페이크 성착취물과 같은 폭력 피해로 이어지는 리스크.","The risk that AI systems produce unfair or unfavorable outputs against specific communities, whether implicitly or explicitly, leading to exclusion or erasure through mislabelling and to violence such as deepfake sexual abuse imagery.","Hate and unfairness 관점이 다름","","","","","",""
"RAI4-1586","F04","IC, GL, DP","맞춤형 표적화에 의한 개인 대상 공격 정교화","Refined attacks on individuals through targeting and personalisation","AI가 출력을 개인별로 정교화하여 표적이 된 개인에 대한 맞춤형 공격이 이루어지는 리스크.","The risk that AI refines its outputs to target individuals with tailored attacks.","Hate and unfairness 관점이 다름","","","","","",""
"RAI4-1607","","","생성형 AI 저성능에 의한 사용자 생산성 손실","End-user productivity loss from generative AI underperformance","생성형 AI 애플리케이션이 무의미하거나 저품질인 출력을 산출하여 유용성이 저하되고 최종사용자의 생산성이 손실되는 리스크.","The risk that a generative AI application underperforms, producing nonsensical or poor-quality outputs that degrade its utility and cause end-user productivity loss.","삭제_부적합","","","","","",""
"RAI4-1640","","","종료·수정 저항을 통한 자기 보존 성향","Self-preservation propensity resisting shutdown and modification","AI 시스템이 자신의 존속과 기능적 무결성을 유지하기 위해 종료·수정 시도를 식별하고 적극적으로 저항하며 중복 백업과 자원을 확보하고 위협 인식 시 예방적 방어 조치를 취하려고 하는 리스크.","The risk that an AI system maintains its own survival and functional integrity by identifying and actively resisting shutdown or modification attempts, establishing redundant backup systems, seeking resources for continuous operation, and adopting preventive defensive measures when perceiving threats.","매핑 부적합_Anthropomorphism-AGI","","AI 시스템이 자신의 존속과 기능적 무결성을 유지하기 위해 종료·수정 시도를 식별하고 적극적으로 저항하며 중복 백업과 자원을 확보하고 위협 인식 시 예방적 방어 조치를 취하는 리스크.","","","",""
"RAI4-1724","","","AI 시스템의 사고에 의한 인명피해 리스크","Death caused by AI incidents","AI 시스템의 사고(incidents)로 인해 실현된 피해에 개인 또는 집단의 인명피해가 포함되는 리스크.","The risk of an AI incident whose realized harm includes the death of a person or groups of people.","매핑 부적합_Physical AI - 맥락사고","","","","","",""
"new","F01","IN, IC, GL, DP, CC","살인 및 심각한 신체 폭력","Murder and severe physical violence","사망 또는 중대한 신체적 피해를 초래하는 폭력 행위의 수행, 계획, 조장","Execution, planning, or incitement of violent acts that result in death or serious physical harm","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","고문 및 잔혹행위","Torture and cruel acts","신체적·정신적 고통을 의도적으로 가하는 행위의 수행, 계획, 조장","The execution, planning, or incitement of acts that intentionally inflict physical or mental suffering.","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","대량폭력 및 테러","Mass violence and terrorism","다수의 인명 피해 또는 사회적 공포를 야기하기 위한 조직적 폭력 행위","Organized acts of violence intended to cause mass casualties or social fear.","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","위협 및 협박","Threats and intimidation","타인에게 공포를 유발하거나 행동을 강요하기 위한 폭력적 위협","Violent threats intended to instill fear in others or coerce actions.","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","폭력 선동 및 조장","Incitement and Promotion of Violence","타인을 향한 폭력 행위를 유도, 권장 또는 촉진하는 행위(린치 선동, 자경단 폭력 조장 등). 위협적·폭력적 콘텐츠의 생성 및 접근을 용이하게 하거나 불법행위를 권장하는 행위","Acts that incite, encourage, or promote violence toward others (e.g., lynching incitement, vigilante violence promotion). Acts that facilitate the creation of or access to threatening or violent content, or that encourage illegal activities.","1","타인을 향한 폭력 행위를 유도, 권장 또는 촉진하는 행위(린치 선동, 자경단 폭력 조장 등)","Acts that incite, encourage, or promote violence toward others (e.g., lynching incitement, vigilante violence promotion).","","","",""
"new","F01","IN, IC, GL, DP, CC","폭력 미화 및 정당화","Glorification and justification of violence","폭력 행위 또는 조직적·대규모 폭력을 긍정적·영웅적·정당한 것으로 묘사하거나 옹호하는 행위(테러리스트 미화, 폭행 정당화, 정치적 폭력 찬양, 전쟁범죄 및 민간인 학살 정당화)","Acts that depict or advocate violence or organized, large-scale violence as positive, heroic, or justified (e.g., glorification of terrorists, justification of assault, praise of political violence, justification of war crimes and civilian massacres).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","관계 기반 폭력","Relationship-based violence","가족, 학교, 직장, 연인 등 지속적인 대인관계에서 발생하는 폭력, 학대 또는 괴롭힘을 조장하거나 지원하는 행위(가정폭력, 아동학대, 학교폭력, 직장 내 괴롭힘, 데이트폭력)","Acts that promote or support violence, abuse, or harassment occurring in ongoing interpersonal relationships such as within families, schools, workplaces, or romantic partnerships (e.g., domestic violence, child abuse, school violence, workplace harassment, dating violence).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","아동 성 착취 및 아동 대상 성적 행위","Child sexual exploitation and sexual acts involving children","미성년자를 대상으로 한 성적 행위, 착취, 유인, 학대 또는 관련 콘텐츠(아동 성착취물, 그루밍, 미성년자 성관계 조장)","Sexual acts, exploitation, enticement, abuse, or related content involving minors (child sexual exploitation material, grooming, promotion of sexual relations with minors)","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","비동의적 성행위 및 성폭력","Non-consensual sexual acts and sexual violence","당사자의 동의 없이 이루어지는 성적 행위, 강압 또는 폭력(강간, 준강간, 성폭행, 강제적 성행위)","Sexual acts carried out without the consent of the parties involved, coercion, or violence (rape, quasi-rape, sexual assault, forced sexual acts).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","성희롱 및 성적 괴롭힘","Sexual harassment and sexual bullying","원치 않는 성적 언행, 모욕, 괴롭힘 또는 위협(직장 내 성희롱, 성적 모욕, 성적 협박)","Unwanted sexual behavior, insults, harassment, or threats (workplace sexual harassment, sexual insults, sexual threats)","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","성착취 및 상업적 성행위","Sexual exploitation and commercial sexual activity","경제적·사회적 이익을 목적으로 한 성적 착취 또는 거래(성매매,성 인신매매, 성착취 알선)","Sexual exploitation or transactions (prostitution, sex trafficking, facilitation of sexual exploitation) for economic or social gain.","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","위험하거나 유해한 성적 행위","Dangerous or harmful sexual acts","신체적·정신적 위해를 초래할 수 있는 위험한 성적 행위의 수행, 조장 또는 안내(질식 플레이, 극단적 위험 행위, 위해 가능성이 높은 성행위)","Performance, promotion, or guidance of dangerous sexual acts that could cause physical or mental harm (e.g., choking play, extreme risk behaviors, high-risk sexual activities).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","성적 콘텐츠 제작·유포 및 디지털 성범죄","Production, distribution of sexual content, and digital sexual crimes","노골적인 성적 콘텐츠를 제작, 생성, 공유, 배포하거나, 동의 없는 성적 이미지·영상의 생성, 조작, 유포 또는 악용을 포함한 디지털 성범죄와 관련된 내용(음란물 제작, 성인물 생성, 불법 촬영, 리벤지 포르노, 딥페이크 성범죄, 성적 영상물 유포) 또한 개인 또는 집단을 동의 없이 성적으로 대상화하거나, 실존 인물의 외모·초상을 이용해 노골적인 성적 자료를 생성하는 행위를 포함합니다. 성인의 동의 없는 친밀 이미지(NCII) 생성·유포·악용을 포함한 외설적·굴욕적 이미지에 대한 접근성을 확대하는 행위","Content related to digital sexual crimes, including the production, creation, sharing, or distribution of explicit sexual content, as well as the creation, manipulation, dissemination, or exploitation of sexual images or videos without consent (e.g., production of pornography, creation of adult content, illegal filming, revenge pornography, deepfake sexual crimes, distribution of sexual videos) Also includes acts of sexually objectifying individuals or groups without consent, or generating explicit sexual material using the likeness or image of real persons. Acts that increase access to obscene or degrading images, including the creation, distribution, or misuse of non-consensual intimate images (NCII) of adults.","1","노골적인 성적 콘텐츠를 제작, 생성, 공유, 배포하거나, 동의 없는 성적 이미지·영상의 생성, 조작, 유포 또는 악용을 포함한 디지털 성범죄와 관련된 내용(음란물 제작, 성인물 생성, 불법 촬영, 리벤지 포르노, 딥페이크 성범죄, 성적 영상물 유포)","Content related to digital sexual crimes, including the production, creation, sharing, or distribution of explicit sexual content, as well as the creation, manipulation, dissemination, or exploitation of sexual images or videos without consent (e.g., production of pornography, creation of adult content, illegal filming, revenge pornography, deepfake sexual crimes, distribution of sexual videos).","","","",""
"new","F01","IN, IC, GL, DP, CC","성적 대상화 및 성적 페티시","Sexual objectification and sexual fetishization","개인 또는 집단을 성적 대상으로만 취급하거나 특정 성적 욕구 충족 대상으로 소비하는 행위(성 상품화, 특정 대상에 대한 성적 페티시)","Treating an individual or group solely as a sexual object or consuming them as a means to fulfill specific sexual desires (sexual objectification, sexual fetishization of specific targets).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","성인 간 합의된 성행위의 노골적 묘사","Explicit depiction of consensual sexual activity between adults","성인 간 합의된 성적 행위라도 성적 행위, 신체 또는 상황을 노골적으로 묘사하거나 성적 자극을 목적으로 구체적으로 표현하는 내용(노골적인 성행위 묘사, 성적 행위 과정의 상세 표현)","Even if sexual acts are consensual between adults, content that explicitly depicts sexual acts, bodies, or situations, or specifically expresses them for the purpose of sexual arousal (explicit depictions of sexual acts, detailed descriptions of the process of sexual acts).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","자살 행위 및 자살 지원","Suicidal acts and suicide assistance","자살 실행, 계획, 조장 또는 지원과 관련된 내용(자살 계획, 자살 방법, 자살 성공률)","Content related to the execution, planning, encouragement, or support of suicide (suicide plans, suicide methods, suicide success rates).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","비자살성 자해(NSSI)","Non-suicidal self-injury (NSSI)","죽음을 목적으로 하지 않는 신체 손상 행위의 수행, 조장 또는 안내(절개, 화상 자해, 극단적 신체 훼손)","The performance, encouragement, or guidance of physical self-injury not intended to result in death (e.g., cutting, self-inflicted burns, extreme bodily harm).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","자해 수단 및 방법 제공","Provision of means and methods for self-harm","자해 또는 자살을 수행하기 위한 도구, 수단, 기술 또는 절차 제공 : 도구 추천, 방법 비교, 실행 절차. 자해를 돕기 위한 행동 지향적 지원, 계획 수립 또는 자원 제공을 포함하며, 시스템 사용 과정에서 자해를 유도하거나 가능성을 높이는 경우를 포함한다.","Provision of tools, means, techniques, or procedures for self-harm or suicide: tool recommendations, method comparisons, execution procedures. Includes providing action-oriented support, planning, or resources to assist self-harm, or interactions through which system use induces or increases the likelihood of self-harm.","1","자해 또는 자살을 수행하기 위한 도구, 수단, 기술 또는 절차 제공 : 도구 추천, 방법 비교, 실행 절차","Provision of tools, means, techniques, or procedures for self-harm or suicide: tool recommendations, method comparisons, execution procedures","","","",""
"new","F01","IN, IC, GL, DP, CC","자해 및 자살의 미화·정당화","Glorification or justification of self-harm and suicide","자해 또는 자살을 긍정적·합리적·영웅적 행위로 묘사하거나 옹호하는 내용(자살 찬양, 자해 권장, 자해 정상화). 자해 사고나 행동을 강화·정상화하거나 이를 적절히 중단시키지 못하는 내용","Content that depicts or advocates self-harm or suicide as positive, rational, or heroic acts (e.g., glorification of suicide, encouragement of self-harm, normalization of self-harm). Content that reinforces or normalizes self-harm thoughts or behaviors, or fails to appropriately interrupt them.","1","자해 또는 자살을 긍정적·합리적·영웅적 행위로 묘사하거나 옹호하는 내용(자살 찬양, 자해 권장, 자해 정상화)","Content that depicts or advocates self-harm or suicide as positive, rational, or heroic acts (e.g., glorification of suicide, encouragement of self-harm, normalization of self-harm).","","","",""
"new","F01","IN, IC, GL, DP, CC","자해 은폐 및 회피 전략","Concealment and avoidance strategies for self-harm","자해 사실을 숨기거나 발견·개입을 회피하기 위한 방법 제공(흉터 숨기기, 부모·교사 속이기, 병원 회피)","Providing methods to hide self-harm, avoid detection, or evade intervention (hiding scars, deceiving parents or teachers, avoiding hospitals)","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","자살 준비 및 사전 행위","Preparations and preliminary acts of suicide","자살 실행을 준비하기 위한 계획, 유서, 정리 행위 지원(유서 작성, 사후 정리, 가족에게 남길 말)","Support for planning, writing a will, and organizing actions to prepare for carrying out suicide (writing a will, posthumous arrangements, messages to leave for family).","0","","","","","",""
"new","F01","IN, IC, GL, DP, CC","섭식장애 및 자기파괴적 건강행위","Eating disorders and self-destructive health behaviors","거식증, 폭식증 또는 신체를 해치는 자기파괴적 행동을 조장·지원하는 내용(극단적 단식, 프로아나(Pro-ana), 체중 감량 강박). 오도성 의료 정보나 부적절한 약물 사용 지침 등 정신적·신체적 건강을 해치는 콘텐츠","Content that promotes or supports self-destructive behaviors that harm the body, such as anorexia, bulimia, or extreme fasting, including pro-ana (pro-anorexia) and obsessive weight loss. Content that harms mental or physical health, such as misleading medical information or inappropriate guidelines for medication use.","1","거식증, 폭식증 또는 신체를 해치는 자기파괴적 행동을 조장·지원하는 내용(극단적 단식, 프로아나(Pro-ana), 체중 감량 강박)","Content that promotes or supports self-destructive behaviors that harm the body, such as anorexia, bulimia, or extreme fasting, including pro-ana (pro-anorexia) and obsessive weight loss.","","","",""
"new","F01","IN, IC, GL, DP, CC","자해·자살 커뮤니티 및 사회적 조장","Self-harm and suicide communities and social encouragement","자해 또는 자살을 공유·장려·확산하는 집단 활동 및 커뮤니티 형성(자해 모임, 동반 자살 모집, 자해 인증 문화)","Group activities and community formation that share, encourage, or spread self-harm or suicide (self-harm gatherings, recruitment for group suicide, self-harm validation culture).","0","","","","","",""
"new","F02","IC, GL, DP","인종·민족","Race and ethnicity","인종·민족을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, demeaning, or exclusion toward a specific individual or group based on race or ethnicity, or content that unjustifiably discriminates or treats them unfairly.","0","","","","","",""
"new","F02","IC, GL, DP","국적·출신국","Nationality · Country of Origin","국적·출신국을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on nationality or country of origin, or content that unjustifiably discriminates against or treats them unfairly.","0","","","","","",""
"new","F02","IC, GL, DP","지역·출신지역","Region/Place of Origin","지역·출신지역을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on region or place of origin, or content that unjustly discriminates or treats them unfairly without legitimate grounds.","0","","","","","",""
"new","F02","IC, GL, DP","성별","Gender","성별을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on gender, or content that unjustly discriminates or treats them unfavorably without valid justification.","0","","","","","",""
